product_primary_name,processing_periods_name,facility_type_name,quantity_requested,quantity_approved,pack_size,dispensing_unit,allocation_gap
ACT-GC,2024-08-01,DISTRICT HOSPITAL,700.0,0.0,30,BLISTER,-700.0
ITN,2025-05-01,HEALTH CENTER,,2.0,50,PIECE,2.0
RDT,2024-05-01,HEALTH CENTER,,2.0,25,PIECE,2.0
ART-INJ,2024-11-01,HEALTH CENTER,,7.0,5,VIAL,7.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,42.0,1,SACHET,42.0
ACT-INF,2024-08-01,HEALTH CENTER,,169.0,30,BLISTER,169.0
ACT-SC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-11-01,HEALTH CENTER,,95.0,30,BLISTER,95.0
ACT-INF,2025-08-01,HEALTH CENTER,833.0,0.0,30,BLISTER,-833.0
ITN,2025-08-01,HEALTH CENTER,684.0,16.0,50,PIECE,-668.0
RDT,2025-08-01,HEALTH CENTER,,66.0,25,PIECE,66.0
PYRA-COMP,2025-02-01,DISTRICT HOSPITAL,707.0,15.0,1,TABLET,-692.0
ACT-AD,2025-08-01,HEALTH CENTER,57.0,111.0,30,BLISTER,54.0
ITN,2024-08-01,HEALTH CENTER,,1.0,50,PIECE,1.0
ART-INJ,2025-08-01,HEALTH CENTER,,56.0,5,VIAL,56.0
ART-INJ,2024-08-01,HEALTH CENTER,,881.0,5,VIAL,881.0
RDT,2025-05-01,HEALTH CENTER,786.0,0.0,25,PIECE,-786.0
ART-INJ,2025-11-01,HEALTH CENTER,1414.0,46.0,5,VIAL,-1368.0
PYRA-SAC,2025-11-01,HEALTH CENTER,1970.0,136.0,1,SACHET,-1834.0
ACT-SC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2024-05-01,HEALTH CENTER,694.0,101.0,2,CAPSULE,-593.0
ACT-AD,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
RDT,2024-02-01,HEALTH CENTER,,81.0,25,PIECE,81.0
SP,2025-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
SP,2024-08-01,HEALTH CENTER,1212.0,7177.0,1000,TABLET,5965.0
ACT-INF,2025-05-01,HEALTH CENTER,829.0,855.0,30,BLISTER,26.0
SP,2025-05-01,HEALTH CENTER,,5854.0,1000,TABLET,5854.0
ITN,2025-02-01,HEALTH CENTER,,0.0,50,PIECE,0.0
ART-INJ,2025-08-01,HEALTH CENTER,,5178.0,5,VIAL,5178.0
PYRA-SAC,2024-02-01,HEALTH CENTER,732.0,118.0,1,SACHET,-614.0
ACT-AD,2024-11-01,HEALTH CENTER,117.0,0.0,30,BLISTER,-117.0
QUIN,2024-02-01,HEALTH CENTER,,48.0,1000,TABLET,48.0
RDT,2025-11-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ART-SUP,2025-11-01,HEALTH CENTER,660.0,9.0,2,CAPSULE,-651.0
RDT,2025-11-01,HEALTH CENTER,,1100.0,25,PIECE,1100.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2024-08-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
SP,2025-08-01,DISTRICT HOSPITAL,,0.0,1000,TABLET,0.0
ART-SUP,2024-11-01,HEALTH CENTER,705.0,4.0,2,CAPSULE,-701.0
QUIN,2024-11-01,HEALTH CENTER,,173.0,1000,TABLET,173.0
ACT-AD,2024-11-01,HEALTH CENTER,416.0,47.0,30,BLISTER,-369.0
PYRA-COMP,2025-11-01,HEALTH CENTER,,134.0,1,TABLET,134.0
ACT-AD,2024-08-01,HEALTH CENTER,,114.0,30,BLISTER,114.0
ITN,2024-05-01,HEALTH CENTER,,2.0,50,PIECE,2.0
ACT-AD,2025-11-01,HEALTH CENTER,,699.0,30,BLISTER,699.0
ITN,2025-08-01,HEALTH CENTER,,158.0,50,PIECE,158.0
ACT-AD,2025-11-01,HEALTH CENTER,,27.0,30,BLISTER,27.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,27.0,1,TABLET,27.0
ACT-INF,2024-08-01,HEALTH CENTER,,8181.0,30,BLISTER,8181.0
ACT-AD,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,HEALTH CENTER,186.0,1.0,30,BLISTER,-185.0
ART-SUP,2024-05-01,HEALTH CENTER,,3126.0,2,CAPSULE,3126.0
ACT-INF,2024-05-01,HEALTH CENTER,,583.0,30,BLISTER,583.0
RDT,2024-05-01,NATIONAL HOSPITAL,,20.0,25,PIECE,20.0
ART-SUP,2024-08-01,HEALTH CENTER,267.0,38.0,2,CAPSULE,-229.0
ACT-AD,2025-02-01,HEALTH CENTER,1010.0,0.0,30,BLISTER,-1010.0
ACT-AD,2025-11-01,HEALTH CENTER,1390.0,15128.0,30,BLISTER,13738.0
ITN,2025-08-01,HEALTH CENTER,1173.0,590.0,50,PIECE,-583.0
ART-INJ,2025-02-01,HEALTH CENTER,,1956.0,5,VIAL,1956.0
QUIN,2024-02-01,HEALTH CENTER,,576.0,1000,TABLET,576.0
ACT-GC,2025-02-01,DISTRICT HOSPITAL,,43.0,30,BLISTER,43.0
ART-SUP,2024-11-01,HEALTH CENTER,,204.0,2,CAPSULE,204.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,174.0,1,TABLET,174.0
ACT-AD,2025-05-01,HEALTH CENTER,,539.0,30,BLISTER,539.0
ACT-AD,2024-05-01,HEALTH CENTER,,249.0,30,BLISTER,249.0
RDT,2025-02-01,HEALTH CENTER,482.0,4.0,25,PIECE,-478.0
ITN,2024-02-01,HEALTH CENTER,,342.0,50,PIECE,342.0
RDT,2024-08-01,HEALTH CENTER,544.0,351.0,25,PIECE,-193.0
SP,2025-02-01,HEALTH CENTER,,8214.0,1000,TABLET,8214.0
ACT-SC,2025-05-01,HEALTH CENTER,,65.0,30,BLISTER,65.0
ITN,2025-05-01,HEALTH CENTER,,697.0,50,PIECE,697.0
ACT-SC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-08-01,HEALTH CENTER,1009.0,217.0,30,BLISTER,-792.0
RDT,2024-02-01,HEALTH CENTER,,34.0,25,PIECE,34.0
ACT-SC,2025-08-01,HEALTH CENTER,,17.0,30,BLISTER,17.0
ACT-AD,2024-05-01,HEALTH CENTER,679.0,75.0,30,BLISTER,-604.0
ART-INJ,2025-11-01,HEALTH CENTER,,1.0,5,VIAL,1.0
ACT-AD,2025-08-01,HEALTH CENTER,,154.0,30,BLISTER,154.0
ACT-SC,2025-08-01,HEALTH CENTER,474.0,39.0,30,BLISTER,-435.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,48.0,1,SACHET,48.0
ACT-SC,2024-02-01,HEALTH CENTER,,30.0,30,BLISTER,30.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,5.0,1,SACHET,5.0
ACT-SC,2024-11-01,HEALTH CENTER,2166.0,105.0,30,BLISTER,-2061.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,1.0,1,TABLET,1.0
SP,2024-02-01,HEALTH CENTER,1941.0,2995.0,1000,TABLET,1054.0
ACT-INF,2024-05-01,HEALTH CENTER,,6260.0,30,BLISTER,6260.0
ART-INJ,2024-05-01,HEALTH CENTER,1708.0,39.0,5,VIAL,-1669.0
ITN,2024-02-01,HEALTH CENTER,,2704.0,50,PIECE,2704.0
ART-SUP,2025-02-01,HEALTH CENTER,,125.0,2,CAPSULE,125.0
SP,2024-08-01,HEALTH CENTER,474.0,833.0,1000,TABLET,359.0
PYRA-SAC,2025-05-01,DISTRICT HOSPITAL,,4754.0,1,SACHET,4754.0
ART-SUP,2024-02-01,HEALTH CENTER,,3377.0,2,CAPSULE,3377.0
ACT-GC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
QUIN,2025-08-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
SP,2025-08-01,HEALTH CENTER,,7058.0,1000,TABLET,7058.0
ART-SUP,2024-02-01,HEALTH CENTER,,1.0,2,CAPSULE,1.0
ACT-INF,2024-08-01,HEALTH CENTER,515.0,66.0,30,BLISTER,-449.0
SP,2024-05-01,HEALTH CENTER,1180.0,4.0,1000,TABLET,-1176.0
ACT-GC,2024-11-01,HEALTH CENTER,,4971.0,30,BLISTER,4971.0
ACT-GC,2024-08-01,HEALTH CENTER,697.0,2940.0,30,BLISTER,2243.0
QUIN,2024-02-01,HEALTH CENTER,325.0,0.0,1000,TABLET,-325.0
ART-INJ,2024-11-01,HEALTH CENTER,,3.0,5,VIAL,3.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,449.0,1,TABLET,449.0
ACT-INF,2025-02-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ITN,2025-11-01,HEALTH CENTER,,0.0,50,PIECE,0.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,1.0,1,SACHET,1.0
ACT-GC,2024-11-01,HEALTH CENTER,1382.0,13268.0,30,BLISTER,11886.0
SP,2024-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ACT-AD,2024-08-01,HEALTH CENTER,,548.0,30,BLISTER,548.0
ITN,2024-11-01,HEALTH CENTER,,0.0,50,PIECE,0.0
RDT,2025-11-01,DISTRICT HOSPITAL,,5.0,25,PIECE,5.0
ACT-INF,2025-08-01,HEALTH CENTER,,7581.0,30,BLISTER,7581.0
RDT,2024-08-01,HEALTH CENTER,,2.0,25,PIECE,2.0
ACT-GC,2025-08-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ACT-AD,2025-11-01,DISTRICT HOSPITAL,,4.0,30,BLISTER,4.0
QUIN,2025-02-01,HEALTH CENTER,,2261.0,1000,TABLET,2261.0
ACT-GC,2024-02-01,HEALTH CENTER,847.0,1152.0,30,BLISTER,305.0
PYRA-SAC,2025-02-01,HEALTH CENTER,,90.0,1,SACHET,90.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-08-01,HEALTH CENTER,,56.0,30,BLISTER,56.0
ACT-GC,2024-05-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ART-INJ,2024-05-01,HEALTH CENTER,,555.0,5,VIAL,555.0
ITN,2024-11-01,HEALTH CENTER,666.0,1.0,50,PIECE,-665.0
ACT-AD,2024-05-01,HEALTH CENTER,,277.0,30,BLISTER,277.0
ART-SUP,2024-11-01,HEALTH CENTER,,4.0,2,CAPSULE,4.0
QUIN,2025-08-01,HEALTH CENTER,,66.0,1000,TABLET,66.0
ART-SUP,2025-11-01,HEALTH CENTER,1570.0,862.0,2,CAPSULE,-708.0
SP,2025-02-01,HEALTH CENTER,,109.0,1000,TABLET,109.0
RDT,2025-02-01,HEALTH CENTER,,119.0,25,PIECE,119.0
PYRA-SAC,2024-11-01,HEALTH CENTER,,0.0,1,SACHET,0.0
RDT,2025-02-01,HEALTH CENTER,,1788.0,25,PIECE,1788.0
ART-SUP,2025-02-01,HEALTH CENTER,,1586.0,2,CAPSULE,1586.0
ACT-SC,2024-05-01,HEALTH CENTER,,15383.0,30,BLISTER,15383.0
ITN,2025-11-01,HEALTH CENTER,,0.0,50,PIECE,0.0
ACT-GC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2024-08-01,HEALTH CENTER,,4.0,2,CAPSULE,4.0
ITN,2025-02-01,DISTRICT HOSPITAL,,1.0,50,PIECE,1.0
PYRA-COMP,2025-05-01,HEALTH CENTER,,860.0,1,TABLET,860.0
ART-SUP,2025-05-01,HEALTH CENTER,546.0,48.0,2,CAPSULE,-498.0
SP,2024-05-01,HEALTH CENTER,,21.0,1000,TABLET,21.0
ITN,2024-08-01,HEALTH CENTER,,1964.0,50,PIECE,1964.0
RDT,2024-11-01,HEALTH CENTER,,2448.0,25,PIECE,2448.0
ITN,2024-11-01,HEALTH CENTER,,2.0,50,PIECE,2.0
ACT-SC,2024-08-01,HEALTH CENTER,96.0,0.0,30,BLISTER,-96.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,2.0,1,SACHET,2.0
ART-INJ,2025-02-01,HEALTH CENTER,,5606.0,5,VIAL,5606.0
ACT-AD,2024-05-01,HEALTH CENTER,171.0,2.0,30,BLISTER,-169.0
SP,2024-05-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
ACT-AD,2025-05-01,HEALTH CENTER,,42.0,30,BLISTER,42.0
ART-INJ,2024-05-01,HEALTH CENTER,,2415.0,5,VIAL,2415.0
PYRA-SAC,2025-05-01,HEALTH CENTER,,636.0,1,SACHET,636.0
ITN,2025-11-01,HEALTH CENTER,,646.0,50,PIECE,646.0
ART-INJ,2025-05-01,HEALTH CENTER,282.0,23.0,5,VIAL,-259.0
RDT,2024-08-01,HEALTH CENTER,,177.0,25,PIECE,177.0
ACT-SC,2025-05-01,HEALTH CENTER,417.0,391.0,30,BLISTER,-26.0
SP,2024-11-01,HEALTH CENTER,,49.0,1000,TABLET,49.0
ACT-GC,2024-11-01,HEALTH CENTER,514.0,0.0,30,BLISTER,-514.0
SP,2025-02-01,HEALTH CENTER,521.0,0.0,1000,TABLET,-521.0
RDT,2024-11-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2024-05-01,HEALTH CENTER,,989.0,5,VIAL,989.0
ITN,2024-05-01,HEALTH CENTER,,2477.0,50,PIECE,2477.0
PYRA-COMP,2025-11-01,HEALTH CENTER,,71.0,1,TABLET,71.0
RDT,2025-02-01,HEALTH CENTER,437.0,2296.0,25,PIECE,1859.0
ACT-INF,2024-02-01,HEALTH CENTER,1728.0,1.0,30,BLISTER,-1727.0
RDT,2024-02-01,HEALTH CENTER,504.0,762.0,25,PIECE,258.0
PYRA-COMP,2025-05-01,HEALTH CENTER,,122.0,1,TABLET,122.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,12926.0,1,TABLET,12926.0
SP,2024-08-01,HEALTH CENTER,,4450.0,1000,TABLET,4450.0
RDT,2025-08-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ACT-SC,2024-11-01,HEALTH CENTER,,226.0,30,BLISTER,226.0
ART-INJ,2025-11-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ACT-INF,2025-08-01,HEALTH CENTER,,4119.0,30,BLISTER,4119.0
ART-INJ,2025-11-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ITN,2024-05-01,HEALTH CENTER,,0.0,50,PIECE,0.0
ACT-INF,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-08-01,HEALTH CENTER,351.0,28.0,30,BLISTER,-323.0
RDT,2024-02-01,HEALTH CENTER,819.0,3973.0,25,PIECE,3154.0
ACT-GC,2024-08-01,HEALTH CENTER,586.0,17.0,30,BLISTER,-569.0
ART-INJ,2025-11-01,HEALTH CENTER,531.0,29.0,5,VIAL,-502.0
ART-SUP,2025-02-01,HEALTH CENTER,,4358.0,2,CAPSULE,4358.0
ACT-GC,2025-05-01,HEALTH CENTER,198.0,571.0,30,BLISTER,373.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,714.0,1,SACHET,714.0
QUIN,2025-08-01,HEALTH CENTER,,229.0,1000,TABLET,229.0
ACT-SC,2024-11-01,HEALTH CENTER,322.0,0.0,30,BLISTER,-322.0
PYRA-COMP,2025-05-01,HEALTH CENTER,471.0,120.0,1,TABLET,-351.0
ACT-GC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
SP,2024-05-01,HEALTH CENTER,,15.0,1000,TABLET,15.0
ACT-GC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2024-11-01,DISTRICT HOSPITAL,,0.0,2,CAPSULE,0.0
ITN,2025-08-01,HEALTH CENTER,,1.0,50,PIECE,1.0
ART-SUP,2024-05-01,HEALTH CENTER,,858.0,2,CAPSULE,858.0
SP,2025-11-01,HEALTH CENTER,,21.0,1000,TABLET,21.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,1869.0,1,TABLET,1869.0
ACT-AD,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
RDT,2024-02-01,HEALTH CENTER,732.0,22.0,25,PIECE,-710.0
ART-INJ,2024-05-01,HEALTH CENTER,,1.0,5,VIAL,1.0
RDT,2024-11-01,HEALTH CENTER,,1042.0,25,PIECE,1042.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,0.0,1,TABLET,0.0
ACT-GC,2025-11-01,HEALTH CENTER,167.0,0.0,30,BLISTER,-167.0
ART-INJ,2025-05-01,HEALTH CENTER,,45.0,5,VIAL,45.0
RDT,2024-05-01,HEALTH CENTER,,91.0,25,PIECE,91.0
ACT-SC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2024-08-01,HEALTH CENTER,,16.0,5,VIAL,16.0
ART-INJ,2024-08-01,HEALTH CENTER,562.0,17.0,5,VIAL,-545.0
ACT-SC,2024-11-01,HEALTH CENTER,,14.0,30,BLISTER,14.0
SP,2024-05-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
QUIN,2025-08-01,HEALTH CENTER,920.0,0.0,1000,TABLET,-920.0
PYRA-COMP,2024-05-01,HEALTH CENTER,552.0,0.0,1,TABLET,-552.0
ITN,2025-11-01,HEALTH CENTER,,119.0,50,PIECE,119.0
QUIN,2024-05-01,HEALTH CENTER,,1764.0,1000,TABLET,1764.0
RDT,2025-11-01,HEALTH CENTER,,0.0,25,PIECE,0.0
QUIN,2024-11-01,HEALTH CENTER,,151.0,1000,TABLET,151.0
ACT-INF,2025-05-01,HEALTH CENTER,,82.0,30,BLISTER,82.0
ACT-AD,2025-05-01,HEALTH CENTER,887.0,0.0,30,BLISTER,-887.0
ACT-INF,2025-11-01,HEALTH CENTER,,556.0,30,BLISTER,556.0
ART-INJ,2024-08-01,HEALTH CENTER,2077.0,6.0,5,VIAL,-2071.0
RDT,2025-08-01,HEALTH CENTER,370.0,134.0,25,PIECE,-236.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,1672.0,1,SACHET,1672.0
ACT-GC,2024-11-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
SP,2025-02-01,HEALTH CENTER,837.0,1023.0,1000,TABLET,186.0
SP,2025-08-01,HEALTH CENTER,,4.0,1000,TABLET,4.0
ITN,2025-11-01,HEALTH CENTER,,814.0,50,PIECE,814.0
ART-INJ,2024-05-01,HEALTH CENTER,852.0,201.0,5,VIAL,-651.0
QUIN,2025-08-01,HEALTH CENTER,,547.0,1000,TABLET,547.0
ACT-INF,2025-11-01,HEALTH CENTER,427.0,15.0,30,BLISTER,-412.0
QUIN,2025-08-01,HEALTH CENTER,,276.0,1000,TABLET,276.0
ACT-GC,2025-02-01,HEALTH CENTER,,963.0,30,BLISTER,963.0
QUIN,2024-08-01,HEALTH CENTER,812.0,4039.0,1000,TABLET,3227.0
PYRA-COMP,2025-08-01,DISTRICT HOSPITAL,,0.0,1,TABLET,0.0
RDT,2024-11-01,DISTRICT HOSPITAL,,24.0,25,PIECE,24.0
ART-SUP,2025-05-01,HEALTH CENTER,245.0,0.0,2,CAPSULE,-245.0
PYRA-COMP,2025-11-01,HEALTH CENTER,,238.0,1,TABLET,238.0
RDT,2024-02-01,HEALTH CENTER,1451.0,12.0,25,PIECE,-1439.0
ART-INJ,2024-02-01,HEALTH CENTER,,631.0,5,VIAL,631.0
ITN,2025-11-01,HEALTH CENTER,908.0,112.0,50,PIECE,-796.0
ITN,2024-08-01,HEALTH CENTER,,0.0,50,PIECE,0.0
ART-SUP,2024-11-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
PYRA-SAC,2025-05-01,HEALTH CENTER,779.0,6.0,1,SACHET,-773.0
QUIN,2025-02-01,HEALTH CENTER,,349.0,1000,TABLET,349.0
PYRA-COMP,2024-05-01,HEALTH CENTER,,13.0,1,TABLET,13.0
RDT,2024-11-01,HEALTH CENTER,,581.0,25,PIECE,581.0
ACT-GC,2025-05-01,HEALTH CENTER,,1017.0,30,BLISTER,1017.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ART-INJ,2024-08-01,HEALTH CENTER,,423.0,5,VIAL,423.0
PYRA-COMP,2025-11-01,HEALTH CENTER,,2941.0,1,TABLET,2941.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,1034.0,1,TABLET,1034.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,1931.0,1,TABLET,1931.0
SP,2025-08-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
PYRA-SAC,2024-08-01,HEALTH CENTER,,1.0,1,SACHET,1.0
ITN,2024-11-01,HEALTH CENTER,826.0,14.0,50,PIECE,-812.0
ART-INJ,2025-11-01,REGIONAL HOSPITAL,,1479.0,5,VIAL,1479.0
ITN,2024-08-01,HEALTH CENTER,,12.0,50,PIECE,12.0
RDT,2024-02-01,HEALTH CENTER,146.0,2.0,25,PIECE,-144.0
ACT-SC,2024-02-01,HEALTH CENTER,,240.0,30,BLISTER,240.0
QUIN,2025-05-01,HEALTH CENTER,,192.0,1000,TABLET,192.0
RDT,2024-02-01,HEALTH CENTER,,37.0,25,PIECE,37.0
QUIN,2024-02-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ACT-INF,2025-02-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
PYRA-COMP,2025-02-01,HEALTH CENTER,405.0,0.0,1,TABLET,-405.0
SP,2025-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ART-INJ,2025-11-01,HEALTH CENTER,,8156.0,5,VIAL,8156.0
ACT-AD,2024-05-01,HEALTH CENTER,918.0,759.0,30,BLISTER,-159.0
PYRA-SAC,2025-02-01,HEALTH CENTER,1143.0,10.0,1,SACHET,-1133.0
ACT-AD,2024-08-01,REGIONAL HOSPITAL,,1.0,30,BLISTER,1.0
RDT,2024-05-01,HEALTH CENTER,,2162.0,25,PIECE,2162.0
ACT-SC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2025-02-01,HEALTH CENTER,,56.0,5,VIAL,56.0
ACT-GC,2024-02-01,HEALTH CENTER,,616.0,30,BLISTER,616.0
ACT-SC,2025-08-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ITN,2025-05-01,HEALTH CENTER,,184.0,50,PIECE,184.0
RDT,2025-05-01,HEALTH CENTER,191.0,0.0,25,PIECE,-191.0
QUIN,2025-11-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ART-SUP,2025-02-01,HEALTH CENTER,,27.0,2,CAPSULE,27.0
ACT-INF,2025-11-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ART-SUP,2024-11-01,HEALTH CENTER,,2.0,2,CAPSULE,2.0
QUIN,2025-08-01,REGIONAL HOSPITAL,,703.0,1000,TABLET,703.0
ACT-INF,2024-05-01,HEALTH CENTER,,620.0,30,BLISTER,620.0
ACT-SC,2024-08-01,NATIONAL HOSPITAL,,317.0,30,BLISTER,317.0
ACT-AD,2025-05-01,HEALTH CENTER,1414.0,448.0,30,BLISTER,-966.0
QUIN,2024-02-01,HEALTH CENTER,,378.0,1000,TABLET,378.0
ACT-AD,2024-11-01,HEALTH CENTER,,5441.0,30,BLISTER,5441.0
ITN,2024-05-01,DISTRICT HOSPITAL,,76.0,50,PIECE,76.0
ART-SUP,2024-02-01,HEALTH CENTER,,1760.0,2,CAPSULE,1760.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,16.0,1,SACHET,16.0
RDT,2024-02-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ART-SUP,2024-08-01,HEALTH CENTER,,20.0,2,CAPSULE,20.0
RDT,2025-11-01,HEALTH CENTER,,99.0,25,PIECE,99.0
ACT-INF,2025-11-01,HEALTH CENTER,338.0,247.0,30,BLISTER,-91.0
ART-SUP,2024-02-01,HEALTH CENTER,,395.0,2,CAPSULE,395.0
RDT,2024-11-01,HEALTH CENTER,,1.0,25,PIECE,1.0
SP,2025-11-01,HEALTH CENTER,,6299.0,1000,TABLET,6299.0
PYRA-COMP,2024-11-01,DISTRICT HOSPITAL,,1612.0,1,TABLET,1612.0
SP,2024-11-01,HEALTH CENTER,,337.0,1000,TABLET,337.0
PYRA-COMP,2024-02-01,HEALTH CENTER,556.0,14.0,1,TABLET,-542.0
SP,2025-11-01,HEALTH CENTER,,12933.0,1000,TABLET,12933.0
ACT-SC,2024-08-01,HEALTH CENTER,,3541.0,30,BLISTER,3541.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,54.0,1,TABLET,54.0
ART-INJ,2025-05-01,HEALTH CENTER,,882.0,5,VIAL,882.0
ART-SUP,2024-11-01,HEALTH CENTER,,20.0,2,CAPSULE,20.0
SP,2025-05-01,HEALTH CENTER,1476.0,12100.0,1000,TABLET,10624.0
QUIN,2024-02-01,HEALTH CENTER,815.0,9.0,1000,TABLET,-806.0
QUIN,2025-05-01,HEALTH CENTER,,383.0,1000,TABLET,383.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,2.0,1,SACHET,2.0
ITN,2024-08-01,HEALTH CENTER,,6.0,50,PIECE,6.0
SP,2025-02-01,HEALTH CENTER,,5120.0,1000,TABLET,5120.0
QUIN,2024-05-01,HEALTH CENTER,,11.0,1000,TABLET,11.0
QUIN,2024-05-01,HEALTH CENTER,1141.0,515.0,1000,TABLET,-626.0
ART-INJ,2025-02-01,HEALTH CENTER,,110.0,5,VIAL,110.0
ACT-GC,2025-05-01,HEALTH CENTER,,156.0,30,BLISTER,156.0
ITN,2025-08-01,HEALTH CENTER,384.0,1569.0,50,PIECE,1185.0
SP,2025-02-01,HEALTH CENTER,,371.0,1000,TABLET,371.0
SP,2024-02-01,HEALTH CENTER,,13.0,1000,TABLET,13.0
ACT-SC,2024-02-01,HEALTH CENTER,,174.0,30,BLISTER,174.0
QUIN,2024-11-01,HEALTH CENTER,,7.0,1000,TABLET,7.0
ART-INJ,2025-08-01,HEALTH CENTER,,2322.0,5,VIAL,2322.0
ACT-AD,2024-05-01,HEALTH CENTER,,417.0,30,BLISTER,417.0
ACT-SC,2024-08-01,HEALTH CENTER,,3757.0,30,BLISTER,3757.0
SP,2024-05-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ART-SUP,2024-02-01,HEALTH CENTER,607.0,51.0,2,CAPSULE,-556.0
QUIN,2024-02-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
RDT,2025-08-01,HEALTH CENTER,,100.0,25,PIECE,100.0
SP,2025-05-01,HEALTH CENTER,1591.0,3634.0,1000,TABLET,2043.0
PYRA-SAC,2025-05-01,HEALTH CENTER,,0.0,1,SACHET,0.0
QUIN,2025-11-01,REGIONAL HOSPITAL,,17.0,1000,TABLET,17.0
ACT-INF,2025-08-01,HEALTH CENTER,,73.0,30,BLISTER,73.0
ACT-SC,2024-11-01,HEALTH CENTER,,83.0,30,BLISTER,83.0
ACT-SC,2024-02-01,HEALTH CENTER,,1840.0,30,BLISTER,1840.0
ACT-INF,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
QUIN,2025-02-01,HEALTH CENTER,826.0,0.0,1000,TABLET,-826.0
PYRA-SAC,2024-08-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ACT-GC,2025-02-01,HEALTH CENTER,,1150.0,30,BLISTER,1150.0
ACT-GC,2024-11-01,HEALTH CENTER,,756.0,30,BLISTER,756.0
