product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
ART-INJ,Sep 2025,HEALTH CENTER,,0.0,29.0,289.0,750.0,1.0,473,2.0,1,DISTRICT7,VIAL
ACT-AD,Aug 2025,HEALTH CENTER,,0.0,105.0,,133.0,0.0,-550,10.0,30,DISTRICT20,BLISTER
ACT-SC,Oct 2024,HEALTH CENTER,167.0,,19.0,,2527.0,,-515,22.0,1,DISTRICT30,BLISTER
ITN,Sep 2024,HEALTH CENTER,,0.0,3.0,2.0,,1422.0,167,3.0,30,DISTRICT33,PIECE
ACT-AD,Jun 2024,HEALTH CENTER,2432.0,2234.0,392.0,3744.0,,2.0,276,291.0,30,DISTRICT28,BLISTER
ART-SUP,Jan 2024,HEALTH CENTER,2751.0,0.0,,1479.0,,0.0,-240,663.0,1,DISTRICT33,CAPSULE
QUIN,Sep 2024,HEALTH CENTER,14.0,0.0,0.0,46.0,,0.0,-24,,1000,DISTRICT19,TABLET
ACT-GC,Aug 2024,HEALTH CENTER,,0.0,3.0,,,0.0,94,0.0,25,DISTRICT20,BLISTER
PYRA-SAC,Apr 2025,HEALTH CENTER,158.0,0.0,53.0,,,13416.0,592,66.0,100,DISTRICT37,SACHET
PYRA-COMP,Sep 2024,HEALTH CENTER,,,395.0,1555.0,,2624.0,54,,1,DISTRICT23,TABLET
ITN,Nov 2024,HEALTH CENTER,554.0,0.0,657.0,330.0,,663.0,-123,803.0,50,DISTRICT8,PIECE
PYRA-SAC,Oct 2024,HEALTH CENTER,,58.0,,,,180.0,-375,,5,DISTRICT33,SACHET
ITN,May 2024,DISTRICT HOSPITAL,430.0,4.0,,483.0,,0.0,71,60.0,30,DISTRICT3,PIECE
ART-SUP,Oct 2025,HEALTH CENTER,237.0,,650.0,628.0,606.0,5945.0,10,565.0,25,DISTRICT37,CAPSULE
QUIN,Jun 2025,HEALTH CENTER,880.0,15.0,,839.0,,71.0,-101,620.0,1000,DISTRICT11,TABLET
ITN,Jan 2025,HEALTH CENTER,4816.0,,744.0,,,451.0,73,673.0,50,DISTRICT13,PIECE
ACT-AD,May 2024,HEALTH CENTER,962.0,0.0,272.0,,,,14,284.0,1,DISTRICT38,BLISTER
ITN,Apr 2025,HEALTH CENTER,,1.0,,,,22.0,-815,272.0,30,DISTRICT23,PIECE
QUIN,Nov 2024,HEALTH CENTER,,0.0,774.0,2483.0,359.0,104.0,261,584.0,1000,DISTRICT5,TABLET
PYRA-SAC,Nov 2025,HEALTH CENTER,1665.0,118.0,461.0,2069.0,882.0,,-322,,5,DISTRICT29,SACHET
RDT,Aug 2024,HEALTH CENTER,,17.0,66.0,138.0,,,785,12.0,30,DISTRICT23,PIECE
QUIN,Aug 2025,HEALTH CENTER,2526.0,24.0,457.0,2811.0,2468.0,667.0,-271,726.0,1000,DISTRICT13,TABLET
ACT-INF,Jul 2024,HEALTH CENTER,66.0,,134.0,589.0,334.0,0.0,-178,,1,DISTRICT19,BLISTER
QUIN,Aug 2025,HEALTH CENTER,,201.0,,1278.0,,,543,475.0,1000,DISTRICT10,TABLET
ART-INJ,Aug 2025,HEALTH CENTER,3796.0,0.0,754.0,1102.0,,18.0,-411,,30,DISTRICT37,VIAL
ITN,Dec 2023,HEALTH CENTER,,,102.0,,,749.0,-537,59.0,30,DISTRICT29,PIECE
ACT-SC,Dec 2023,DISTRICT HOSPITAL,180.0,0.0,,,,867.0,-229,99.0,1000,DISTRICT28,BLISTER
ACT-SC,Jul 2024,HEALTH CENTER,2467.0,8.0,776.0,1752.0,,,-156,912.0,1000,DISTRICT31,BLISTER
ACT-SC,Dec 2024,HEALTH CENTER,1587.0,281.0,401.0,,820.0,559.0,-139,297.0,30,DISTRICT16,BLISTER
ACT-GC,May 2025,DISTRICT HOSPITAL,233.0,0.0,21.0,92.0,1245.0,1460.0,-945,5.0,30,DISTRICT15,BLISTER
ACT-AD,Nov 2024,HEALTH CENTER,886.0,12.0,484.0,2931.0,,,-246,323.0,1,DISTRICT15,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,402.0,,,136.0,1530.0,38.0,-245,,1000,DISTRICT25,VIAL
PYRA-SAC,Jun 2025,HEALTH CENTER,1095.0,,382.0,3108.0,105.0,0.0,149,246.0,30,DISTRICT13,SACHET
ACT-AD,Nov 2024,HEALTH CENTER,251.0,11.0,12.0,129.0,,,-638,,1000,DISTRICT13,BLISTER
PYRA-SAC,Dec 2024,HEALTH CENTER,,10.0,7.0,14.0,,0.0,76,,25,DISTRICT31,SACHET
ITN,Feb 2025,HEALTH CENTER,1229.0,134.0,252.0,3589.0,522.0,0.0,-411,171.0,30,DISTRICT3,PIECE
RDT,Mar 2025,HEALTH CENTER,2737.0,,1110.0,,,272.0,-317,,1000,DISTRICT26,PIECE
ACT-GC,Jun 2025,HEALTH CENTER,910.0,309.0,111.0,1214.0,,3010.0,-508,,30,DISTRICT20,BLISTER
PYRA-SAC,Dec 2023,HEALTH CENTER,,,,,,209.0,104,105.0,1,DISTRICT15,SACHET
ACT-GC,Nov 2025,HEALTH CENTER,12.0,15.0,16.0,,,23.0,431,5.0,30,DISTRICT31,BLISTER
ACT-GC,Feb 2025,HEALTH CENTER,,0.0,25.0,302.0,,0.0,-475,20.0,30,DISTRICT6,BLISTER
ART-SUP,Jun 2024,DISTRICT HOSPITAL,1014.0,64.0,,1965.0,1089.0,10.0,-525,26.0,1,DISTRICT1,CAPSULE
SP,Jan 2025,HEALTH CENTER,92.0,0.0,22.0,,644.0,0.0,-755,19.0,30,DISTRICT25,TABLET
PYRA-COMP,Jun 2024,HEALTH CENTER,,8.0,497.0,2477.0,260.0,117.0,237,364.0,25,DISTRICT31,TABLET
ACT-INF,Dec 2024,HEALTH CENTER,356.0,7.0,,,1010.0,3.0,445,,1,DISTRICT32,BLISTER
ACT-GC,Feb 2025,HEALTH CENTER,485.0,,180.0,1226.0,,2.0,46,413.0,30,DISTRICT28,BLISTER
ART-INJ,Apr 2024,HEALTH CENTER,729.0,4.0,531.0,,2166.0,1984.0,-1191,529.0,30,DISTRICT28,VIAL
ACT-AD,Jun 2024,HEALTH CENTER,,,291.0,,,132.0,-302,16.0,25,DISTRICT28,BLISTER
PYRA-SAC,Dec 2024,HEALTH CENTER,,945.0,98.0,,,581.0,450,7.0,50,DISTRICT20,SACHET
ART-SUP,Sep 2025,HEALTH CENTER,852.0,,103.0,1921.0,,,-318,20.0,1,DISTRICT15,CAPSULE
ACT-GC,Jun 2024,HEALTH CENTER,502.0,,356.0,427.0,,,-422,,1000,DISTRICT38,BLISTER
ACT-SC,May 2025,HEALTH CENTER,71.0,254.0,28.0,433.0,,,-296,3.0,30,DISTRICT1,BLISTER
ACT-GC,Jul 2025,DISTRICT HOSPITAL,,31.0,617.0,829.0,,1.0,-65,,30,DISTRICT29,BLISTER
QUIN,Apr 2025,HEALTH CENTER,1829.0,0.0,203.0,682.0,,0.0,-722,22.0,30,DISTRICT25,TABLET
QUIN,Nov 2025,HEALTH CENTER,,,,3518.0,670.0,9.0,-430,47.0,1000,DISTRICT1,TABLET
SP,Feb 2025,HEALTH CENTER,1301.0,146.0,510.0,,,1394.0,674,376.0,1000,DISTRICT15,TABLET
ACT-SC,Jan 2024,HEALTH CENTER,2546.0,,,,,3.0,-324,231.0,25,DISTRICT9,BLISTER
ITN,Sep 2024,HEALTH CENTER,20.0,153.0,46.0,,793.0,,334,,100,DISTRICT16,PIECE
ART-INJ,Jun 2025,HEALTH CENTER,,,,580.0,,33.0,-127,189.0,50,DISTRICT32,VIAL
ACT-GC,Dec 2024,HEALTH CENTER,,16.0,259.0,,765.0,0.0,-239,331.0,1000,DISTRICT35,BLISTER
PYRA-SAC,Mar 2024,DISTRICT HOSPITAL,,11.0,59.0,354.0,728.0,0.0,-423,5.0,5,DISTRICT13,SACHET
PYRA-COMP,Feb 2025,HEALTH CENTER,,7.0,,,,3077.0,-280,,5,DISTRICT21,TABLET
SP,Jan 2024,HEALTH CENTER,,3.0,289.0,,,0.0,-32,98.0,30,DISTRICT30,TABLET
ART-SUP,Nov 2024,REGIONAL HOSPITAL,562.0,228.0,872.0,1532.0,,1838.0,-825,647.0,30,DISTRICT28,CAPSULE
ACT-SC,Sep 2025,HEALTH CENTER,25.0,0.0,,53.0,,1033.0,433,,25,DISTRICT26,BLISTER
SP,Aug 2025,HEALTH CENTER,1227.0,,558.0,309.0,,,41,632.0,1000,DISTRICT28,TABLET
PYRA-SAC,Sep 2024,HEALTH CENTER,881.0,59.0,183.0,389.0,,1.0,-365,,1,DISTRICT16,SACHET
ACT-SC,Dec 2023,HEALTH CENTER,,0.0,29.0,,,105.0,196,1.0,25,DISTRICT12,BLISTER
ACT-SC,Jan 2025,HEALTH CENTER,23.0,,,173.0,,,-449,107.0,50,DISTRICT33,BLISTER
ACT-INF,Aug 2024,HEALTH CENTER,1370.0,,211.0,1375.0,,231.0,-617,214.0,1000,DISTRICT37,BLISTER
ACT-SC,Jun 2024,HEALTH CENTER,,139.0,8.0,60.0,,12.0,-142,5.0,1,DISTRICT7,BLISTER
ACT-GC,Nov 2025,HEALTH CENTER,95.0,0.0,,,,13.0,281,3.0,30,DISTRICT20,BLISTER
ACT-INF,Jul 2024,HEALTH CENTER,198.0,101.0,,,,48.0,-561,,100,DISTRICT11,BLISTER
ACT-SC,Nov 2024,HEALTH CENTER,4.0,0.0,3.0,40.0,,0.0,-99,,30,DISTRICT13,BLISTER
RDT,Feb 2024,HEALTH CENTER,421.0,,52.0,895.0,,0.0,857,28.0,1000,DISTRICT12,PIECE
PYRA-SAC,Jul 2025,HEALTH CENTER,1767.0,9.0,196.0,,,63.0,699,76.0,2,DISTRICT10,SACHET
PYRA-SAC,Aug 2025,HEALTH CENTER,2538.0,331.0,721.0,2434.0,1098.0,12797.0,-200,,2,DISTRICT9,SACHET
ACT-GC,Jan 2025,HEALTH CENTER,432.0,,,1839.0,1207.0,,-1,158.0,1000,DISTRICT28,BLISTER
ART-SUP,Dec 2024,HEALTH CENTER,171.0,0.0,,,,2.0,-631,16.0,25,DISTRICT8,CAPSULE
ACT-SC,May 2025,HEALTH CENTER,903.0,0.0,,2194.0,,1080.0,-135,279.0,30,DISTRICT16,BLISTER
ACT-GC,Sep 2024,HEALTH CENTER,,,520.0,1268.0,,,341,539.0,1000,DISTRICT29,BLISTER
ACT-GC,Sep 2025,HEALTH CENTER,78.0,17.0,5.0,,,0.0,-26,5.0,50,DISTRICT31,BLISTER
ACT-SC,May 2024,HEALTH CENTER,,,,1882.0,,92.0,-441,311.0,1,DISTRICT4,BLISTER
ACT-AD,Jan 2024,HEALTH CENTER,1.0,810.0,,7.0,,253.0,18,30.0,5,DISTRICT8,BLISTER
SP,Nov 2025,HEALTH CENTER,255.0,0.0,,98.0,1095.0,4495.0,-406,572.0,1,DISTRICT12,TABLET
ITN,Apr 2025,HEALTH CENTER,613.0,,259.0,1262.0,1518.0,225.0,284,,25,DISTRICT27,PIECE
ART-INJ,Dec 2024,HEALTH CENTER,37.0,33.0,49.0,167.0,,,-92,43.0,50,DISTRICT29,VIAL
SP,Aug 2024,HEALTH CENTER,,24.0,771.0,,,3153.0,-195,498.0,30,DISTRICT24,TABLET
SP,Jun 2025,HEALTH CENTER,,237.0,,,766.0,3.0,801,,30,DISTRICT20,TABLET
ART-INJ,Oct 2025,HEALTH CENTER,,0.0,226.0,582.0,1297.0,1.0,-1,83.0,30,DISTRICT36,VIAL
ART-SUP,Mar 2025,HEALTH CENTER,281.0,85.0,2.0,750.0,,0.0,250,0.0,25,DISTRICT33,CAPSULE
ART-SUP,Mar 2025,HEALTH CENTER,,88.0,,,,,194,289.0,1,DISTRICT11,CAPSULE
ACT-INF,Jun 2025,HEALTH CENTER,863.0,0.0,297.0,185.0,,5004.0,847,177.0,2,DISTRICT22,BLISTER
RDT,May 2025,HEALTH CENTER,184.0,,,112.0,,0.0,-75,,5,DISTRICT16,PIECE
SP,May 2024,HEALTH CENTER,224.0,0.0,200.0,,1423.0,,-15,,30,DISTRICT20,TABLET
PYRA-COMP,Mar 2025,HEALTH CENTER,8.0,66.0,,,,0.0,-107,54.0,2,DISTRICT35,TABLET
QUIN,Nov 2025,HEALTH CENTER,,0.0,,353.0,465.0,2175.0,213,,1000,DISTRICT7,TABLET
ART-SUP,Mar 2025,HEALTH CENTER,,16.0,586.0,,,131.0,-56,,25,DISTRICT18,CAPSULE
ITN,Jan 2024,HEALTH CENTER,,6.0,159.0,,,,-45,123.0,1000,DISTRICT4,PIECE
ACT-AD,Nov 2025,HEALTH CENTER,6114.0,3.0,1486.0,845.0,1309.0,2385.0,829,1342.0,50,DISTRICT6,BLISTER
ACT-GC,Sep 2024,HEALTH CENTER,70.0,0.0,107.0,10.0,,989.0,160,38.0,30,DISTRICT5,BLISTER
ACT-GC,Apr 2024,HEALTH CENTER,3440.0,0.0,261.0,1289.0,,10.0,126,,30,DISTRICT33,BLISTER
ACT-AD,Sep 2024,HEALTH CENTER,5950.0,0.0,382.0,2892.0,,481.0,-1137,823.0,30,DISTRICT12,BLISTER
ACT-SC,Aug 2024,HEALTH CENTER,1706.0,,645.0,,,2.0,-441,,30,DISTRICT15,BLISTER
ITN,Feb 2024,HEALTH CENTER,,0.0,296.0,,499.0,419.0,-34,256.0,30,DISTRICT37,PIECE
ITN,Dec 2024,HEALTH CENTER,949.0,0.0,292.0,377.0,252.0,73.0,163,116.0,25,DISTRICT3,PIECE
ACT-AD,Jun 2025,HEALTH CENTER,6608.0,1097.0,,,,2744.0,-385,1978.0,30,DISTRICT7,BLISTER
ACT-AD,Apr 2025,HEALTH CENTER,97.0,,23.0,32.0,91.0,8.0,-161,19.0,100,DISTRICT19,BLISTER
SP,Aug 2025,HEALTH CENTER,1168.0,0.0,280.0,923.0,722.0,89.0,-56,28.0,1000,DISTRICT20,TABLET
ITN,Sep 2025,HEALTH CENTER,1506.0,107.0,196.0,,,35.0,624,,1000,DISTRICT9,PIECE
ACT-SC,Dec 2023,HEALTH CENTER,873.0,43.0,452.0,,,54.0,-598,564.0,50,DISTRICT25,BLISTER
ACT-GC,Aug 2025,HEALTH CENTER,387.0,2.0,351.0,185.0,,2602.0,137,116.0,30,DISTRICT8,BLISTER
ITN,Jul 2024,HEALTH CENTER,56.0,,,,759.0,,190,10.0,2,DISTRICT9,PIECE
ACT-INF,May 2024,HEALTH CENTER,,0.0,149.0,626.0,1174.0,,246,,50,DISTRICT16,BLISTER
QUIN,Aug 2024,HEALTH CENTER,5.0,0.0,8.0,36.0,,0.0,194,0.0,30,DISTRICT7,TABLET
ACT-AD,Jun 2025,HEALTH CENTER,4025.0,,704.0,6516.0,290.0,0.0,30,335.0,1,DISTRICT37,BLISTER
ACT-AD,Oct 2024,HEALTH CENTER,,151.0,191.0,,179.0,0.0,-485,57.0,2,DISTRICT30,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,,,,,,4691.0,240,38.0,30,DISTRICT29,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,675.0,296.0,77.0,,,0.0,-432,125.0,30,DISTRICT31,BLISTER
ACT-AD,Feb 2024,HEALTH CENTER,2.0,23.0,,,,0.0,105,1.0,25,DISTRICT24,BLISTER
ACT-GC,Jun 2024,HEALTH CENTER,1844.0,11.0,,,925.0,279.0,-162,390.0,30,DISTRICT36,BLISTER
RDT,Jul 2025,HEALTH CENTER,572.0,,100.0,1465.0,233.0,,36,,50,DISTRICT29,PIECE
PYRA-COMP,May 2025,HEALTH CENTER,1040.0,238.0,,701.0,,15.0,264,585.0,30,DISTRICT10,TABLET
ACT-SC,May 2025,HEALTH CENTER,50.0,1.0,3.0,16.0,657.0,0.0,-320,3.0,30,DISTRICT23,BLISTER
ITN,Aug 2024,HEALTH CENTER,35.0,13.0,,,,,95,,30,DISTRICT38,PIECE
SP,May 2025,HEALTH CENTER,282.0,24.0,161.0,178.0,,30.0,372,,1000,DISTRICT35,TABLET
SP,Jul 2024,HEALTH CENTER,,0.0,,188.0,668.0,3.0,364,,1000,DISTRICT20,TABLET
ACT-GC,Apr 2024,HEALTH CENTER,,3.0,475.0,1558.0,,1787.0,730,472.0,1000,DISTRICT12,BLISTER
RDT,Jul 2025,HEALTH CENTER,,,49.0,76.0,,24.0,629,,1,DISTRICT38,PIECE
PYRA-COMP,Aug 2024,HEALTH CENTER,1870.0,0.0,371.0,1116.0,,4325.0,34,237.0,1,DISTRICT8,TABLET
RDT,Jan 2024,HEALTH CENTER,,0.0,36.0,,1496.0,0.0,-539,62.0,30,DISTRICT23,PIECE
QUIN,Sep 2024,HEALTH CENTER,306.0,0.0,,692.0,,83.0,515,65.0,1000,DISTRICT20,TABLET
ART-INJ,Dec 2024,HEALTH CENTER,,3.0,404.0,669.0,,415.0,-226,298.0,50,DISTRICT18,VIAL
PYRA-SAC,Jun 2024,HEALTH CENTER,,25.0,116.0,269.0,,30.0,94,118.0,30,DISTRICT22,SACHET
ART-INJ,Mar 2025,HEALTH CENTER,352.0,93.0,,,634.0,0.0,110,34.0,1,DISTRICT32,VIAL
ACT-INF,Jun 2025,HEALTH CENTER,,,,,958.0,,-248,,30,DISTRICT19,BLISTER
ACT-INF,Oct 2025,HEALTH CENTER,2774.0,0.0,,2160.0,,,502,293.0,30,DISTRICT1,BLISTER
ART-INJ,Jan 2024,HEALTH CENTER,35.0,15.0,,1.0,1370.0,1561.0,286,55.0,2,DISTRICT16,VIAL
PYRA-SAC,Oct 2024,HEALTH CENTER,2658.0,,,,,,62,186.0,1,DISTRICT16,SACHET
ACT-INF,Mar 2025,HEALTH CENTER,563.0,77.0,148.0,1147.0,,0.0,945,129.0,30,DISTRICT19,BLISTER
RDT,Apr 2025,HEALTH CENTER,1620.0,,631.0,,,,6,,30,DISTRICT37,PIECE
ITN,Feb 2024,HEALTH CENTER,,,50.0,,,191.0,-171,112.0,30,DISTRICT35,PIECE
ACT-AD,Feb 2025,HEALTH CENTER,,1.0,,1458.0,229.0,10.0,-390,,50,DISTRICT32,BLISTER
ACT-AD,Nov 2025,DISTRICT HOSPITAL,,188.0,433.0,1717.0,,,74,762.0,30,DISTRICT28,BLISTER
ART-INJ,Apr 2025,HEALTH CENTER,,23.0,569.0,475.0,673.0,,607,194.0,2,DISTRICT31,VIAL
SP,Aug 2025,HEALTH CENTER,1881.0,23.0,682.0,,929.0,1.0,236,338.0,1000,DISTRICT24,TABLET
ART-SUP,Apr 2025,HEALTH CENTER,836.0,,139.0,195.0,,,-94,52.0,1,DISTRICT29,CAPSULE
ACT-INF,Jan 2024,HEALTH CENTER,1.0,24.0,7.0,5.0,,0.0,618,,1000,DISTRICT28,BLISTER
ACT-AD,Aug 2025,HEALTH CENTER,,,42.0,458.0,330.0,0.0,598,7.0,25,DISTRICT29,BLISTER
RDT,Jan 2025,HEALTH CENTER,39.0,6.0,,59.0,,,110,7.0,1,DISTRICT21,PIECE
ART-INJ,Mar 2024,HEALTH CENTER,4.0,0.0,,57.0,343.0,0.0,1150,,50,DISTRICT16,VIAL
ART-SUP,Jul 2024,HEALTH CENTER,17.0,0.0,31.0,,,31.0,94,,1,DISTRICT25,CAPSULE
ACT-SC,Jan 2025,HEALTH CENTER,3328.0,0.0,894.0,,,6139.0,67,,30,DISTRICT13,BLISTER
ACT-SC,May 2024,HEALTH CENTER,1050.0,,437.0,554.0,816.0,,-207,408.0,30,DISTRICT27,BLISTER
QUIN,Sep 2024,HEALTH CENTER,181.0,0.0,48.0,106.0,,469.0,-752,100.0,30,DISTRICT21,TABLET
ACT-INF,Jul 2024,HEALTH CENTER,1545.0,6.0,177.0,1427.0,,119.0,-233,196.0,50,DISTRICT13,BLISTER
PYRA-COMP,Sep 2024,HEALTH CENTER,274.0,1.0,,,175.0,0.0,66,45.0,50,DISTRICT36,TABLET
ITN,Sep 2024,HEALTH CENTER,,179.0,,1986.0,,59.0,-347,991.0,30,DISTRICT20,PIECE
ART-INJ,Sep 2025,HEALTH CENTER,,867.0,230.0,1948.0,,,-13,,2,DISTRICT13,VIAL
ITN,Mar 2024,DISTRICT HOSPITAL,2451.0,47.0,936.0,1748.0,,3684.0,384,736.0,1,DISTRICT16,PIECE
PYRA-SAC,Jul 2024,HEALTH CENTER,,3.0,,,,,-334,1.0,5,DISTRICT35,SACHET
ACT-GC,Apr 2025,HEALTH CENTER,906.0,0.0,,798.0,1045.0,0.0,722,218.0,30,DISTRICT31,BLISTER
ART-INJ,Oct 2024,HEALTH CENTER,2432.0,101.0,655.0,1420.0,1270.0,472.0,45,316.0,50,DISTRICT25,VIAL
ART-INJ,Jan 2025,HEALTH CENTER,43.0,,74.0,5.0,,108.0,-140,52.0,25,DISTRICT19,VIAL
PYRA-SAC,Jan 2024,DISTRICT HOSPITAL,249.0,1.0,30.0,371.0,,,-1018,51.0,2,DISTRICT23,SACHET
PYRA-SAC,Sep 2025,HEALTH CENTER,463.0,,185.0,51.0,557.0,1220.0,-234,75.0,5,DISTRICT27,SACHET
PYRA-SAC,Sep 2024,DISTRICT HOSPITAL,1945.0,,667.0,2801.0,,49.0,233,730.0,1,DISTRICT27,SACHET
PYRA-COMP,Sep 2024,HEALTH CENTER,15.0,1.0,18.0,196.0,,0.0,-121,12.0,25,DISTRICT31,TABLET
ACT-SC,Aug 2025,HEALTH CENTER,82.0,143.0,92.0,,,6.0,162,29.0,30,DISTRICT15,BLISTER
ITN,Sep 2025,HEALTH CENTER,3004.0,578.0,406.0,6017.0,,24.0,171,590.0,30,DISTRICT3,PIECE
ACT-INF,Jun 2024,HEALTH CENTER,565.0,,17.0,620.0,,0.0,-80,2.0,30,DISTRICT1,BLISTER
SP,Jul 2024,NATIONAL HOSPITAL,,,304.0,2352.0,,3.0,-718,,1,DISTRICT23,TABLET
ART-SUP,Nov 2025,HEALTH CENTER,,681.0,71.0,1583.0,1329.0,1807.0,36,,1,DISTRICT22,CAPSULE
QUIN,May 2025,HEALTH CENTER,,123.0,101.0,610.0,228.0,159.0,198,,30,DISTRICT33,TABLET
PYRA-SAC,Nov 2025,HEALTH CENTER,238.0,,,167.0,,3.0,-559,65.0,5,DISTRICT6,SACHET
ITN,Mar 2025,HEALTH CENTER,4922.0,,697.0,5090.0,522.0,558.0,338,593.0,1000,DISTRICT30,PIECE
SP,Mar 2024,HEALTH CENTER,825.0,2.0,272.0,353.0,,216.0,532,381.0,30,DISTRICT29,TABLET
ITN,Nov 2024,HEALTH CENTER,1416.0,0.0,119.0,231.0,,2128.0,-203,,30,DISTRICT37,PIECE
PYRA-COMP,Feb 2025,HEALTH CENTER,198.0,,99.0,124.0,,0.0,338,,1,DISTRICT8,TABLET
PYRA-COMP,Oct 2025,HEALTH CENTER,322.0,682.0,850.0,1767.0,,7618.0,-280,,1,DISTRICT20,TABLET
ACT-GC,Aug 2024,HEALTH CENTER,158.0,,48.0,58.0,,0.0,-236,105.0,1000,DISTRICT36,BLISTER
PYRA-SAC,Sep 2024,HEALTH CENTER,528.0,,46.0,569.0,1103.0,0.0,152,12.0,2,DISTRICT35,SACHET
ART-INJ,Oct 2025,HEALTH CENTER,9.0,1.0,32.0,96.0,241.0,47.0,302,,25,DISTRICT13,VIAL
ACT-AD,Oct 2025,HEALTH CENTER,111.0,461.0,51.0,,,0.0,278,13.0,30,DISTRICT24,BLISTER
PYRA-COMP,Apr 2025,HEALTH CENTER,118.0,1.0,290.0,29.0,1978.0,4043.0,30,,25,DISTRICT13,TABLET
QUIN,Feb 2024,HEALTH CENTER,1658.0,24.0,242.0,3133.0,,,482,159.0,1000,DISTRICT25,TABLET
RDT,Apr 2024,HEALTH CENTER,3312.0,,,,243.0,9.0,234,392.0,25,DISTRICT31,PIECE
ACT-AD,Feb 2025,HEALTH CENTER,74.0,0.0,2.0,6.0,,0.0,-399,0.0,1,DISTRICT17,BLISTER
ACT-AD,Feb 2025,HEALTH CENTER,3752.0,28.0,675.0,,,0.0,824,,2,DISTRICT32,BLISTER
ART-INJ,Jan 2025,HEALTH CENTER,1446.0,16.0,211.0,,,0.0,-198,,30,DISTRICT12,VIAL
ART-INJ,Jan 2024,HEALTH CENTER,292.0,0.0,51.0,111.0,,0.0,209,37.0,5,DISTRICT31,VIAL
RDT,Mar 2025,HEALTH CENTER,1162.0,226.0,742.0,1561.0,,,243,532.0,50,DISTRICT15,PIECE
ART-SUP,Feb 2024,HEALTH CENTER,200.0,65.0,,1204.0,477.0,7.0,-198,185.0,1,DISTRICT31,CAPSULE
ITN,Jan 2025,DISTRICT HOSPITAL,426.0,0.0,193.0,,,1698.0,-155,223.0,1,DISTRICT20,PIECE
ART-INJ,Nov 2024,HEALTH CENTER,2178.0,744.0,507.0,,,,-293,197.0,50,DISTRICT29,VIAL
ACT-SC,Nov 2024,HEALTH CENTER,21.0,2.0,6.0,9.0,,13.0,-435,4.0,30,DISTRICT37,BLISTER
ITN,May 2024,HEALTH CENTER,184.0,0.0,,134.0,,,-456,40.0,50,DISTRICT28,PIECE
RDT,Mar 2025,HEALTH CENTER,867.0,24.0,,666.0,,0.0,417,68.0,2,DISTRICT25,PIECE
SP,Jul 2025,HEALTH CENTER,1004.0,,,622.0,,44.0,45,761.0,1000,DISTRICT37,TABLET
ACT-INF,Sep 2024,HEALTH CENTER,219.0,144.0,33.0,808.0,,0.0,251,7.0,1000,DISTRICT29,BLISTER
PYRA-COMP,May 2025,HEALTH CENTER,1733.0,,,2889.0,862.0,0.0,-59,,1,DISTRICT15,TABLET
ITN,Jul 2024,HEALTH CENTER,3214.0,1.0,309.0,1468.0,,0.0,-551,,1000,DISTRICT2,PIECE
QUIN,Oct 2024,HEALTH CENTER,6.0,3.0,,2.0,,225.0,576,21.0,1000,DISTRICT2,TABLET
RDT,Oct 2024,HEALTH CENTER,5909.0,167.0,,,,17672.0,-339,1850.0,1000,DISTRICT35,PIECE
ACT-AD,Feb 2025,HEALTH CENTER,277.0,141.0,,623.0,,1263.0,-336,510.0,2,DISTRICT21,BLISTER
ACT-INF,Oct 2025,HEALTH CENTER,1070.0,,247.0,516.0,,1274.0,-651,,2,DISTRICT33,BLISTER
PYRA-SAC,Aug 2025,HEALTH CENTER,,2310.0,68.0,587.0,,,-76,178.0,1,DISTRICT31,SACHET
QUIN,Apr 2024,HEALTH CENTER,613.0,1.0,282.0,530.0,,0.0,-232,,1000,DISTRICT38,TABLET
RDT,Nov 2024,HEALTH CENTER,422.0,1136.0,,1106.0,1943.0,908.0,-391,343.0,1,DISTRICT1,PIECE
ACT-GC,Mar 2024,HEALTH CENTER,1370.0,428.0,,4106.0,,1726.0,-124,,1000,DISTRICT30,BLISTER
ACT-INF,Jun 2025,HEALTH CENTER,295.0,,101.0,490.0,,0.0,376,,30,DISTRICT31,BLISTER
RDT,Oct 2025,DISTRICT HOSPITAL,624.0,,240.0,56.0,,341.0,-177,102.0,1,DISTRICT24,PIECE
RDT,Apr 2025,HEALTH CENTER,4863.0,103.0,407.0,3205.0,,0.0,-68,,5,DISTRICT12,PIECE
ITN,Sep 2024,HEALTH CENTER,4178.0,0.0,1220.0,2925.0,1447.0,1908.0,-31,,1000,DISTRICT21,PIECE
SP,Apr 2025,HEALTH CENTER,395.0,0.0,118.0,,971.0,52.0,-951,299.0,30,DISTRICT10,TABLET
ACT-SC,Sep 2025,HEALTH CENTER,1206.0,886.0,,2647.0,,,635,69.0,1000,DISTRICT15,BLISTER
ACT-INF,May 2025,HEALTH CENTER,1698.0,323.0,210.0,,1214.0,33.0,220,346.0,1,DISTRICT28,BLISTER
PYRA-SAC,Apr 2025,HEALTH CENTER,220.0,,,443.0,,528.0,675,76.0,5,DISTRICT17,SACHET
