product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
ACT-GC,Nov 2025,HEALTH CENTER,2431.0,5.0,,,,,-375,113.0,50,DISTRICT31,BLISTER
PYRA-SAC,Apr 2025,HEALTH CENTER,2839.0,52.0,351.0,,,,-464,39.0,1,DISTRICT6,SACHET
ACT-AD,Jun 2024,HEALTH CENTER,386.0,,,951.0,,0.0,248,280.0,1,DISTRICT8,BLISTER
ART-SUP,Jul 2024,HEALTH CENTER,630.0,,44.0,16.0,827.0,9926.0,449,32.0,1,DISTRICT29,CAPSULE
QUIN,Oct 2025,HEALTH CENTER,619.0,4.0,,2464.0,,,-31,103.0,1000,DISTRICT12,TABLET
ITN,Jul 2024,DISTRICT HOSPITAL,234.0,13.0,228.0,,1499.0,583.0,-74,83.0,30,DISTRICT24,PIECE
ACT-SC,May 2025,HEALTH CENTER,,0.0,386.0,311.0,1132.0,,53,449.0,30,DISTRICT35,BLISTER
QUIN,Dec 2023,HEALTH CENTER,1.0,145.0,22.0,,,0.0,368,0.0,1000,DISTRICT37,TABLET
QUIN,Sep 2025,HEALTH CENTER,98.0,273.0,32.0,646.0,450.0,41.0,1002,9.0,1000,DISTRICT30,TABLET
ACT-GC,Aug 2025,HEALTH CENTER,608.0,18.0,157.0,,,0.0,404,,1000,DISTRICT10,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,,121.0,180.0,450.0,,155.0,316,110.0,50,DISTRICT36,VIAL
PYRA-COMP,Aug 2024,HEALTH CENTER,275.0,,323.0,,,2.0,48,71.0,25,DISTRICT38,TABLET
SP,Jun 2024,HEALTH CENTER,,1293.0,326.0,595.0,,73.0,-206,105.0,30,DISTRICT37,TABLET
ART-SUP,Jun 2025,HEALTH CENTER,290.0,335.0,,,740.0,0.0,-329,20.0,25,DISTRICT26,CAPSULE
RDT,May 2024,HEALTH CENTER,,0.0,,,,249.0,-86,124.0,30,DISTRICT31,PIECE
ART-INJ,Feb 2024,REGIONAL HOSPITAL,34.0,,17.0,78.0,,,445,9.0,1,DISTRICT3,VIAL
RDT,Dec 2024,HEALTH CENTER,261.0,0.0,,66.0,,170.0,286,131.0,1,DISTRICT9,PIECE
RDT,Dec 2024,HEALTH CENTER,1009.0,,241.0,1036.0,,14.0,362,171.0,50,DISTRICT33,PIECE
ART-INJ,Jun 2024,HEALTH CENTER,2062.0,77.0,344.0,1849.0,,301.0,-341,,50,DISTRICT31,VIAL
ACT-GC,Jan 2025,HEALTH CENTER,1652.0,86.0,,1190.0,,868.0,-990,392.0,30,DISTRICT25,BLISTER
PYRA-COMP,Dec 2023,HEALTH CENTER,769.0,,,1615.0,1158.0,364.0,-1,,1,DISTRICT35,TABLET
ART-SUP,Jan 2024,HEALTH CENTER,141.0,,18.0,155.0,,1.0,-604,13.0,1,DISTRICT2,CAPSULE
ACT-INF,Apr 2025,HEALTH CENTER,,,522.0,792.0,,368.0,-191,,1000,DISTRICT16,BLISTER
PYRA-SAC,Mar 2024,HEALTH CENTER,336.0,410.0,133.0,1009.0,1612.0,2.0,-836,80.0,5,DISTRICT28,SACHET
ACT-SC,May 2024,HEALTH CENTER,129.0,,,485.0,715.0,0.0,-472,,1,DISTRICT12,BLISTER
PYRA-SAC,Oct 2025,HEALTH CENTER,2899.0,6.0,,1996.0,,11.0,-676,612.0,50,DISTRICT19,SACHET
RDT,Nov 2025,HEALTH CENTER,1356.0,0.0,418.0,831.0,,1715.0,72,471.0,1,DISTRICT31,PIECE
ART-SUP,Jan 2025,HEALTH CENTER,,,0.0,86.0,,0.0,-736,,2,DISTRICT28,CAPSULE
PYRA-COMP,Nov 2024,HEALTH CENTER,3447.0,0.0,,1518.0,,0.0,485,54.0,30,DISTRICT30,TABLET
PYRA-COMP,Oct 2025,HEALTH CENTER,,557.0,542.0,1805.0,,364.0,-641,,2,DISTRICT38,TABLET
ACT-SC,Dec 2024,HEALTH CENTER,2371.0,,1090.0,3544.0,,315.0,-383,686.0,30,DISTRICT23,BLISTER
ACT-INF,Nov 2025,HEALTH CENTER,733.0,,,,,,-83,892.0,30,DISTRICT19,BLISTER
QUIN,Oct 2024,HEALTH CENTER,1940.0,,,,278.0,,-326,79.0,1000,DISTRICT20,TABLET
ITN,Apr 2024,HEALTH CENTER,2883.0,,,,1841.0,603.0,-289,730.0,30,DISTRICT28,PIECE
PYRA-COMP,Aug 2024,HEALTH CENTER,124.0,,,287.0,,0.0,-190,109.0,5,DISTRICT1,TABLET
ACT-INF,Aug 2024,HEALTH CENTER,,0.0,,1323.0,,0.0,-193,125.0,30,DISTRICT20,BLISTER
ACT-SC,Jan 2024,HEALTH CENTER,,0.0,94.0,207.0,,9.0,587,,1000,DISTRICT31,BLISTER
SP,Jan 2024,HEALTH CENTER,5009.0,,617.0,2254.0,,129.0,434,433.0,30,DISTRICT31,TABLET
ACT-AD,Jun 2025,HEALTH CENTER,,32.0,116.0,,989.0,0.0,-354,54.0,25,DISTRICT28,BLISTER
ACT-GC,Nov 2024,HEALTH CENTER,,,,,260.0,782.0,-62,21.0,30,DISTRICT9,BLISTER
ART-SUP,Jan 2025,HEALTH CENTER,,113.0,305.0,1876.0,,6.0,229,,50,DISTRICT36,CAPSULE
SP,Jan 2025,HEALTH CENTER,,0.0,686.0,1282.0,,,286,452.0,30,DISTRICT33,TABLET
ACT-SC,Apr 2025,HEALTH CENTER,,46.0,115.0,,,,767,69.0,30,DISTRICT2,BLISTER
PYRA-SAC,Dec 2023,HEALTH CENTER,962.0,,,1497.0,406.0,,409,,30,DISTRICT15,SACHET
ART-INJ,Dec 2024,HEALTH CENTER,627.0,47.0,,197.0,1760.0,10.0,432,94.0,1,DISTRICT7,VIAL
ART-INJ,Oct 2024,HEALTH CENTER,813.0,37.0,331.0,2320.0,,0.0,655,,100,DISTRICT20,VIAL
ART-INJ,Dec 2023,HEALTH CENTER,,,9.0,38.0,643.0,135.0,-79,16.0,30,DISTRICT2,VIAL
QUIN,Dec 2023,HEALTH CENTER,,0.0,3.0,4.0,529.0,0.0,168,1.0,30,DISTRICT12,TABLET
SP,May 2025,HEALTH CENTER,2862.0,0.0,479.0,,,3667.0,724,258.0,1000,DISTRICT23,TABLET
RDT,Sep 2025,HEALTH CENTER,880.0,42.0,29.0,105.0,,,-317,60.0,30,DISTRICT22,PIECE
ART-SUP,Oct 2025,HEALTH CENTER,119.0,339.0,90.0,773.0,77.0,0.0,-394,3.0,30,DISTRICT13,CAPSULE
ART-SUP,May 2024,HEALTH CENTER,2.0,1.0,,,,602.0,-272,27.0,2,DISTRICT18,CAPSULE
PYRA-SAC,Jun 2025,HEALTH CENTER,,4162.0,1147.0,3024.0,738.0,1118.0,-220,916.0,1,DISTRICT20,SACHET
ART-SUP,May 2025,HEALTH CENTER,207.0,105.0,,56.0,,,498,22.0,25,DISTRICT9,CAPSULE
ACT-AD,Jan 2025,HEALTH CENTER,1401.0,101.0,646.0,2535.0,,1238.0,-330,1119.0,50,DISTRICT29,BLISTER
ACT-INF,Dec 2024,HEALTH CENTER,1838.0,0.0,331.0,286.0,182.0,2.0,120,185.0,1000,DISTRICT9,BLISTER
ART-INJ,Jul 2024,HEALTH CENTER,3763.0,0.0,691.0,1126.0,,,119,667.0,30,DISTRICT9,VIAL
ART-SUP,May 2025,DISTRICT HOSPITAL,,4204.0,,3027.0,,850.0,123,,30,DISTRICT21,CAPSULE
ITN,Oct 2025,HEALTH CENTER,1941.0,604.0,518.0,2438.0,,,628,760.0,30,DISTRICT20,PIECE
PYRA-SAC,Jan 2024,HEALTH CENTER,565.0,79.0,,,365.0,0.0,185,,2,DISTRICT1,SACHET
ACT-SC,Jul 2025,HEALTH CENTER,,2035.0,,3199.0,,651.0,-618,81.0,100,DISTRICT22,BLISTER
ACT-AD,Jul 2024,HEALTH CENTER,1473.0,130.0,240.0,1705.0,,,284,321.0,30,DISTRICT33,BLISTER
PYRA-COMP,Dec 2024,HEALTH CENTER,,,218.0,,,1487.0,-349,86.0,25,DISTRICT23,TABLET
SP,Jul 2025,HEALTH CENTER,51.0,,137.0,,,,417,,50,DISTRICT30,TABLET
ACT-GC,Apr 2025,HEALTH CENTER,2011.0,4.0,497.0,,,3554.0,17,350.0,30,DISTRICT18,BLISTER
SP,Jun 2024,HEALTH CENTER,22.0,13.0,266.0,,,2001.0,622,,30,DISTRICT16,TABLET
QUIN,Jan 2024,HEALTH CENTER,666.0,,79.0,,310.0,,-173,20.0,30,DISTRICT2,TABLET
ACT-SC,Nov 2025,HEALTH CENTER,1812.0,9.0,,,,1831.0,394,,30,DISTRICT11,BLISTER
ITN,Jul 2024,REGIONAL HOSPITAL,1614.0,88.0,325.0,,,0.0,677,245.0,100,DISTRICT24,PIECE
ART-SUP,May 2025,HEALTH CENTER,462.0,,,,710.0,0.0,-457,18.0,30,DISTRICT31,CAPSULE
ART-SUP,Apr 2025,HEALTH CENTER,1203.0,0.0,96.0,314.0,,13.0,-297,,2,DISTRICT1,CAPSULE
ACT-INF,Dec 2023,HEALTH CENTER,,131.0,502.0,555.0,,0.0,122,,1000,DISTRICT29,BLISTER
PYRA-SAC,Nov 2024,HEALTH CENTER,,,390.0,1100.0,,10004.0,294,,1,DISTRICT29,SACHET
PYRA-SAC,Mar 2024,HEALTH CENTER,,457.0,18.0,,,88.0,272,2.0,2,DISTRICT33,SACHET
PYRA-SAC,May 2024,HEALTH CENTER,264.0,37.0,107.0,178.0,,878.0,-56,36.0,5,DISTRICT6,SACHET
RDT,Jan 2025,HEALTH CENTER,1808.0,78.0,,,1817.0,1013.0,-305,,1,DISTRICT37,PIECE
PYRA-COMP,Feb 2024,HEALTH CENTER,795.0,312.0,,424.0,780.0,,-2,145.0,30,DISTRICT31,TABLET
ACT-INF,Mar 2024,HEALTH CENTER,,,3.0,7.0,,353.0,-148,0.0,30,DISTRICT20,BLISTER
ART-INJ,Oct 2025,HEALTH CENTER,612.0,415.0,,1023.0,,221.0,708,,5,DISTRICT30,VIAL
ACT-INF,Oct 2024,HEALTH CENTER,,109.0,342.0,1434.0,,288.0,-251,116.0,1000,DISTRICT9,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,262.0,897.0,216.0,,,1617.0,-356,,1,DISTRICT37,BLISTER
PYRA-SAC,Apr 2024,HEALTH CENTER,88.0,,,364.0,,4.0,-151,19.0,25,DISTRICT11,SACHET
ART-INJ,Jun 2024,HEALTH CENTER,2782.0,975.0,684.0,,,124.0,407,231.0,25,DISTRICT35,VIAL
PYRA-COMP,Dec 2024,HEALTH CENTER,1544.0,40.0,46.0,559.0,732.0,110.0,378,39.0,1,DISTRICT22,TABLET
ART-INJ,Mar 2024,HEALTH CENTER,143.0,43.0,119.0,434.0,,144.0,-642,123.0,1,DISTRICT38,VIAL
PYRA-COMP,Feb 2024,HEALTH CENTER,,,206.0,,1859.0,51.0,107,189.0,5,DISTRICT29,TABLET
QUIN,Apr 2024,HEALTH CENTER,,36.0,,4666.0,,0.0,86,,1000,DISTRICT33,TABLET
PYRA-COMP,Aug 2024,HEALTH CENTER,,0.0,,6.0,,175.0,-604,0.0,50,DISTRICT32,TABLET
PYRA-COMP,Oct 2025,DISTRICT HOSPITAL,1107.0,,40.0,,,,1,,30,DISTRICT3,TABLET
ART-INJ,Jun 2024,HEALTH CENTER,837.0,,,741.0,,9.0,64,215.0,30,DISTRICT25,VIAL
ITN,May 2025,HEALTH CENTER,2258.0,70.0,666.0,,,,-448,,30,DISTRICT9,PIECE
ACT-INF,May 2025,HEALTH CENTER,1849.0,,,3099.0,168.0,0.0,23,34.0,30,DISTRICT29,BLISTER
PYRA-COMP,Apr 2025,HEALTH CENTER,352.0,1.0,,663.0,386.0,1.0,150,439.0,30,DISTRICT30,TABLET
PYRA-COMP,Oct 2025,HEALTH CENTER,44.0,59.0,86.0,,318.0,0.0,646,,1,DISTRICT33,TABLET
RDT,Sep 2024,HEALTH CENTER,172.0,88.0,78.0,91.0,,477.0,-439,76.0,1,DISTRICT4,PIECE
PYRA-SAC,Nov 2024,HEALTH CENTER,454.0,204.0,64.0,699.0,1498.0,0.0,-232,10.0,5,DISTRICT21,SACHET
PYRA-COMP,Aug 2024,HEALTH CENTER,,157.0,21.0,1193.0,,0.0,106,66.0,25,DISTRICT17,TABLET
ACT-GC,Mar 2025,HEALTH CENTER,56.0,141.0,3.0,363.0,,0.0,-154,1.0,1000,DISTRICT7,BLISTER
QUIN,Sep 2025,HEALTH CENTER,147.0,,26.0,62.0,,147.0,-467,26.0,1,DISTRICT35,TABLET
ACT-SC,Dec 2024,HEALTH CENTER,4117.0,436.0,610.0,,,0.0,387,814.0,30,DISTRICT37,BLISTER
ACT-GC,Nov 2025,HEALTH CENTER,1195.0,49.0,,,,116.0,275,46.0,30,DISTRICT25,BLISTER
SP,Jun 2024,HEALTH CENTER,24.0,5.0,12.0,19.0,485.0,,-408,10.0,1,DISTRICT38,TABLET
SP,Oct 2025,DISTRICT HOSPITAL,1208.0,,677.0,725.0,,,180,579.0,1000,DISTRICT26,TABLET
ACT-SC,Dec 2023,HEALTH CENTER,,,72.0,,,,-522,,1000,DISTRICT27,BLISTER
ART-SUP,Apr 2024,HEALTH CENTER,,1832.0,81.0,339.0,889.0,0.0,186,77.0,1,DISTRICT24,CAPSULE
SP,Mar 2025,DISTRICT HOSPITAL,,170.0,,1226.0,,1.0,372,148.0,1000,DISTRICT32,TABLET
ACT-GC,Jun 2025,HEALTH CENTER,1912.0,,687.0,722.0,,,-362,,1,DISTRICT37,BLISTER
QUIN,Oct 2024,HEALTH CENTER,319.0,,221.0,77.0,,952.0,416,68.0,1000,DISTRICT13,TABLET
ART-SUP,Oct 2024,HEALTH CENTER,,,59.0,304.0,901.0,12.0,-39,15.0,50,DISTRICT18,CAPSULE
ACT-AD,Jun 2025,HEALTH CENTER,3387.0,144.0,642.0,,1468.0,1206.0,493,302.0,1,DISTRICT19,BLISTER
PYRA-COMP,Feb 2024,HEALTH CENTER,430.0,102.0,,400.0,368.0,,-512,16.0,50,DISTRICT28,TABLET
PYRA-SAC,Apr 2025,HEALTH CENTER,279.0,36.0,74.0,357.0,,0.0,18,,5,DISTRICT32,SACHET
PYRA-COMP,Mar 2025,HEALTH CENTER,1767.0,0.0,249.0,858.0,438.0,277.0,-108,185.0,100,DISTRICT25,TABLET
SP,Jun 2024,HEALTH CENTER,,,237.0,667.0,,6.0,-185,84.0,1000,DISTRICT29,TABLET
PYRA-SAC,Sep 2025,HEALTH CENTER,556.0,97.0,177.0,,,0.0,287,27.0,5,DISTRICT8,SACHET
PYRA-SAC,Nov 2025,HEALTH CENTER,139.0,6.0,48.0,,,,-199,3.0,1,DISTRICT22,SACHET
ACT-AD,May 2025,HEALTH CENTER,,,364.0,,191.0,0.0,-739,49.0,30,DISTRICT15,BLISTER
ITN,Dec 2023,HEALTH CENTER,52.0,14.0,35.0,144.0,333.0,19.0,508,,1000,DISTRICT3,PIECE
SP,Aug 2025,HEALTH CENTER,6873.0,,935.0,2331.0,,40.0,-522,,1000,DISTRICT23,TABLET
PYRA-COMP,Mar 2024,HEALTH CENTER,2283.0,0.0,,,803.0,0.0,254,55.0,25,DISTRICT33,TABLET
ACT-SC,Dec 2023,HEALTH CENTER,551.0,0.0,536.0,1126.0,764.0,0.0,721,407.0,1000,DISTRICT1,BLISTER
ART-SUP,Aug 2024,HEALTH CENTER,5595.0,135.0,989.0,5602.0,,4.0,-185,,1,DISTRICT24,CAPSULE
PYRA-SAC,Dec 2023,HEALTH CENTER,,,557.0,2719.0,,,1,235.0,25,DISTRICT12,SACHET
ACT-GC,Nov 2025,HEALTH CENTER,719.0,119.0,562.0,992.0,,,217,,1000,DISTRICT15,BLISTER
PYRA-COMP,Jun 2025,HEALTH CENTER,1506.0,608.0,337.0,2185.0,,18.0,496,91.0,30,DISTRICT1,TABLET
ITN,Jun 2024,HEALTH CENTER,1763.0,1.0,228.0,619.0,,,228,140.0,30,DISTRICT16,PIECE
PYRA-COMP,Oct 2025,HEALTH CENTER,2812.0,234.0,,1908.0,,3.0,302,,2,DISTRICT20,TABLET
ACT-INF,Sep 2025,HEALTH CENTER,534.0,,,,,87.0,62,196.0,30,DISTRICT18,BLISTER
ACT-SC,Dec 2024,HEALTH CENTER,100.0,3.0,,,217.0,0.0,411,17.0,2,DISTRICT33,BLISTER
PYRA-SAC,Jun 2025,HEALTH CENTER,2199.0,,435.0,,1078.0,78.0,100,,1,DISTRICT31,SACHET
ACT-AD,Apr 2025,HEALTH CENTER,408.0,39.0,241.0,,,236.0,-127,,100,DISTRICT6,BLISTER
ITN,Jul 2025,HEALTH CENTER,340.0,,,1339.0,,4.0,230,,25,DISTRICT23,PIECE
ACT-SC,Apr 2024,HEALTH CENTER,4073.0,3.0,824.0,3410.0,,,-464,522.0,50,DISTRICT9,BLISTER
QUIN,Mar 2024,HEALTH CENTER,152.0,,51.0,449.0,,196.0,586,,1000,DISTRICT29,TABLET
ACT-GC,Jun 2025,HEALTH CENTER,956.0,0.0,43.0,258.0,445.0,0.0,-571,7.0,1000,DISTRICT20,BLISTER
ACT-GC,May 2024,HEALTH CENTER,2037.0,0.0,280.0,729.0,,624.0,-517,368.0,30,DISTRICT38,BLISTER
ACT-GC,Aug 2025,HEALTH CENTER,6.0,,2.0,,,1.0,9,,25,DISTRICT33,BLISTER
ART-SUP,Apr 2025,HEALTH CENTER,111.0,,,98.0,299.0,,-311,52.0,30,DISTRICT9,CAPSULE
QUIN,May 2025,HEALTH CENTER,52.0,1.0,55.0,2.0,719.0,1536.0,114,,1000,DISTRICT15,TABLET
ACT-GC,Jun 2025,NATIONAL HOSPITAL,89.0,0.0,43.0,628.0,349.0,0.0,657,19.0,1,DISTRICT23,BLISTER
ART-INJ,Oct 2025,HEALTH CENTER,1399.0,699.0,1131.0,,,,-340,442.0,30,DISTRICT22,VIAL
ACT-AD,Dec 2023,HEALTH CENTER,170.0,,100.0,1384.0,,80.0,98,,2,DISTRICT33,BLISTER
ART-SUP,Sep 2024,HEALTH CENTER,912.0,6.0,321.0,,,2948.0,-177,380.0,25,DISTRICT32,CAPSULE
PYRA-COMP,Nov 2024,HEALTH CENTER,181.0,,33.0,25.0,,4640.0,442,,30,DISTRICT3,TABLET
ART-SUP,Jul 2025,HEALTH CENTER,608.0,54.0,389.0,128.0,,12739.0,249,436.0,30,DISTRICT14,CAPSULE
PYRA-COMP,Nov 2025,HEALTH CENTER,,0.0,4.0,78.0,,0.0,170,,50,DISTRICT5,TABLET
PYRA-SAC,Feb 2024,HEALTH CENTER,194.0,1.0,150.0,,,883.0,775,,30,DISTRICT16,SACHET
PYRA-SAC,Oct 2024,HEALTH CENTER,,931.0,,,731.0,,-206,,1,DISTRICT28,SACHET
SP,Jun 2025,HEALTH CENTER,2148.0,0.0,,,,3501.0,-81,337.0,30,DISTRICT5,TABLET
RDT,Dec 2023,HEALTH CENTER,424.0,6.0,,448.0,753.0,1120.0,-388,245.0,1,DISTRICT15,PIECE
ART-SUP,Dec 2024,HEALTH CENTER,1412.0,1161.0,471.0,,,10.0,-46,,30,DISTRICT10,CAPSULE
PYRA-COMP,Feb 2025,HEALTH CENTER,77.0,0.0,128.0,64.0,,6729.0,556,,5,DISTRICT31,TABLET
QUIN,Jun 2025,HEALTH CENTER,567.0,790.0,,571.0,,,-1085,90.0,30,DISTRICT13,TABLET
ART-SUP,May 2024,HEALTH CENTER,637.0,0.0,198.0,81.0,,5312.0,374,187.0,1,DISTRICT19,CAPSULE
ART-SUP,Jul 2025,HEALTH CENTER,382.0,1760.0,,1576.0,,,-736,,2,DISTRICT36,CAPSULE
ACT-GC,May 2024,HEALTH CENTER,,1.0,17.0,2.0,716.0,48.0,-642,54.0,30,DISTRICT14,BLISTER
ITN,Nov 2025,HEALTH CENTER,,,676.0,1013.0,,648.0,187,738.0,1,DISTRICT25,PIECE
ACT-SC,Oct 2024,HEALTH CENTER,2318.0,1064.0,1336.0,2625.0,,596.0,-226,1106.0,30,DISTRICT25,BLISTER
PYRA-COMP,Dec 2023,HEALTH CENTER,,,686.0,2686.0,1857.0,,6,492.0,2,DISTRICT29,TABLET
ACT-SC,Feb 2024,HEALTH CENTER,587.0,14.0,,,,256.0,221,92.0,1,DISTRICT23,BLISTER
ACT-INF,May 2024,HEALTH CENTER,2548.0,,227.0,421.0,,1056.0,200,35.0,1,DISTRICT10,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,927.0,0.0,,843.0,,,-42,144.0,1000,DISTRICT23,VIAL
SP,Jun 2025,HEALTH CENTER,3965.0,3.0,,2197.0,,1024.0,-181,,1000,DISTRICT26,TABLET
PYRA-SAC,Jul 2024,REGIONAL HOSPITAL,,,63.0,,,329.0,-705,84.0,5,DISTRICT25,SACHET
PYRA-COMP,Mar 2024,HEALTH CENTER,373.0,,76.0,,,1017.0,-608,14.0,1,DISTRICT16,TABLET
ART-INJ,Jan 2025,HEALTH CENTER,,676.0,,4034.0,,92.0,400,706.0,30,DISTRICT16,VIAL
PYRA-COMP,Sep 2025,HEALTH CENTER,,,917.0,,,0.0,341,487.0,25,DISTRICT20,TABLET
ACT-SC,Nov 2024,HEALTH CENTER,522.0,0.0,,172.0,,,-1065,,1,DISTRICT1,BLISTER
ACT-SC,Jan 2025,HEALTH CENTER,483.0,,269.0,1482.0,,4097.0,125,,5,DISTRICT35,BLISTER
ACT-AD,Nov 2025,HEALTH CENTER,2743.0,222.0,,2530.0,,2.0,308,557.0,30,DISTRICT36,BLISTER
ACT-AD,Apr 2025,HEALTH CENTER,1067.0,3.0,232.0,2529.0,,59.0,624,55.0,50,DISTRICT36,BLISTER
ACT-INF,Mar 2024,HEALTH CENTER,383.0,5.0,99.0,524.0,,7.0,809,,1000,DISTRICT36,BLISTER
PYRA-SAC,Feb 2025,HEALTH CENTER,666.0,195.0,240.0,425.0,804.0,1082.0,118,252.0,30,DISTRICT3,SACHET
ITN,Jun 2024,HEALTH CENTER,1127.0,17.0,161.0,,,0.0,775,7.0,100,DISTRICT13,PIECE
ART-INJ,Mar 2024,HEALTH CENTER,1019.0,0.0,609.0,,1278.0,33.0,210,,1000,DISTRICT31,VIAL
ACT-AD,Nov 2025,HEALTH CENTER,165.0,107.0,25.0,79.0,,0.0,348,11.0,1,DISTRICT24,BLISTER
RDT,Jul 2025,HEALTH CENTER,,,1132.0,,,4432.0,409,848.0,100,DISTRICT9,PIECE
QUIN,May 2025,HEALTH CENTER,3719.0,,292.0,3839.0,,,-613,108.0,100,DISTRICT9,TABLET
ACT-INF,Mar 2025,HEALTH CENTER,1023.0,39.0,591.0,,,802.0,-141,,1,DISTRICT38,BLISTER
ART-SUP,Oct 2025,HEALTH CENTER,2692.0,,305.0,,,137.0,51,,2,DISTRICT3,CAPSULE
ACT-SC,Nov 2025,HEALTH CENTER,3288.0,90.0,,,,4958.0,895,2251.0,1000,DISTRICT21,BLISTER
ACT-AD,Oct 2024,REGIONAL HOSPITAL,,,690.0,2740.0,,2361.0,-894,,50,DISTRICT35,BLISTER
ART-SUP,Sep 2025,HEALTH CENTER,1170.0,218.0,399.0,,,313.0,-328,,30,DISTRICT12,CAPSULE
RDT,Oct 2025,DISTRICT HOSPITAL,331.0,,224.0,113.0,164.0,1520.0,141,,1,DISTRICT23,PIECE
PYRA-SAC,Nov 2025,HEALTH CENTER,2104.0,,202.0,296.0,271.0,405.0,42,195.0,2,DISTRICT23,SACHET
ACT-SC,Jul 2024,HEALTH CENTER,354.0,189.0,,606.0,,10.0,-265,239.0,1,DISTRICT12,BLISTER
ACT-GC,Sep 2024,HEALTH CENTER,,0.0,122.0,,770.0,0.0,-502,,30,DISTRICT14,BLISTER
PYRA-SAC,Jun 2025,HEALTH CENTER,1190.0,,760.0,808.0,,89.0,123,823.0,2,DISTRICT16,SACHET
ART-SUP,May 2024,HEALTH CENTER,952.0,124.0,,538.0,,,-459,710.0,100,DISTRICT7,CAPSULE
PYRA-SAC,Jan 2025,HEALTH CENTER,1150.0,,107.0,1365.0,,5107.0,307,233.0,5,DISTRICT26,SACHET
SP,Jan 2025,HEALTH CENTER,146.0,,113.0,59.0,,3087.0,624,94.0,30,DISTRICT17,TABLET
ACT-AD,Jun 2025,HEALTH CENTER,851.0,94.0,88.0,1339.0,,15.0,476,122.0,5,DISTRICT25,BLISTER
ACT-GC,Aug 2025,HEALTH CENTER,3104.0,30.0,,,,0.0,210,200.0,50,DISTRICT3,BLISTER
RDT,Mar 2024,HEALTH CENTER,699.0,,314.0,966.0,,48.0,98,312.0,30,DISTRICT38,PIECE
ACT-AD,Feb 2024,HEALTH CENTER,,599.0,924.0,9685.0,,42.0,-211,1234.0,1,DISTRICT15,BLISTER
ITN,Apr 2025,HEALTH CENTER,108.0,13.0,149.0,,,0.0,-104,69.0,1,DISTRICT10,PIECE
ACT-SC,Aug 2025,HEALTH CENTER,608.0,1315.0,559.0,2180.0,,32.0,-206,,30,DISTRICT36,BLISTER
ACT-AD,Oct 2024,HEALTH CENTER,1251.0,235.0,620.0,1186.0,1169.0,5748.0,-291,,30,DISTRICT9,BLISTER
PYRA-COMP,Jul 2025,HEALTH CENTER,198.0,55.0,19.0,64.0,,0.0,-1175,6.0,25,DISTRICT20,TABLET
PYRA-SAC,Jun 2025,HEALTH CENTER,44.0,346.0,154.0,33.0,682.0,705.0,234,,1,DISTRICT38,SACHET
RDT,Jun 2024,HEALTH CENTER,1704.0,2.0,395.0,986.0,,3175.0,301,157.0,1,DISTRICT32,PIECE
ART-INJ,Jan 2025,HEALTH CENTER,42.0,,,,,3932.0,-655,,1,DISTRICT9,VIAL
QUIN,May 2025,HEALTH CENTER,2631.0,17.0,,2366.0,,,-165,1374.0,1000,DISTRICT21,TABLET
PYRA-COMP,Dec 2024,HEALTH CENTER,2355.0,,,3559.0,,96.0,1012,242.0,50,DISTRICT27,TABLET
PYRA-SAC,Mar 2025,HEALTH CENTER,57.0,,55.0,,734.0,13.0,325,,25,DISTRICT14,SACHET
ITN,Sep 2024,HEALTH CENTER,137.0,0.0,,447.0,,410.0,-215,128.0,30,DISTRICT33,PIECE
ACT-AD,Jan 2024,HEALTH CENTER,799.0,7.0,49.0,405.0,,1869.0,-127,,2,DISTRICT12,BLISTER
SP,Jul 2025,HEALTH CENTER,,3.0,,840.0,,339.0,-226,84.0,30,DISTRICT31,TABLET
ART-SUP,Jul 2025,DISTRICT HOSPITAL,3997.0,937.0,2022.0,,,813.0,203,,1,DISTRICT20,CAPSULE
PYRA-SAC,Jun 2025,NATIONAL HOSPITAL,2471.0,28.0,553.0,,,134.0,985,514.0,30,DISTRICT37,SACHET
ACT-SC,Feb 2025,HEALTH CENTER,,234.0,,1420.0,,6788.0,296,615.0,25,DISTRICT21,BLISTER
ACT-AD,Sep 2025,HEALTH CENTER,72.0,,32.0,177.0,,2249.0,-923,,1,DISTRICT18,BLISTER
SP,Mar 2024,HEALTH CENTER,875.0,,760.0,,,,668,662.0,1000,DISTRICT25,TABLET
ACT-INF,Nov 2025,HEALTH CENTER,,239.0,45.0,1629.0,330.0,0.0,295,10.0,30,DISTRICT21,BLISTER
ACT-AD,Nov 2024,HEALTH CENTER,872.0,,105.0,,2193.0,601.0,-10,331.0,30,DISTRICT31,BLISTER
PYRA-COMP,Oct 2024,HEALTH CENTER,902.0,,814.0,,1131.0,2683.0,-469,737.0,50,DISTRICT22,TABLET
QUIN,Mar 2025,HEALTH CENTER,1174.0,137.0,,604.0,,4605.0,136,,1000,DISTRICT7,TABLET
SP,Jan 2024,HEALTH CENTER,100.0,0.0,120.0,28.0,,11957.0,224,91.0,30,DISTRICT8,TABLET
