product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
SP,Sep 2025,HEALTH CENTER,,,79.0,88.0,126.0,0.0,-135,142.0,1000,DISTRICT31,TABLET
RDT,Oct 2025,HEALTH CENTER,238.0,7.0,204.0,926.0,,0.0,702,73.0,50,DISTRICT3,PIECE
PYRA-COMP,Jul 2025,HEALTH CENTER,1386.0,0.0,64.0,,867.0,2.0,361,68.0,5,DISTRICT8,TABLET
RDT,Dec 2023,HEALTH CENTER,2087.0,22.0,,,,891.0,-311,,30,DISTRICT27,PIECE
ITN,Mar 2025,HEALTH CENTER,604.0,35.0,355.0,262.0,,229.0,108,148.0,1,DISTRICT1,PIECE
PYRA-SAC,Jan 2024,DISTRICT HOSPITAL,4278.0,102.0,1246.0,2272.0,,3050.0,472,1178.0,2,DISTRICT35,SACHET
ART-INJ,Sep 2025,HEALTH CENTER,34.0,87.0,0.0,,426.0,0.0,-187,0.0,2,DISTRICT20,VIAL
ART-SUP,Jul 2024,HEALTH CENTER,263.0,719.0,,,,132.0,1073,146.0,2,DISTRICT21,CAPSULE
PYRA-SAC,Sep 2025,HEALTH CENTER,,285.0,448.0,,,181.0,48,439.0,2,DISTRICT23,SACHET
RDT,Jan 2025,HEALTH CENTER,107.0,1.0,,344.0,155.0,,1418,0.0,30,DISTRICT19,PIECE
ITN,Mar 2024,HEALTH CENTER,1269.0,54.0,533.0,1143.0,,2546.0,-1008,,30,DISTRICT22,PIECE
PYRA-SAC,Oct 2025,HEALTH CENTER,253.0,46.0,72.0,460.0,,,-669,11.0,5,DISTRICT25,SACHET
PYRA-SAC,Apr 2025,HEALTH CENTER,872.0,16.0,184.0,816.0,,692.0,-25,,5,DISTRICT5,SACHET
RDT,Mar 2025,HEALTH CENTER,5211.0,7.0,,,,,-362,917.0,1,DISTRICT5,PIECE
SP,Sep 2024,HEALTH CENTER,1347.0,116.0,660.0,1873.0,,183.0,-99,558.0,30,DISTRICT24,TABLET
RDT,May 2024,HEALTH CENTER,245.0,,,4.0,,4527.0,-332,,1,DISTRICT38,PIECE
ART-INJ,Jan 2025,HEALTH CENTER,1900.0,0.0,,,,0.0,-798,80.0,1,DISTRICT25,VIAL
ART-SUP,Aug 2025,HEALTH CENTER,440.0,,,511.0,495.0,912.0,444,,30,DISTRICT29,CAPSULE
RDT,Sep 2024,HEALTH CENTER,766.0,8.0,,237.0,,439.0,-144,374.0,30,DISTRICT8,PIECE
SP,Jan 2024,HEALTH CENTER,392.0,,118.0,,,,-27,22.0,1000,DISTRICT25,TABLET
ART-INJ,Jul 2025,HEALTH CENTER,431.0,41.0,,99.0,,4.0,36,11.0,1,DISTRICT26,VIAL
SP,Jan 2025,DISTRICT HOSPITAL,,8.0,,2492.0,,,-139,577.0,30,DISTRICT9,TABLET
ART-INJ,Feb 2025,HEALTH CENTER,,,51.0,231.0,409.0,1.0,-314,89.0,30,DISTRICT5,VIAL
RDT,Oct 2024,HEALTH CENTER,3169.0,2.0,700.0,2146.0,1743.0,12.0,1287,,5,DISTRICT33,PIECE
PYRA-SAC,Jan 2025,HEALTH CENTER,692.0,0.0,94.0,,,0.0,-301,107.0,5,DISTRICT29,SACHET
ACT-GC,Feb 2025,HEALTH CENTER,3646.0,0.0,578.0,3206.0,,114.0,17,,1,DISTRICT1,BLISTER
RDT,Oct 2024,HEALTH CENTER,3426.0,,1679.0,2121.0,,3680.0,29,1591.0,50,DISTRICT20,PIECE
ACT-GC,Jun 2025,HEALTH CENTER,123.0,,153.0,34.0,879.0,5.0,-11,,30,DISTRICT6,BLISTER
PYRA-SAC,Oct 2025,HEALTH CENTER,736.0,13.0,88.0,,,1893.0,-788,97.0,2,DISTRICT24,SACHET
ACT-GC,Jan 2025,HEALTH CENTER,28.0,,51.0,96.0,,1.0,-288,35.0,30,DISTRICT9,BLISTER
ART-SUP,Feb 2024,HEALTH CENTER,2162.0,0.0,,1193.0,663.0,0.0,64,6.0,25,DISTRICT33,CAPSULE
ACT-AD,Aug 2025,HEALTH CENTER,606.0,111.0,500.0,1732.0,347.0,1.0,-238,652.0,30,DISTRICT20,BLISTER
SP,May 2025,HEALTH CENTER,,10.0,,176.0,,1345.0,-253,117.0,1000,DISTRICT13,TABLET
PYRA-SAC,Jun 2025,HEALTH CENTER,56.0,73.0,,24.0,309.0,0.0,272,0.0,2,DISTRICT28,SACHET
ACT-SC,Aug 2025,HEALTH CENTER,1733.0,150.0,320.0,2861.0,322.0,109.0,-219,388.0,50,DISTRICT16,BLISTER
ACT-SC,Mar 2024,HEALTH CENTER,,6.0,100.0,329.0,593.0,1.0,180,17.0,30,DISTRICT32,BLISTER
ACT-SC,Jun 2025,HEALTH CENTER,46.0,,,,69.0,0.0,173,25.0,1,DISTRICT37,BLISTER
ACT-AD,Dec 2023,DISTRICT HOSPITAL,685.0,,,49.0,,42.0,-113,30.0,1,DISTRICT16,BLISTER
RDT,Feb 2024,HEALTH CENTER,68.0,,5.0,87.0,,2.0,317,,2,DISTRICT33,PIECE
PYRA-COMP,Mar 2025,DISTRICT HOSPITAL,,,47.0,681.0,214.0,676.0,-269,83.0,25,DISTRICT1,TABLET
ITN,Apr 2024,HEALTH CENTER,,1.0,,1011.0,,241.0,-223,,30,DISTRICT36,PIECE
PYRA-SAC,Jul 2024,HEALTH CENTER,3326.0,1.0,640.0,1625.0,984.0,55.0,-7,884.0,25,DISTRICT2,SACHET
ACT-AD,Oct 2024,HEALTH CENTER,739.0,0.0,28.0,346.0,,0.0,434,4.0,1,DISTRICT13,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,,35.0,495.0,1012.0,408.0,48.0,785,112.0,1,DISTRICT20,VIAL
ITN,Jul 2024,HEALTH CENTER,2228.0,1.0,114.0,,362.0,0.0,241,,1000,DISTRICT18,PIECE
ACT-GC,Feb 2025,HEALTH CENTER,214.0,,11.0,216.0,,0.0,285,,50,DISTRICT27,BLISTER
QUIN,Aug 2024,HEALTH CENTER,43.0,,3.0,,,96.0,1039,,1000,DISTRICT8,TABLET
ACT-AD,Dec 2023,HEALTH CENTER,,167.0,,4938.0,,,151,800.0,30,DISTRICT26,BLISTER
ART-INJ,Aug 2024,HEALTH CENTER,22.0,37.0,16.0,332.0,669.0,153.0,229,19.0,30,DISTRICT33,VIAL
QUIN,Jan 2025,HEALTH CENTER,2034.0,,478.0,3540.0,,0.0,134,146.0,30,DISTRICT15,TABLET
ACT-SC,Oct 2025,HEALTH CENTER,1887.0,,,2573.0,,116.0,402,,30,DISTRICT31,BLISTER
ART-INJ,Nov 2024,HEALTH CENTER,86.0,1143.0,,3.0,,0.0,-111,4.0,5,DISTRICT32,VIAL
ACT-AD,Dec 2024,HEALTH CENTER,401.0,,155.0,423.0,,0.0,-88,,1000,DISTRICT13,BLISTER
ART-SUP,Nov 2025,HEALTH CENTER,385.0,10.0,39.0,167.0,,0.0,253,,2,DISTRICT36,CAPSULE
PYRA-SAC,Dec 2023,HEALTH CENTER,,,2125.0,,,7327.0,-441,1463.0,1,DISTRICT30,SACHET
ITN,Nov 2024,HEALTH CENTER,18.0,,69.0,,,1261.0,-42,,25,DISTRICT18,PIECE
PYRA-SAC,Nov 2025,HEALTH CENTER,114.0,0.0,59.0,87.0,,126.0,806,352.0,2,DISTRICT15,SACHET
SP,Mar 2025,HEALTH CENTER,,1.0,9.0,57.0,,49.0,-315,61.0,1,DISTRICT21,TABLET
QUIN,Oct 2025,HEALTH CENTER,,48.0,206.0,,,10.0,229,316.0,30,DISTRICT14,TABLET
ACT-SC,Jan 2025,HEALTH CENTER,,0.0,159.0,,,4.0,50,97.0,30,DISTRICT7,BLISTER
QUIN,Apr 2025,HEALTH CENTER,2562.0,0.0,406.0,1013.0,,6.0,-397,,1000,DISTRICT33,TABLET
ACT-GC,Nov 2025,HEALTH CENTER,31.0,1511.0,36.0,,,25.0,174,,1000,DISTRICT15,BLISTER
RDT,Nov 2025,HEALTH CENTER,,1816.0,1871.0,,,685.0,160,,1000,DISTRICT32,PIECE
ACT-SC,Dec 2024,HEALTH CENTER,,2.0,55.0,609.0,204.0,0.0,133,,1,DISTRICT13,BLISTER
ACT-AD,Mar 2024,DISTRICT HOSPITAL,,,1427.0,,1893.0,6448.0,-1006,,30,DISTRICT6,BLISTER
ACT-AD,Oct 2024,HEALTH CENTER,125.0,0.0,15.0,,607.0,1338.0,-273,,25,DISTRICT4,BLISTER
ACT-SC,Sep 2025,HEALTH CENTER,3578.0,242.0,,1604.0,,,-908,727.0,25,DISTRICT32,BLISTER
ART-INJ,Feb 2024,HEALTH CENTER,908.0,106.0,284.0,806.0,1020.0,17.0,-189,230.0,1000,DISTRICT19,VIAL
PYRA-SAC,Feb 2024,HEALTH CENTER,446.0,158.0,,460.0,,0.0,-228,78.0,1,DISTRICT24,SACHET
QUIN,Apr 2024,HEALTH CENTER,1311.0,1.0,,943.0,,130.0,-174,107.0,1000,DISTRICT25,TABLET
SP,Mar 2024,HEALTH CENTER,353.0,2.0,100.0,436.0,566.0,0.0,283,1.0,1000,DISTRICT7,TABLET
PYRA-SAC,Mar 2024,HEALTH CENTER,943.0,,,513.0,,10186.0,818,593.0,25,DISTRICT15,SACHET
ACT-AD,Dec 2023,HEALTH CENTER,,,1904.0,5423.0,,987.0,292,1310.0,30,DISTRICT9,BLISTER
RDT,Aug 2025,HEALTH CENTER,1998.0,74.0,211.0,,,0.0,95,187.0,1,DISTRICT10,PIECE
ITN,Aug 2025,HEALTH CENTER,557.0,14.0,159.0,,,308.0,441,166.0,30,DISTRICT17,PIECE
SP,Dec 2024,HEALTH CENTER,,0.0,32.0,172.0,,999.0,878,14.0,1,DISTRICT16,TABLET
ACT-GC,Apr 2024,HEALTH CENTER,,4.0,,,1778.0,,225,,30,DISTRICT3,BLISTER
ACT-SC,Jun 2024,HEALTH CENTER,174.0,,84.0,108.0,,0.0,-279,,30,DISTRICT5,BLISTER
PYRA-SAC,Jan 2025,HEALTH CENTER,577.0,24.0,119.0,205.0,1477.0,14.0,96,40.0,5,DISTRICT9,SACHET
ACT-AD,Jan 2025,HEALTH CENTER,,,98.0,67.0,,1148.0,-50,,1000,DISTRICT20,BLISTER
ACT-INF,Dec 2023,HEALTH CENTER,,9.0,235.0,,,,-70,67.0,1000,DISTRICT26,BLISTER
QUIN,May 2025,HEALTH CENTER,6126.0,17.0,,,,3701.0,619,846.0,50,DISTRICT31,TABLET
QUIN,Jan 2024,HEALTH CENTER,,221.0,,2222.0,,,468,888.0,1000,DISTRICT36,TABLET
ACT-AD,Jul 2024,HEALTH CENTER,948.0,289.0,310.0,1347.0,,303.0,-1325,,25,DISTRICT10,BLISTER
ITN,Mar 2025,DISTRICT HOSPITAL,49.0,,33.0,221.0,613.0,22.0,-246,40.0,50,DISTRICT28,PIECE
PYRA-COMP,Oct 2025,HEALTH CENTER,1827.0,12.0,507.0,437.0,,1096.0,84,,1,DISTRICT36,TABLET
RDT,Jul 2024,HEALTH CENTER,,4.0,164.0,5.0,589.0,4047.0,-255,229.0,2,DISTRICT5,PIECE
ACT-INF,Jul 2025,HEALTH CENTER,186.0,0.0,56.0,232.0,,17.0,-993,20.0,1,DISTRICT10,BLISTER
ACT-AD,Sep 2025,HEALTH CENTER,,0.0,67.0,703.0,,3.0,21,,30,DISTRICT15,BLISTER
QUIN,Apr 2025,HEALTH CENTER,5074.0,,615.0,2053.0,,0.0,-958,502.0,1000,DISTRICT30,TABLET
ART-SUP,Jun 2025,HEALTH CENTER,1215.0,,,1100.0,,1026.0,172,769.0,2,DISTRICT20,CAPSULE
ACT-SC,Apr 2024,HEALTH CENTER,837.0,1.0,43.0,167.0,,0.0,-281,14.0,50,DISTRICT23,BLISTER
ACT-SC,Apr 2024,HEALTH CENTER,2765.0,0.0,,2501.0,578.0,5.0,352,,30,DISTRICT19,BLISTER
RDT,Apr 2025,HEALTH CENTER,,46.0,180.0,649.0,,0.0,-76,35.0,2,DISTRICT22,PIECE
ART-SUP,Jul 2024,HEALTH CENTER,3368.0,1014.0,,3644.0,,3453.0,-511,,30,DISTRICT29,CAPSULE
ACT-AD,Sep 2024,DISTRICT HOSPITAL,2765.0,3.0,,1299.0,,1089.0,-393,121.0,50,DISTRICT32,BLISTER
ACT-AD,Jul 2024,HEALTH CENTER,,18.0,,135.0,353.0,199.0,-354,111.0,25,DISTRICT29,BLISTER
ACT-AD,Jan 2025,HEALTH CENTER,735.0,,177.0,181.0,,0.0,-109,47.0,30,DISTRICT25,BLISTER
ITN,Jan 2025,HEALTH CENTER,,0.0,,851.0,,,-528,,30,DISTRICT26,PIECE
SP,Dec 2024,HEALTH CENTER,73.0,14.0,189.0,37.0,654.0,1647.0,323,207.0,30,DISTRICT1,TABLET
ACT-AD,Oct 2024,HEALTH CENTER,,359.0,649.0,751.0,1816.0,955.0,-577,441.0,1,DISTRICT6,BLISTER
ACT-AD,Dec 2024,DISTRICT HOSPITAL,323.0,,120.0,89.0,,227.0,420,21.0,1,DISTRICT33,BLISTER
ART-INJ,Jan 2025,HEALTH CENTER,339.0,1099.0,854.0,1062.0,,67.0,-253,1225.0,30,DISTRICT19,VIAL
ART-SUP,Oct 2024,HEALTH CENTER,1601.0,109.0,891.0,1802.0,,1832.0,-99,,30,DISTRICT33,CAPSULE
ACT-SC,Dec 2023,HEALTH CENTER,211.0,113.0,,,842.0,1.0,125,,30,DISTRICT33,BLISTER
ITN,Sep 2025,HEALTH CENTER,,591.0,457.0,347.0,,0.0,-13,62.0,30,DISTRICT10,PIECE
ART-SUP,Feb 2024,DISTRICT HOSPITAL,,1714.0,242.0,1802.0,547.0,0.0,118,363.0,1,DISTRICT16,CAPSULE
ACT-SC,Jan 2025,HEALTH CENTER,492.0,0.0,,228.0,,28.0,-128,39.0,1,DISTRICT12,BLISTER
ART-INJ,Jun 2025,HEALTH CENTER,1160.0,172.0,180.0,983.0,349.0,636.0,207,,30,DISTRICT5,VIAL
QUIN,Dec 2024,HEALTH CENTER,,,,1868.0,,6.0,490,,1000,DISTRICT5,TABLET
QUIN,Oct 2025,DISTRICT HOSPITAL,2100.0,48.0,870.0,3290.0,427.0,0.0,-268,344.0,1000,DISTRICT32,TABLET
ITN,Dec 2024,HEALTH CENTER,,48.0,74.0,700.0,,6.0,-96,,1,DISTRICT2,PIECE
ACT-SC,Jul 2025,HEALTH CENTER,1386.0,190.0,,,1837.0,3.0,338,99.0,1000,DISTRICT3,BLISTER
ITN,Apr 2025,HEALTH CENTER,282.0,,514.0,384.0,1055.0,4765.0,-763,1029.0,50,DISTRICT1,PIECE
ACT-GC,Oct 2024,HEALTH CENTER,200.0,86.0,173.0,,,601.0,10,362.0,30,DISTRICT33,BLISTER
SP,Apr 2025,HEALTH CENTER,621.0,124.0,567.0,1393.0,1836.0,,77,741.0,30,DISTRICT3,TABLET
ACT-GC,Nov 2024,HEALTH CENTER,2684.0,2.0,299.0,1955.0,,1880.0,-398,,30,DISTRICT28,BLISTER
ACT-GC,Jul 2024,HEALTH CENTER,16.0,0.0,15.0,,,,218,2.0,25,DISTRICT13,BLISTER
ART-INJ,Jan 2024,HEALTH CENTER,1357.0,,,,,6585.0,-72,217.0,1,DISTRICT26,VIAL
ITN,Jul 2024,HEALTH CENTER,467.0,1742.0,282.0,,770.0,0.0,228,114.0,1000,DISTRICT18,PIECE
ACT-INF,Apr 2024,HEALTH CENTER,1375.0,82.0,,1511.0,,6416.0,666,,1000,DISTRICT5,BLISTER
ACT-AD,Oct 2025,HEALTH CENTER,,82.0,144.0,831.0,753.0,,-512,,1,DISTRICT23,BLISTER
ITN,Feb 2025,HEALTH CENTER,,,196.0,186.0,,7694.0,-341,145.0,1000,DISTRICT4,PIECE
ART-SUP,May 2025,HEALTH CENTER,,208.0,,,,0.0,-3,19.0,25,DISTRICT16,CAPSULE
ITN,Jan 2024,HEALTH CENTER,3698.0,0.0,937.0,,,,-267,,25,DISTRICT15,PIECE
ART-INJ,Jan 2024,HEALTH CENTER,,16.0,16.0,,,,-101,17.0,50,DISTRICT10,VIAL
PYRA-SAC,Aug 2025,HEALTH CENTER,,,,1272.0,,1941.0,435,789.0,1,DISTRICT17,SACHET
PYRA-SAC,Jun 2024,HEALTH CENTER,252.0,240.0,27.0,220.0,907.0,0.0,-1056,,25,DISTRICT27,SACHET
PYRA-COMP,Oct 2025,HEALTH CENTER,2010.0,0.0,46.0,285.0,,691.0,-315,,2,DISTRICT26,TABLET
RDT,Apr 2025,HEALTH CENTER,3700.0,1218.0,972.0,,,66.0,814,484.0,30,DISTRICT11,PIECE
ART-SUP,Mar 2024,HEALTH CENTER,3106.0,0.0,388.0,,,1.0,-674,511.0,25,DISTRICT29,CAPSULE
PYRA-SAC,Apr 2024,HEALTH CENTER,,6.0,276.0,49.0,1992.0,22743.0,19,378.0,2,DISTRICT28,SACHET
SP,Jun 2025,HEALTH CENTER,220.0,7.0,94.0,250.0,,3.0,-417,32.0,1000,DISTRICT23,TABLET
SP,Feb 2024,HEALTH CENTER,1077.0,349.0,409.0,910.0,,565.0,64,,1000,DISTRICT18,TABLET
QUIN,Apr 2025,HEALTH CENTER,1305.0,,363.0,3421.0,,0.0,433,485.0,1000,DISTRICT28,TABLET
QUIN,Oct 2024,HEALTH CENTER,178.0,0.0,,,,74.0,306,,1000,DISTRICT21,TABLET
ACT-GC,Jul 2024,DISTRICT HOSPITAL,571.0,819.0,,955.0,,,-395,626.0,30,DISTRICT36,BLISTER
ACT-INF,Sep 2024,HEALTH CENTER,157.0,0.0,,170.0,,114.0,448,49.0,25,DISTRICT1,BLISTER
ITN,Oct 2025,HEALTH CENTER,,0.0,19.0,,,1.0,244,5.0,30,DISTRICT25,PIECE
PYRA-SAC,Jul 2024,HEALTH CENTER,337.0,536.0,,1564.0,,1.0,28,278.0,100,DISTRICT32,SACHET
ACT-INF,Oct 2024,DISTRICT HOSPITAL,590.0,,258.0,429.0,,4934.0,-451,169.0,30,DISTRICT35,BLISTER
ACT-AD,May 2025,HEALTH CENTER,181.0,18.0,18.0,,,278.0,95,,1,DISTRICT3,BLISTER
PYRA-SAC,Apr 2024,HEALTH CENTER,,556.0,,2231.0,,153.0,-110,298.0,5,DISTRICT32,SACHET
RDT,Mar 2025,DISTRICT HOSPITAL,230.0,,84.0,782.0,,43.0,-178,93.0,1,DISTRICT31,PIECE
PYRA-SAC,Feb 2025,HEALTH CENTER,429.0,,60.0,2155.0,,0.0,375,93.0,5,DISTRICT26,SACHET
PYRA-COMP,Feb 2024,HEALTH CENTER,,0.0,59.0,,1092.0,0.0,130,,30,DISTRICT15,TABLET
RDT,Jan 2024,HEALTH CENTER,,88.0,478.0,986.0,,306.0,70,192.0,1,DISTRICT3,PIECE
ACT-GC,Jul 2024,HEALTH CENTER,2045.0,,204.0,635.0,517.0,206.0,-543,305.0,1000,DISTRICT17,BLISTER
ART-SUP,Dec 2023,HEALTH CENTER,,,270.0,,,7.0,-932,,25,DISTRICT28,CAPSULE
ACT-GC,Jan 2024,HEALTH CENTER,74.0,1162.0,,,794.0,147.0,398,,30,DISTRICT20,BLISTER
PYRA-SAC,Jan 2025,HEALTH CENTER,1114.0,,154.0,,240.0,,-165,33.0,1,DISTRICT20,SACHET
PYRA-COMP,May 2024,HEALTH CENTER,588.0,69.0,204.0,1323.0,836.0,,706,,5,DISTRICT12,TABLET
PYRA-SAC,Dec 2023,HEALTH CENTER,,0.0,,73.0,197.0,0.0,90,3.0,5,DISTRICT29,SACHET
ITN,Jan 2024,HEALTH CENTER,,27.0,3.0,,,0.0,778,3.0,50,DISTRICT32,PIECE
RDT,Nov 2025,HEALTH CENTER,2925.0,,378.0,3827.0,1637.0,2056.0,230,817.0,1,DISTRICT8,PIECE
ART-INJ,Mar 2025,HEALTH CENTER,3.0,0.0,,,,0.0,-636,1.0,2,DISTRICT2,VIAL
SP,Jan 2024,HEALTH CENTER,427.0,,,32.0,,80.0,-437,1.0,2,DISTRICT4,TABLET
ART-INJ,Aug 2025,HEALTH CENTER,,0.0,181.0,213.0,,,-75,126.0,1,DISTRICT26,VIAL
ITN,Apr 2025,HEALTH CENTER,,0.0,,36.0,,401.0,374,2.0,25,DISTRICT32,PIECE
QUIN,Jul 2024,HEALTH CENTER,,0.0,,1943.0,,61.0,192,,30,DISTRICT32,TABLET
QUIN,Feb 2025,HEALTH CENTER,,0.0,,964.0,,0.0,99,65.0,30,DISTRICT13,TABLET
QUIN,Jan 2024,HEALTH CENTER,,,537.0,1372.0,,,-19,,30,DISTRICT7,TABLET
ACT-INF,May 2024,HEALTH CENTER,95.0,241.0,162.0,966.0,1284.0,,-264,,30,DISTRICT9,BLISTER
ACT-GC,May 2024,HEALTH CENTER,5167.0,,768.0,4019.0,,1601.0,-187,1152.0,1000,DISTRICT33,BLISTER
SP,Oct 2025,HEALTH CENTER,,538.0,,,369.0,,98,22.0,1000,DISTRICT20,TABLET
ART-INJ,Oct 2025,HEALTH CENTER,,,241.0,2723.0,,,-888,348.0,1000,DISTRICT25,VIAL
ART-SUP,May 2024,HEALTH CENTER,1692.0,171.0,1287.0,1994.0,,53.0,-235,995.0,1,DISTRICT29,CAPSULE
ACT-GC,Dec 2024,HEALTH CENTER,2151.0,,595.0,2096.0,,31.0,435,,30,DISTRICT13,BLISTER
PYRA-SAC,Feb 2025,HEALTH CENTER,,,86.0,,,,-250,140.0,2,DISTRICT3,SACHET
ACT-INF,Oct 2024,HEALTH CENTER,,,454.0,1873.0,,273.0,207,118.0,30,DISTRICT8,BLISTER
ACT-INF,May 2025,HEALTH CENTER,20.0,1.0,279.0,162.0,977.0,,339,,1000,DISTRICT31,BLISTER
PYRA-COMP,Mar 2025,HEALTH CENTER,3046.0,73.0,622.0,2166.0,,,-315,,1,DISTRICT29,TABLET
ACT-INF,Dec 2024,HEALTH CENTER,,208.0,293.0,526.0,,,0,202.0,1,DISTRICT26,BLISTER
ACT-INF,Nov 2024,HEALTH CENTER,126.0,30.0,,,,268.0,494,32.0,2,DISTRICT33,BLISTER
RDT,Oct 2025,HEALTH CENTER,2876.0,156.0,385.0,,,917.0,-256,338.0,2,DISTRICT1,PIECE
ART-INJ,Dec 2024,HEALTH CENTER,,,57.0,1.0,,260.0,42,18.0,25,DISTRICT9,VIAL
ACT-GC,Aug 2024,HEALTH CENTER,4311.0,14.0,,1536.0,,7473.0,-42,615.0,1000,DISTRICT13,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,1071.0,6.0,218.0,839.0,,,-791,289.0,1,DISTRICT35,VIAL
ACT-AD,Aug 2024,HEALTH CENTER,133.0,0.0,20.0,23.0,,,-304,,25,DISTRICT22,BLISTER
PYRA-SAC,May 2025,HEALTH CENTER,,0.0,18.0,5.0,,113.0,285,,1,DISTRICT30,SACHET
QUIN,Sep 2024,DISTRICT HOSPITAL,2.0,0.0,2.0,12.0,,3293.0,108,,50,DISTRICT38,TABLET
PYRA-SAC,Apr 2025,HEALTH CENTER,2944.0,7.0,,,,,-291,73.0,50,DISTRICT7,SACHET
ACT-INF,Dec 2024,HEALTH CENTER,1500.0,0.0,70.0,96.0,,,-368,9.0,2,DISTRICT13,BLISTER
ACT-INF,Apr 2025,HEALTH CENTER,,,2125.0,,,1840.0,-159,2461.0,30,DISTRICT15,BLISTER
PYRA-SAC,Sep 2024,HEALTH CENTER,731.0,2.0,110.0,,,783.0,-113,38.0,5,DISTRICT28,SACHET
ACT-INF,May 2025,HEALTH CENTER,117.0,,,565.0,,1830.0,-247,462.0,1,DISTRICT6,BLISTER
ITN,Jun 2024,HEALTH CENTER,115.0,,6.0,129.0,,0.0,106,,25,DISTRICT9,PIECE
ACT-SC,Apr 2024,HEALTH CENTER,79.0,93.0,,215.0,,3.0,206,,1,DISTRICT23,BLISTER
SP,Dec 2023,HEALTH CENTER,330.0,,23.0,34.0,,191.0,119,10.0,30,DISTRICT20,TABLET
SP,Jun 2025,HEALTH CENTER,1739.0,,,,,2601.0,172,,30,DISTRICT33,TABLET
ACT-INF,Jun 2024,HEALTH CENTER,,12.0,,251.0,340.0,101.0,273,91.0,1,DISTRICT31,BLISTER
ACT-SC,Apr 2024,HEALTH CENTER,256.0,771.0,,,,84.0,-69,69.0,30,DISTRICT7,BLISTER
ART-SUP,May 2025,HEALTH CENTER,,240.0,580.0,1095.0,,2166.0,881,961.0,1,DISTRICT25,CAPSULE
SP,Oct 2024,DISTRICT HOSPITAL,199.0,,125.0,101.0,,213.0,262,106.0,1000,DISTRICT13,TABLET
PYRA-SAC,Nov 2025,HEALTH CENTER,2463.0,299.0,1568.0,,,109.0,-390,2697.0,2,DISTRICT5,SACHET
ACT-INF,Jan 2025,HEALTH CENTER,738.0,99.0,442.0,222.0,,0.0,-711,204.0,50,DISTRICT29,BLISTER
PYRA-SAC,Aug 2025,HEALTH CENTER,,497.0,,,,,-765,87.0,5,DISTRICT29,SACHET
ITN,Apr 2025,HEALTH CENTER,304.0,0.0,50.0,9.0,,,-87,72.0,50,DISTRICT29,PIECE
ART-INJ,Mar 2024,HEALTH CENTER,63.0,36.0,166.0,120.0,,4019.0,712,156.0,2,DISTRICT1,VIAL
SP,Aug 2024,HEALTH CENTER,3.0,578.0,19.0,34.0,,707.0,281,,30,DISTRICT8,TABLET
PYRA-COMP,Aug 2025,HEALTH CENTER,1111.0,21.0,,1898.0,,1815.0,-625,713.0,30,DISTRICT19,TABLET
RDT,May 2024,HEALTH CENTER,3565.0,157.0,491.0,1914.0,,,-377,389.0,30,DISTRICT19,PIECE
RDT,Apr 2024,HEALTH CENTER,269.0,,141.0,664.0,,,314,114.0,5,DISTRICT25,PIECE
SP,Apr 2025,HEALTH CENTER,,1.0,152.0,527.0,,,681,147.0,30,DISTRICT12,TABLET
SP,Jul 2025,HEALTH CENTER,,,79.0,,,3.0,369,98.0,1000,DISTRICT13,TABLET
SP,Sep 2024,HEALTH CENTER,2006.0,15.0,614.0,2198.0,,9060.0,-401,783.0,30,DISTRICT20,TABLET
ACT-INF,Oct 2025,HEALTH CENTER,,1.0,1.0,13.0,,,-327,6.0,30,DISTRICT31,BLISTER
SP,Jun 2024,HEALTH CENTER,2575.0,,531.0,711.0,,13394.0,198,132.0,30,DISTRICT24,TABLET
SP,Dec 2023,HEALTH CENTER,4822.0,0.0,,1901.0,,34.0,295,,1000,DISTRICT17,TABLET
QUIN,Jan 2025,HEALTH CENTER,100.0,0.0,12.0,59.0,,0.0,959,3.0,1000,DISTRICT22,TABLET
ACT-AD,Jul 2025,HEALTH CENTER,,566.0,556.0,908.0,915.0,2610.0,34,350.0,1,DISTRICT7,BLISTER
ITN,May 2025,HEALTH CENTER,32.0,1738.0,,73.0,,1.0,-918,59.0,5,DISTRICT10,PIECE
ACT-GC,Apr 2024,HEALTH CENTER,222.0,,53.0,258.0,,49.0,16,15.0,50,DISTRICT27,BLISTER
ART-SUP,Dec 2023,HEALTH CENTER,2214.0,,588.0,2350.0,,,499,186.0,30,DISTRICT20,CAPSULE
SP,Oct 2024,HEALTH CENTER,,0.0,98.0,,162.0,0.0,-130,40.0,1,DISTRICT31,TABLET
ART-INJ,May 2024,HEALTH CENTER,228.0,30.0,125.0,,66.0,15.0,341,92.0,1,DISTRICT7,VIAL
PYRA-SAC,Feb 2024,HEALTH CENTER,120.0,0.0,,17.0,,0.0,-188,9.0,5,DISTRICT4,SACHET
SP,Jul 2025,HEALTH CENTER,,0.0,177.0,27.0,,250.0,829,51.0,1000,DISTRICT32,TABLET
ART-INJ,Oct 2024,HEALTH CENTER,,76.0,,1044.0,1880.0,2098.0,460,4.0,30,DISTRICT5,VIAL
QUIN,Jun 2024,HEALTH CENTER,1370.0,,,848.0,940.0,651.0,37,118.0,1000,DISTRICT1,TABLET
