product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
ACT-INF,Nov 2025,HEALTH CENTER,1995.0,1.0,,,,789.0,-705,120.0,100,DISTRICT20,BLISTER
PYRA-COMP,Feb 2024,HEALTH CENTER,1933.0,0.0,278.0,1006.0,,1162.0,-1096,,5,DISTRICT14,TABLET
RDT,Jun 2024,HEALTH CENTER,5.0,3.0,7.0,5.0,,815.0,-1004,,30,DISTRICT13,PIECE
RDT,Aug 2024,HEALTH CENTER,,828.0,61.0,,,,-213,,1,DISTRICT23,PIECE
ITN,Jul 2024,HEALTH CENTER,687.0,15.0,,757.0,,0.0,-879,14.0,30,DISTRICT33,PIECE
ACT-GC,Aug 2025,HEALTH CENTER,33.0,30.0,61.0,,118.0,52.0,524,30.0,100,DISTRICT31,BLISTER
ART-INJ,Apr 2024,HEALTH CENTER,325.0,1764.0,332.0,374.0,,,409,437.0,30,DISTRICT37,VIAL
ART-INJ,Jan 2025,HEALTH CENTER,2410.0,,596.0,2642.0,931.0,5201.0,426,665.0,30,DISTRICT13,VIAL
ITN,Nov 2025,HEALTH CENTER,4225.0,1.0,1539.0,,,1069.0,191,,1,DISTRICT29,PIECE
SP,Jul 2024,HEALTH CENTER,243.0,2.0,101.0,500.0,,2000.0,-430,84.0,1000,DISTRICT1,TABLET
ITN,Jul 2025,HEALTH CENTER,131.0,6.0,32.0,,254.0,2.0,-215,,30,DISTRICT27,PIECE
ART-SUP,May 2024,HEALTH CENTER,435.0,1167.0,434.0,,,0.0,412,249.0,1000,DISTRICT29,CAPSULE
ITN,Jun 2025,HEALTH CENTER,4001.0,195.0,1246.0,2874.0,,5432.0,-37,1466.0,50,DISTRICT3,PIECE
ART-INJ,Feb 2024,DISTRICT HOSPITAL,,,196.0,952.0,,3797.0,-886,202.0,1,DISTRICT19,VIAL
QUIN,Jul 2024,DISTRICT HOSPITAL,1058.0,,137.0,671.0,,,136,,50,DISTRICT1,TABLET
PYRA-SAC,Aug 2025,DISTRICT HOSPITAL,,797.0,83.0,297.0,304.0,,34,192.0,1,DISTRICT15,SACHET
ART-SUP,Mar 2024,HEALTH CENTER,1496.0,1009.0,,,2298.0,,-452,,30,DISTRICT25,CAPSULE
ACT-GC,Jun 2024,HEALTH CENTER,621.0,,,778.0,,5.0,257,,30,DISTRICT30,BLISTER
SP,Dec 2024,HEALTH CENTER,225.0,15.0,15.0,26.0,,,500,6.0,1000,DISTRICT37,TABLET
ITN,Oct 2025,HEALTH CENTER,1273.0,0.0,636.0,1482.0,,1074.0,87,,30,DISTRICT36,PIECE
PYRA-COMP,Nov 2024,HEALTH CENTER,1583.0,1655.0,763.0,1066.0,,120.0,-92,353.0,2,DISTRICT1,TABLET
ART-SUP,Jan 2024,HEALTH CENTER,,47.0,20.0,,,6.0,137,120.0,30,DISTRICT32,CAPSULE
ACT-SC,Jan 2025,HEALTH CENTER,1255.0,,,2489.0,,3.0,115,,30,DISTRICT5,BLISTER
ACT-GC,Oct 2025,HEALTH CENTER,762.0,,236.0,1741.0,,1.0,-367,,50,DISTRICT20,BLISTER
SP,Oct 2025,HEALTH CENTER,782.0,29.0,110.0,1226.0,,16.0,401,430.0,1000,DISTRICT13,TABLET
SP,Feb 2025,HEALTH CENTER,535.0,563.0,208.0,168.0,365.0,18.0,594,301.0,30,DISTRICT29,TABLET
ART-INJ,May 2024,HEALTH CENTER,137.0,,20.0,,,,13,1.0,1000,DISTRICT33,VIAL
QUIN,Jun 2024,HEALTH CENTER,28.0,163.0,62.0,504.0,,,119,,1000,DISTRICT36,TABLET
ART-SUP,Dec 2023,HEALTH CENTER,2435.0,,325.0,,,266.0,-597,,1,DISTRICT5,CAPSULE
ACT-GC,Aug 2024,HEALTH CENTER,1057.0,,,477.0,,878.0,-115,199.0,1000,DISTRICT25,BLISTER
ITN,Aug 2025,HEALTH CENTER,1293.0,0.0,,267.0,,10783.0,93,484.0,25,DISTRICT5,PIECE
RDT,Apr 2025,HEALTH CENTER,450.0,3.0,179.0,337.0,,339.0,744,241.0,2,DISTRICT38,PIECE
ACT-SC,Oct 2024,HEALTH CENTER,,0.0,4.0,,,1.0,-818,,1,DISTRICT5,BLISTER
ACT-AD,Dec 2023,HEALTH CENTER,,,,,220.0,178.0,-551,,2,DISTRICT2,BLISTER
ACT-AD,Nov 2024,HEALTH CENTER,503.0,125.0,,,,0.0,204,75.0,100,DISTRICT29,BLISTER
ACT-SC,Jun 2025,HEALTH CENTER,,,429.0,2879.0,,164.0,292,156.0,50,DISTRICT25,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,80.0,0.0,24.0,51.0,,34.0,-244,,50,DISTRICT15,BLISTER
ITN,Apr 2024,HEALTH CENTER,93.0,0.0,,136.0,,2.0,620,4.0,1,DISTRICT8,PIECE
ACT-SC,Jan 2025,HEALTH CENTER,6.0,62.0,,56.0,548.0,0.0,105,,30,DISTRICT6,BLISTER
ACT-SC,Dec 2023,HEALTH CENTER,,215.0,485.0,694.0,,653.0,-320,117.0,2,DISTRICT32,BLISTER
ACT-SC,Mar 2025,HEALTH CENTER,1539.0,5.0,487.0,1760.0,,12784.0,387,499.0,30,DISTRICT30,BLISTER
ART-SUP,Jul 2024,HEALTH CENTER,288.0,,50.0,128.0,,168.0,-98,39.0,2,DISTRICT25,CAPSULE
ACT-GC,Aug 2024,HEALTH CENTER,,0.0,313.0,,427.0,,-637,,30,DISTRICT31,BLISTER
ACT-AD,Jan 2025,HEALTH CENTER,710.0,,52.0,671.0,,1.0,125,19.0,25,DISTRICT25,BLISTER
ACT-SC,Sep 2025,DISTRICT HOSPITAL,5400.0,1377.0,,3465.0,1504.0,4592.0,508,,1000,DISTRICT13,BLISTER
RDT,Jan 2025,DISTRICT HOSPITAL,4671.0,,,,590.0,2777.0,437,,1,DISTRICT38,PIECE
ACT-SC,Apr 2025,HEALTH CENTER,123.0,2.0,10.0,358.0,315.0,0.0,-191,3.0,1,DISTRICT29,BLISTER
RDT,May 2025,HEALTH CENTER,641.0,,545.0,116.0,,10907.0,-101,,1,DISTRICT28,PIECE
ACT-AD,Feb 2024,HEALTH CENTER,,,302.0,342.0,,305.0,368,86.0,30,DISTRICT8,BLISTER
ITN,Nov 2025,HEALTH CENTER,6764.0,,473.0,4499.0,116.0,0.0,-208,,100,DISTRICT23,PIECE
ACT-SC,Nov 2025,HEALTH CENTER,210.0,2.0,,180.0,665.0,0.0,-694,22.0,1000,DISTRICT31,BLISTER
QUIN,Dec 2024,HEALTH CENTER,909.0,,,,,3201.0,-325,185.0,1000,DISTRICT13,TABLET
SP,Mar 2024,HEALTH CENTER,1042.0,,156.0,,,,62,40.0,1000,DISTRICT30,TABLET
ACT-AD,Jan 2025,HEALTH CENTER,82.0,0.0,42.0,47.0,,6649.0,331,,1,DISTRICT3,BLISTER
ART-INJ,Aug 2025,HEALTH CENTER,2329.0,124.0,,,,,81,,25,DISTRICT21,VIAL
PYRA-COMP,Feb 2024,HEALTH CENTER,5.0,,11.0,6.0,,10.0,165,8.0,25,DISTRICT20,TABLET
ITN,Dec 2023,HEALTH CENTER,,0.0,265.0,200.0,,10.0,290,,50,DISTRICT16,PIECE
RDT,Jul 2025,HEALTH CENTER,,7.0,302.0,,,0.0,-135,53.0,50,DISTRICT13,PIECE
PYRA-COMP,Oct 2024,DISTRICT HOSPITAL,11.0,146.0,,68.0,,4299.0,664,21.0,25,DISTRICT23,TABLET
ACT-SC,Sep 2025,HEALTH CENTER,,0.0,39.0,1784.0,,,-216,,1000,DISTRICT28,BLISTER
PYRA-COMP,Mar 2025,HEALTH CENTER,,3.0,1026.0,1234.0,,1906.0,-341,491.0,2,DISTRICT31,TABLET
ACT-AD,Dec 2024,HEALTH CENTER,,0.0,212.0,,,5.0,394,84.0,25,DISTRICT12,BLISTER
ACT-GC,Feb 2024,HEALTH CENTER,885.0,0.0,167.0,,1326.0,374.0,81,,1000,DISTRICT31,BLISTER
ART-INJ,Sep 2025,HEALTH CENTER,,211.0,,241.0,,0.0,-624,7.0,100,DISTRICT6,VIAL
ART-INJ,Sep 2025,HEALTH CENTER,488.0,,,423.0,,2146.0,732,691.0,30,DISTRICT29,VIAL
ACT-GC,Sep 2025,HEALTH CENTER,2601.0,1.0,,,,821.0,477,678.0,100,DISTRICT1,BLISTER
ACT-GC,Sep 2025,HEALTH CENTER,5.0,2.0,9.0,,742.0,2.0,-240,4.0,1000,DISTRICT26,BLISTER
ACT-INF,Dec 2024,HEALTH CENTER,901.0,81.0,273.0,1879.0,356.0,,-762,164.0,1000,DISTRICT38,BLISTER
ART-SUP,Apr 2025,HEALTH CENTER,,836.0,,647.0,498.0,4909.0,317,,25,DISTRICT28,CAPSULE
SP,Aug 2024,HEALTH CENTER,2799.0,0.0,116.0,3462.0,,0.0,-555,17.0,1000,DISTRICT13,TABLET
QUIN,Apr 2024,HEALTH CENTER,344.0,0.0,8.0,63.0,677.0,,-209,1.0,100,DISTRICT36,TABLET
ACT-SC,Mar 2025,HEALTH CENTER,,34.0,411.0,1373.0,226.0,3620.0,252,89.0,2,DISTRICT30,BLISTER
ITN,Aug 2025,HEALTH CENTER,848.0,94.0,394.0,1059.0,,323.0,76,212.0,100,DISTRICT31,PIECE
SP,Aug 2025,HEALTH CENTER,2041.0,,,1793.0,,1515.0,-112,,30,DISTRICT27,TABLET
PYRA-COMP,Sep 2025,DISTRICT HOSPITAL,,,1.0,,,0.0,-227,,25,DISTRICT13,TABLET
RDT,Apr 2025,HEALTH CENTER,,0.0,5.0,,335.0,0.0,-118,12.0,25,DISTRICT24,PIECE
ART-SUP,Oct 2025,HEALTH CENTER,1897.0,,509.0,3430.0,,50.0,-161,334.0,30,DISTRICT36,CAPSULE
ACT-AD,Nov 2025,HEALTH CENTER,2710.0,,801.0,691.0,,,-55,626.0,25,DISTRICT33,BLISTER
ART-SUP,Jun 2024,HEALTH CENTER,,,124.0,33.0,206.0,0.0,-143,,50,DISTRICT35,CAPSULE
QUIN,Mar 2024,HEALTH CENTER,,0.0,288.0,1408.0,,289.0,-404,254.0,1000,DISTRICT4,TABLET
ACT-GC,Jul 2025,HEALTH CENTER,53.0,107.0,,116.0,717.0,108.0,-983,28.0,30,DISTRICT14,BLISTER
ACT-SC,Aug 2025,HEALTH CENTER,2938.0,,399.0,3175.0,415.0,75.0,-65,415.0,1,DISTRICT28,BLISTER
ACT-INF,Jun 2025,HEALTH CENTER,1981.0,0.0,392.0,597.0,,195.0,-689,,30,DISTRICT11,BLISTER
ACT-SC,Nov 2025,HEALTH CENTER,26.0,347.0,260.0,,984.0,,78,32.0,1,DISTRICT4,BLISTER
ITN,May 2024,HEALTH CENTER,217.0,0.0,,197.0,,0.0,-155,65.0,30,DISTRICT33,PIECE
ACT-GC,Sep 2025,HEALTH CENTER,537.0,0.0,133.0,77.0,1070.0,2935.0,122,210.0,1,DISTRICT32,BLISTER
ART-INJ,Oct 2024,HEALTH CENTER,261.0,24.0,179.0,,,,-60,,1,DISTRICT18,VIAL
ACT-SC,Nov 2024,HEALTH CENTER,3254.0,,,3566.0,1691.0,1612.0,95,1233.0,1000,DISTRICT21,BLISTER
ART-SUP,Nov 2025,HEALTH CENTER,1128.0,,119.0,1114.0,1515.0,,-7,,1,DISTRICT25,CAPSULE
ACT-AD,Aug 2024,HEALTH CENTER,,,127.0,2422.0,,1.0,-349,247.0,30,DISTRICT13,BLISTER
ACT-SC,Dec 2023,HEALTH CENTER,549.0,,161.0,861.0,,0.0,-168,52.0,1,DISTRICT3,BLISTER
ITN,Jun 2024,HEALTH CENTER,1140.0,1213.0,360.0,780.0,,2.0,-147,94.0,30,DISTRICT11,PIECE
ITN,Apr 2025,HEALTH CENTER,2735.0,135.0,656.0,,,685.0,38,812.0,30,DISTRICT1,PIECE
ART-SUP,Nov 2024,HEALTH CENTER,,220.0,181.0,1160.0,438.0,535.0,335,152.0,1,DISTRICT22,CAPSULE
ART-SUP,Sep 2025,NATIONAL HOSPITAL,,16.0,,3693.0,2034.0,1225.0,83,,1,DISTRICT26,CAPSULE
ACT-AD,Jun 2025,HEALTH CENTER,3232.0,,365.0,2374.0,,7.0,-165,376.0,5,DISTRICT32,BLISTER
PYRA-COMP,Aug 2024,HEALTH CENTER,355.0,,,247.0,,2389.0,-401,,25,DISTRICT14,TABLET
PYRA-COMP,Aug 2025,HEALTH CENTER,15.0,,,51.0,,,-42,25.0,2,DISTRICT24,TABLET
PYRA-SAC,Oct 2025,HEALTH CENTER,706.0,0.0,220.0,,,3.0,-761,,1,DISTRICT5,SACHET
ACT-SC,May 2025,HEALTH CENTER,499.0,,26.0,103.0,,5.0,-90,33.0,25,DISTRICT8,BLISTER
QUIN,Apr 2024,HEALTH CENTER,,0.0,12.0,,742.0,1447.0,-299,,1000,DISTRICT13,TABLET
ART-SUP,Apr 2025,HEALTH CENTER,515.0,,549.0,1518.0,,3110.0,-359,1176.0,100,DISTRICT17,CAPSULE
QUIN,Oct 2025,HEALTH CENTER,,138.0,346.0,,517.0,,-432,79.0,1000,DISTRICT23,TABLET
SP,Feb 2024,HEALTH CENTER,47.0,0.0,2.0,,386.0,,331,,1000,DISTRICT13,TABLET
QUIN,Aug 2024,HEALTH CENTER,,0.0,125.0,439.0,,2.0,255,229.0,1000,DISTRICT37,TABLET
SP,Feb 2025,HEALTH CENTER,,0.0,,,205.0,,-360,134.0,1000,DISTRICT10,TABLET
QUIN,Dec 2024,HEALTH CENTER,,0.0,96.0,56.0,,179.0,-491,52.0,50,DISTRICT13,TABLET
ART-SUP,Mar 2025,HEALTH CENTER,573.0,201.0,343.0,,,477.0,-216,299.0,1,DISTRICT31,CAPSULE
ACT-SC,Jun 2024,HEALTH CENTER,,672.0,,2365.0,,0.0,-279,,50,DISTRICT9,BLISTER
PYRA-SAC,Apr 2025,HEALTH CENTER,1641.0,,276.0,1146.0,764.0,,385,214.0,5,DISTRICT32,SACHET
SP,Dec 2024,HEALTH CENTER,2887.0,1629.0,688.0,,,40.0,-610,,30,DISTRICT14,TABLET
QUIN,Aug 2025,HEALTH CENTER,,,262.0,337.0,,219.0,-242,,30,DISTRICT8,TABLET
ACT-INF,Mar 2024,HEALTH CENTER,88.0,19.0,,92.0,,0.0,-272,,1000,DISTRICT21,BLISTER
QUIN,Sep 2024,HEALTH CENTER,183.0,34.0,34.0,58.0,756.0,,91,2.0,30,DISTRICT8,TABLET
ART-SUP,Jan 2024,HEALTH CENTER,297.0,123.0,,343.0,,168.0,-569,219.0,50,DISTRICT36,CAPSULE
PYRA-COMP,Oct 2025,HEALTH CENTER,519.0,91.0,297.0,320.0,,6.0,62,340.0,2,DISTRICT9,TABLET
ACT-INF,Aug 2025,DISTRICT HOSPITAL,,0.0,294.0,,,79.0,-391,,30,DISTRICT1,BLISTER
PYRA-COMP,Dec 2023,HEALTH CENTER,,5.0,356.0,765.0,,4172.0,-63,720.0,1,DISTRICT38,TABLET
ACT-INF,Aug 2025,HEALTH CENTER,2685.0,0.0,324.0,,,3453.0,746,162.0,30,DISTRICT9,BLISTER
ITN,Sep 2024,HEALTH CENTER,,,,285.0,,69.0,106,,1,DISTRICT31,PIECE
SP,Jan 2024,HEALTH CENTER,,,374.0,1844.0,,0.0,-724,231.0,30,DISTRICT28,TABLET
ACT-INF,Aug 2025,HEALTH CENTER,2833.0,327.0,976.0,4040.0,524.0,,-49,,100,DISTRICT16,BLISTER
PYRA-COMP,Mar 2024,HEALTH CENTER,884.0,3.0,172.0,421.0,,0.0,-355,31.0,1,DISTRICT26,TABLET
ACT-GC,Mar 2024,HEALTH CENTER,78.0,183.0,,212.0,893.0,272.0,702,119.0,1000,DISTRICT13,BLISTER
ITN,Feb 2024,HEALTH CENTER,54.0,48.0,,221.0,102.0,0.0,122,40.0,1,DISTRICT20,PIECE
RDT,Jul 2024,HEALTH CENTER,816.0,2.0,,,,,788,,30,DISTRICT9,PIECE
ACT-INF,Apr 2025,HEALTH CENTER,514.0,806.0,596.0,917.0,499.0,2775.0,-161,471.0,1000,DISTRICT16,BLISTER
SP,Feb 2024,HEALTH CENTER,852.0,0.0,20.0,,,0.0,-23,,1000,DISTRICT10,TABLET
PYRA-COMP,Jan 2025,REGIONAL HOSPITAL,846.0,,66.0,1712.0,,0.0,272,38.0,25,DISTRICT10,TABLET
ITN,Mar 2025,HEALTH CENTER,697.0,319.0,421.0,,,3.0,51,,1,DISTRICT27,PIECE
QUIN,Aug 2025,HEALTH CENTER,128.0,,223.0,527.0,,474.0,-431,149.0,30,DISTRICT29,TABLET
PYRA-SAC,Dec 2023,HEALTH CENTER,45.0,,,39.0,,,156,,1,DISTRICT5,SACHET
ART-INJ,Feb 2024,HEALTH CENTER,285.0,152.0,,514.0,,,215,,2,DISTRICT36,VIAL
ACT-SC,Jan 2024,DISTRICT HOSPITAL,,,430.0,,878.0,86.0,221,,1000,DISTRICT20,BLISTER
SP,Nov 2024,HEALTH CENTER,1243.0,502.0,349.0,1737.0,,,-304,232.0,30,DISTRICT15,TABLET
PYRA-COMP,May 2025,HEALTH CENTER,1.0,,0.0,1.0,528.0,93.0,54,0.0,2,DISTRICT16,TABLET
ACT-GC,Mar 2024,HEALTH CENTER,1538.0,6.0,227.0,685.0,,315.0,-118,52.0,25,DISTRICT31,BLISTER
ACT-GC,Jan 2025,HEALTH CENTER,896.0,3.0,159.0,1006.0,,3419.0,-452,106.0,30,DISTRICT3,BLISTER
SP,Nov 2024,HEALTH CENTER,340.0,,348.0,957.0,,0.0,-88,189.0,30,DISTRICT5,TABLET
ART-SUP,May 2025,HEALTH CENTER,,505.0,110.0,,,0.0,-966,30.0,2,DISTRICT22,CAPSULE
ART-INJ,Sep 2024,NATIONAL HOSPITAL,2372.0,,,,,693.0,-380,404.0,2,DISTRICT29,VIAL
SP,Mar 2025,HEALTH CENTER,3749.0,,317.0,2562.0,,1.0,705,422.0,1000,DISTRICT30,TABLET
ITN,Jan 2025,HEALTH CENTER,493.0,41.0,40.0,186.0,438.0,,-426,23.0,1,DISTRICT19,PIECE
QUIN,Sep 2024,HEALTH CENTER,,1082.0,102.0,839.0,,175.0,157,,30,DISTRICT32,TABLET
ART-INJ,Apr 2025,HEALTH CENTER,3845.0,,247.0,,159.0,0.0,-3,284.0,30,DISTRICT32,VIAL
RDT,Jun 2024,HEALTH CENTER,,236.0,1492.0,3233.0,1160.0,4660.0,561,938.0,30,DISTRICT28,PIECE
ART-SUP,Oct 2024,HEALTH CENTER,,631.0,,3476.0,,0.0,530,,25,DISTRICT14,CAPSULE
ITN,Aug 2025,HEALTH CENTER,300.0,0.0,15.0,311.0,483.0,,445,3.0,30,DISTRICT33,PIECE
ART-SUP,Sep 2025,HEALTH CENTER,574.0,2297.0,308.0,,,798.0,326,,30,DISTRICT16,CAPSULE
ACT-INF,Dec 2024,HEALTH CENTER,936.0,3.0,226.0,2028.0,,836.0,801,255.0,30,DISTRICT27,BLISTER
RDT,Oct 2025,HEALTH CENTER,220.0,1.0,20.0,,,12.0,-150,1.0,30,DISTRICT33,PIECE
ART-INJ,Dec 2023,HEALTH CENTER,1866.0,0.0,,2258.0,1329.0,,499,156.0,30,DISTRICT33,VIAL
ACT-SC,Jun 2024,HEALTH CENTER,80.0,781.0,231.0,,,97.0,286,,30,DISTRICT7,BLISTER
QUIN,Aug 2024,HEALTH CENTER,494.0,1104.0,153.0,985.0,,1062.0,-223,,1000,DISTRICT15,TABLET
ACT-SC,Jan 2024,HEALTH CENTER,125.0,,3.0,71.0,,279.0,418,,30,DISTRICT22,BLISTER
ACT-INF,Aug 2024,HEALTH CENTER,946.0,3.0,,1359.0,,1149.0,-821,,1000,DISTRICT38,BLISTER
ITN,Aug 2025,HEALTH CENTER,1428.0,0.0,98.0,320.0,,433.0,-198,75.0,1,DISTRICT13,PIECE
QUIN,May 2025,HEALTH CENTER,,0.0,96.0,787.0,,7.0,-271,178.0,25,DISTRICT23,TABLET
ART-INJ,Jun 2025,DISTRICT HOSPITAL,824.0,,52.0,175.0,634.0,0.0,-613,2.0,1000,DISTRICT10,VIAL
ART-SUP,Dec 2024,HEALTH CENTER,720.0,,411.0,926.0,,42.0,-692,,1,DISTRICT22,CAPSULE
ART-INJ,Apr 2025,HEALTH CENTER,,2.0,578.0,1343.0,340.0,12.0,447,194.0,1,DISTRICT36,VIAL
ACT-INF,Nov 2025,HEALTH CENTER,,0.0,76.0,150.0,,1.0,-336,149.0,1,DISTRICT14,BLISTER
ACT-SC,Jul 2024,HEALTH CENTER,3111.0,4.0,405.0,,,,-172,142.0,30,DISTRICT32,BLISTER
ACT-GC,Mar 2025,HEALTH CENTER,,0.0,,300.0,,181.0,-594,82.0,1,DISTRICT16,BLISTER
QUIN,Jan 2025,HEALTH CENTER,,0.0,75.0,687.0,,,774,25.0,30,DISTRICT9,TABLET
PYRA-COMP,Jul 2024,HEALTH CENTER,1488.0,,,,,,622,209.0,1,DISTRICT32,TABLET
ACT-AD,Jan 2024,HEALTH CENTER,294.0,67.0,,,,1686.0,321,5.0,25,DISTRICT31,BLISTER
PYRA-COMP,Jun 2025,HEALTH CENTER,,328.0,,,1141.0,,-400,,5,DISTRICT25,TABLET
ACT-INF,Feb 2025,HEALTH CENTER,3261.0,58.0,,1210.0,,6906.0,51,951.0,50,DISTRICT6,BLISTER
ACT-INF,Sep 2024,HEALTH CENTER,163.0,47.0,151.0,287.0,,638.0,483,232.0,2,DISTRICT1,BLISTER
ACT-GC,Oct 2024,HEALTH CENTER,4300.0,10.0,617.0,1306.0,,6750.0,359,586.0,30,DISTRICT24,BLISTER
ITN,Jun 2024,HEALTH CENTER,,5.0,716.0,1954.0,,1425.0,-39,514.0,1,DISTRICT33,PIECE
QUIN,Dec 2024,HEALTH CENTER,,,,18.0,,,-351,,100,DISTRICT31,TABLET
ACT-AD,Aug 2025,HEALTH CENTER,1253.0,,278.0,483.0,,0.0,-584,254.0,1,DISTRICT19,BLISTER
RDT,Oct 2025,HEALTH CENTER,1584.0,,515.0,2827.0,,8.0,-421,,30,DISTRICT16,PIECE
SP,Oct 2024,HEALTH CENTER,3161.0,821.0,,678.0,910.0,509.0,-108,136.0,50,DISTRICT9,TABLET
ART-SUP,Aug 2025,HEALTH CENTER,1473.0,12.0,,,877.0,,567,447.0,1,DISTRICT28,CAPSULE
ART-INJ,Mar 2025,HEALTH CENTER,142.0,586.0,,1037.0,,,-493,144.0,50,DISTRICT36,VIAL
ACT-AD,Jul 2025,HEALTH CENTER,,361.0,,,,0.0,-427,,1,DISTRICT30,BLISTER
QUIN,Jun 2024,HEALTH CENTER,,0.0,,2034.0,,2.0,82,39.0,1000,DISTRICT9,TABLET
ART-INJ,Feb 2024,HEALTH CENTER,1130.0,2.0,41.0,445.0,,2.0,-136,,1,DISTRICT19,VIAL
ITN,Aug 2025,HEALTH CENTER,,,338.0,296.0,1691.0,,-135,670.0,2,DISTRICT1,PIECE
ACT-SC,Apr 2024,HEALTH CENTER,,100.0,658.0,1818.0,313.0,695.0,-417,601.0,1000,DISTRICT23,BLISTER
ACT-AD,Dec 2023,HEALTH CENTER,203.0,39.0,9.0,241.0,,0.0,52,4.0,1,DISTRICT13,BLISTER
PYRA-COMP,Jun 2024,HEALTH CENTER,,1.0,1054.0,1989.0,,,1267,638.0,25,DISTRICT25,TABLET
PYRA-SAC,Jun 2024,HEALTH CENTER,212.0,2539.0,47.0,210.0,1442.0,243.0,-554,46.0,5,DISTRICT30,SACHET
ART-SUP,May 2024,HEALTH CENTER,421.0,,137.0,162.0,1053.0,185.0,-189,,2,DISTRICT25,CAPSULE
ACT-INF,Jun 2024,HEALTH CENTER,,2.0,362.0,,,306.0,437,239.0,30,DISTRICT8,BLISTER
RDT,Mar 2025,HEALTH CENTER,2093.0,36.0,475.0,697.0,,318.0,238,,1000,DISTRICT29,PIECE
ART-SUP,Jan 2024,HEALTH CENTER,186.0,,,110.0,459.0,18.0,239,26.0,2,DISTRICT7,CAPSULE
RDT,Dec 2024,HEALTH CENTER,469.0,0.0,25.0,,,0.0,-51,88.0,30,DISTRICT17,PIECE
ACT-SC,Nov 2024,HEALTH CENTER,3566.0,,433.0,,,9453.0,-678,,1,DISTRICT13,BLISTER
RDT,Dec 2023,HEALTH CENTER,1193.0,,983.0,,,417.0,147,978.0,30,DISTRICT26,PIECE
ART-INJ,Sep 2025,HEALTH CENTER,6087.0,313.0,2476.0,,1107.0,4477.0,-687,3117.0,1,DISTRICT16,VIAL
ART-SUP,Jun 2025,HEALTH CENTER,,0.0,15.0,24.0,112.0,2.0,-297,,25,DISTRICT9,CAPSULE
PYRA-COMP,Jul 2024,HEALTH CENTER,744.0,917.0,275.0,1005.0,885.0,1208.0,415,307.0,1,DISTRICT36,TABLET
ACT-GC,Dec 2024,HEALTH CENTER,16.0,0.0,39.0,71.0,,,-294,,1000,DISTRICT1,BLISTER
PYRA-SAC,Jul 2024,HEALTH CENTER,3629.0,92.0,690.0,3751.0,703.0,25.0,-119,518.0,50,DISTRICT13,SACHET
PYRA-COMP,Mar 2025,HEALTH CENTER,18.0,,,,630.0,,68,0.0,1,DISTRICT15,TABLET
ART-SUP,Jul 2024,HEALTH CENTER,204.0,1.0,49.0,199.0,,22.0,139,,5,DISTRICT9,CAPSULE
ACT-AD,Apr 2024,HEALTH CENTER,1326.0,0.0,16.0,528.0,,1.0,-8,,25,DISTRICT9,BLISTER
ART-INJ,Apr 2024,HEALTH CENTER,46.0,2.0,37.0,,,0.0,-491,,30,DISTRICT26,VIAL
PYRA-SAC,Nov 2025,HEALTH CENTER,140.0,,144.0,187.0,402.0,101.0,-160,99.0,2,DISTRICT12,SACHET
SP,Jul 2024,HEALTH CENTER,,177.0,2.0,192.0,,0.0,26,,1,DISTRICT4,TABLET
QUIN,Oct 2025,HEALTH CENTER,679.0,0.0,221.0,192.0,,179.0,663,83.0,30,DISTRICT37,TABLET
ACT-INF,Jul 2024,DISTRICT HOSPITAL,616.0,0.0,,576.0,,877.0,148,23.0,100,DISTRICT24,BLISTER
ACT-INF,Sep 2024,HEALTH CENTER,,,74.0,1237.0,,,181,105.0,30,DISTRICT6,BLISTER
ACT-SC,Aug 2025,HEALTH CENTER,4516.0,58.0,,,,0.0,45,,30,DISTRICT30,BLISTER
PYRA-COMP,Apr 2025,HEALTH CENTER,,0.0,5.0,50.0,841.0,0.0,-530,,1,DISTRICT14,TABLET
ITN,Jan 2025,HEALTH CENTER,1492.0,1817.0,438.0,2142.0,109.0,1.0,492,,50,DISTRICT33,PIECE
QUIN,Sep 2024,HEALTH CENTER,126.0,,23.0,18.0,1149.0,30.0,-205,63.0,1000,DISTRICT33,TABLET
PYRA-SAC,Dec 2024,HEALTH CENTER,,,344.0,436.0,,159.0,-8,315.0,2,DISTRICT37,SACHET
PYRA-COMP,Jun 2024,HEALTH CENTER,631.0,12.0,194.0,876.0,725.0,400.0,-311,477.0,5,DISTRICT15,TABLET
ITN,Apr 2024,HEALTH CENTER,941.0,888.0,,,,4706.0,688,,30,DISTRICT13,PIECE
ACT-GC,Jan 2025,HEALTH CENTER,47.0,0.0,15.0,47.0,,1.0,-473,6.0,50,DISTRICT15,BLISTER
ART-SUP,Mar 2025,HEALTH CENTER,,22.0,875.0,2457.0,,4.0,358,483.0,2,DISTRICT29,CAPSULE
ACT-INF,Nov 2024,HEALTH CENTER,,4.0,,676.0,516.0,0.0,168,,1000,DISTRICT33,BLISTER
PYRA-COMP,Mar 2024,HEALTH CENTER,535.0,136.0,153.0,,,4101.0,-358,91.0,30,DISTRICT4,TABLET
ART-INJ,Jun 2024,HEALTH CENTER,7.0,0.0,7.0,,129.0,,161,2.0,30,DISTRICT9,VIAL
