product_primary_name,processing_periods_name,facility_type_name,quantity_requested,quantity_approved,pack_size,dispensing_unit,allocation_gap
ACT-AD,2024-05-01,HEALTH CENTER,,1169.0,30,BLISTER,1169.0
ACT-INF,2025-05-01,HEALTH CENTER,469.0,0.0,30,BLISTER,-469.0
ACT-SC,2025-02-01,HEALTH CENTER,,3545.0,30,BLISTER,3545.0
ACT-GC,2025-05-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-GC,2024-02-01,HEALTH CENTER,996.0,1.0,30,BLISTER,-995.0
ACT-INF,2025-02-01,HEALTH CENTER,,435.0,30,BLISTER,435.0
ACT-SC,2024-08-01,HEALTH CENTER,,95.0,30,BLISTER,95.0
ACT-INF,2025-02-01,REGIONAL HOSPITAL,,0.0,30,BLISTER,0.0
ACT-GC,2025-08-01,HEALTH CENTER,,37.0,30,BLISTER,37.0
ACT-AD,2025-11-01,HEALTH CENTER,,116.0,30,BLISTER,116.0
ACT-INF,2024-08-01,HEALTH CENTER,,333.0,30,BLISTER,333.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-11-01,HEALTH CENTER,861.0,93.0,30,BLISTER,-768.0
ACT-AD,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-02-01,HEALTH CENTER,141.0,105.0,30,BLISTER,-36.0
ACT-INF,2025-11-01,HEALTH CENTER,2288.0,3948.0,30,BLISTER,1660.0
ACT-INF,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-05-01,DISTRICT HOSPITAL,,7174.0,30,BLISTER,7174.0
ACT-GC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-02-01,HEALTH CENTER,,2306.0,30,BLISTER,2306.0
ACT-SC,2025-02-01,HEALTH CENTER,,1795.0,30,BLISTER,1795.0
ACT-AD,2024-08-01,HEALTH CENTER,,5.0,30,BLISTER,5.0
ACT-SC,2025-11-01,HEALTH CENTER,,229.0,30,BLISTER,229.0
ACT-INF,2024-02-01,HEALTH CENTER,,49.0,30,BLISTER,49.0
ACT-AD,2024-05-01,HEALTH CENTER,525.0,0.0,30,BLISTER,-525.0
ACT-GC,2025-08-01,HEALTH CENTER,259.0,1674.0,30,BLISTER,1415.0
ACT-SC,2025-08-01,DISTRICT HOSPITAL,,254.0,30,BLISTER,254.0
ACT-INF,2025-02-01,HEALTH CENTER,,1596.0,30,BLISTER,1596.0
ACT-GC,2025-11-01,HEALTH CENTER,1226.0,0.0,30,BLISTER,-1226.0
ACT-INF,2025-02-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-GC,2024-08-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ACT-INF,2025-02-01,HEALTH CENTER,258.0,4816.0,30,BLISTER,4558.0
ACT-AD,2024-02-01,HEALTH CENTER,609.0,31.0,30,BLISTER,-578.0
ACT-AD,2024-08-01,HEALTH CENTER,,193.0,30,BLISTER,193.0
ACT-AD,2025-05-01,HEALTH CENTER,,583.0,30,BLISTER,583.0
ACT-AD,2024-11-01,HEALTH CENTER,,44.0,30,BLISTER,44.0
ACT-GC,2024-02-01,HEALTH CENTER,,752.0,30,BLISTER,752.0
ACT-SC,2025-05-01,HEALTH CENTER,,1540.0,30,BLISTER,1540.0
ACT-SC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-11-01,HEALTH CENTER,,21.0,30,BLISTER,21.0
ACT-GC,2025-02-01,HEALTH CENTER,,59.0,30,BLISTER,59.0
ACT-AD,2025-08-01,HEALTH CENTER,,6130.0,30,BLISTER,6130.0
ACT-INF,2024-05-01,HEALTH CENTER,2022.0,1170.0,30,BLISTER,-852.0
ACT-INF,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,1635.0,167.0,30,BLISTER,-1468.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,DISTRICT HOSPITAL,,346.0,30,BLISTER,346.0
ACT-GC,2024-08-01,HEALTH CENTER,,3870.0,30,BLISTER,3870.0
ACT-GC,2025-11-01,HEALTH CENTER,,10745.0,30,BLISTER,10745.0
ACT-SC,2025-11-01,HEALTH CENTER,853.0,1559.0,30,BLISTER,706.0
ACT-GC,2025-05-01,HEALTH CENTER,,1272.0,30,BLISTER,1272.0
ACT-INF,2025-02-01,HEALTH CENTER,,1313.0,30,BLISTER,1313.0
ACT-INF,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,449.0,30,BLISTER,449.0
ACT-INF,2025-05-01,HEALTH CENTER,,11.0,30,BLISTER,11.0
ACT-AD,2025-11-01,HEALTH CENTER,,4456.0,30,BLISTER,4456.0
ACT-SC,2024-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2025-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-GC,2024-05-01,HEALTH CENTER,,4119.0,30,BLISTER,4119.0
ACT-SC,2025-02-01,HEALTH CENTER,185.0,2899.0,30,BLISTER,2714.0
ACT-AD,2025-05-01,HEALTH CENTER,448.0,1.0,30,BLISTER,-447.0
ACT-GC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-11-01,HEALTH CENTER,,418.0,30,BLISTER,418.0
ACT-AD,2025-11-01,HEALTH CENTER,186.0,0.0,30,BLISTER,-186.0
ACT-GC,2024-11-01,HEALTH CENTER,787.0,86.0,30,BLISTER,-701.0
ACT-GC,2024-05-01,HEALTH CENTER,476.0,0.0,30,BLISTER,-476.0
ACT-GC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,843.0,1982.0,30,BLISTER,1139.0
ACT-AD,2024-08-01,HEALTH CENTER,436.0,7.0,30,BLISTER,-429.0
ACT-GC,2025-11-01,HEALTH CENTER,317.0,0.0,30,BLISTER,-317.0
ACT-AD,2024-02-01,REGIONAL HOSPITAL,2362.0,5112.0,30,BLISTER,2750.0
ACT-AD,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-05-01,HEALTH CENTER,,2931.0,30,BLISTER,2931.0
ACT-INF,2025-08-01,HEALTH CENTER,,109.0,30,BLISTER,109.0
ACT-AD,2024-05-01,DISTRICT HOSPITAL,,21.0,30,BLISTER,21.0
ACT-AD,2025-11-01,HEALTH CENTER,,9156.0,30,BLISTER,9156.0
ACT-INF,2025-11-01,HEALTH CENTER,804.0,505.0,30,BLISTER,-299.0
ACT-GC,2025-05-01,HEALTH CENTER,,633.0,30,BLISTER,633.0
ACT-AD,2024-05-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-INF,2024-02-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-GC,2025-02-01,HEALTH CENTER,,1440.0,30,BLISTER,1440.0
ACT-AD,2024-08-01,HEALTH CENTER,624.0,0.0,30,BLISTER,-624.0
ACT-SC,2025-02-01,HEALTH CENTER,71.0,1.0,30,BLISTER,-70.0
ACT-AD,2025-11-01,HEALTH CENTER,136.0,3.0,30,BLISTER,-133.0
ACT-GC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-02-01,DISTRICT HOSPITAL,293.0,742.0,30,BLISTER,449.0
ACT-SC,2025-05-01,HEALTH CENTER,,9.0,30,BLISTER,9.0
ACT-INF,2025-11-01,HEALTH CENTER,857.0,54.0,30,BLISTER,-803.0
ACT-AD,2024-02-01,HEALTH CENTER,580.0,223.0,30,BLISTER,-357.0
ACT-GC,2025-08-01,HEALTH CENTER,,30.0,30,BLISTER,30.0
ACT-AD,2025-02-01,HEALTH CENTER,317.0,0.0,30,BLISTER,-317.0
ACT-GC,2024-05-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-INF,2024-05-01,HEALTH CENTER,,147.0,30,BLISTER,147.0
ACT-AD,2024-08-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-GC,2025-11-01,HEALTH CENTER,1003.0,1230.0,30,BLISTER,227.0
ACT-AD,2025-08-01,HEALTH CENTER,2011.0,621.0,30,BLISTER,-1390.0
ACT-SC,2024-11-01,HEALTH CENTER,,8774.0,30,BLISTER,8774.0
ACT-AD,2025-02-01,HEALTH CENTER,,65.0,30,BLISTER,65.0
ACT-AD,2025-11-01,HEALTH CENTER,516.0,1.0,30,BLISTER,-515.0
ACT-INF,2024-11-01,HEALTH CENTER,,606.0,30,BLISTER,606.0
ACT-AD,2025-05-01,HEALTH CENTER,,1835.0,30,BLISTER,1835.0
ACT-GC,2024-05-01,HEALTH CENTER,,2083.0,30,BLISTER,2083.0
ACT-GC,2025-05-01,HEALTH CENTER,1009.0,4.0,30,BLISTER,-1005.0
ACT-INF,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-11-01,HEALTH CENTER,,1664.0,30,BLISTER,1664.0
ACT-INF,2024-05-01,HEALTH CENTER,,180.0,30,BLISTER,180.0
ACT-SC,2025-11-01,HEALTH CENTER,,15.0,30,BLISTER,15.0
ACT-INF,2024-02-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-GC,2024-05-01,HEALTH CENTER,,286.0,30,BLISTER,286.0
ACT-AD,2025-05-01,HEALTH CENTER,,62.0,30,BLISTER,62.0
ACT-INF,2025-02-01,HEALTH CENTER,,856.0,30,BLISTER,856.0
ACT-INF,2024-02-01,HEALTH CENTER,,8.0,30,BLISTER,8.0
ACT-SC,2024-05-01,HEALTH CENTER,,32.0,30,BLISTER,32.0
ACT-AD,2025-05-01,HEALTH CENTER,499.0,709.0,30,BLISTER,210.0
ACT-AD,2024-11-01,HEALTH CENTER,,251.0,30,BLISTER,251.0
ACT-GC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-08-01,HEALTH CENTER,,1068.0,30,BLISTER,1068.0
ACT-INF,2025-02-01,HEALTH CENTER,,3314.0,30,BLISTER,3314.0
ACT-GC,2024-08-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-AD,2025-11-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-GC,2024-11-01,HEALTH CENTER,,108.0,30,BLISTER,108.0
ACT-SC,2025-08-01,HEALTH CENTER,1837.0,2096.0,30,BLISTER,259.0
ACT-AD,2025-08-01,HEALTH CENTER,948.0,0.0,30,BLISTER,-948.0
ACT-INF,2025-02-01,HEALTH CENTER,,2483.0,30,BLISTER,2483.0
ACT-SC,2024-02-01,HEALTH CENTER,,66.0,30,BLISTER,66.0
ACT-SC,2024-08-01,HEALTH CENTER,49.0,0.0,30,BLISTER,-49.0
ACT-AD,2024-02-01,REGIONAL HOSPITAL,507.0,93.0,30,BLISTER,-414.0
ACT-GC,2025-02-01,HEALTH CENTER,,1547.0,30,BLISTER,1547.0
ACT-SC,2024-05-01,HEALTH CENTER,1464.0,7762.0,30,BLISTER,6298.0
ACT-INF,2024-02-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-SC,2025-11-01,HEALTH CENTER,,1259.0,30,BLISTER,1259.0
ACT-INF,2025-08-01,HEALTH CENTER,,1668.0,30,BLISTER,1668.0
ACT-INF,2025-02-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-GC,2025-02-01,HEALTH CENTER,,656.0,30,BLISTER,656.0
ACT-AD,2024-05-01,DISTRICT HOSPITAL,391.0,1.0,30,BLISTER,-390.0
ACT-SC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,,59.0,30,BLISTER,59.0
ACT-GC,2025-11-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-AD,2024-08-01,HEALTH CENTER,1625.0,2630.0,30,BLISTER,1005.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-05-01,HEALTH CENTER,511.0,5229.0,30,BLISTER,4718.0
ACT-INF,2024-02-01,HEALTH CENTER,,30.0,30,BLISTER,30.0
ACT-AD,2024-02-01,DISTRICT HOSPITAL,,37.0,30,BLISTER,37.0
ACT-GC,2024-11-01,HEALTH CENTER,704.0,128.0,30,BLISTER,-576.0
ACT-SC,2024-08-01,HEALTH CENTER,106.0,41.0,30,BLISTER,-65.0
ACT-SC,2025-08-01,NATIONAL HOSPITAL,1112.0,483.0,30,BLISTER,-629.0
ACT-GC,2025-05-01,HEALTH CENTER,751.0,0.0,30,BLISTER,-751.0
ACT-AD,2025-05-01,HEALTH CENTER,,412.0,30,BLISTER,412.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,1932.0,30,BLISTER,1932.0
ACT-INF,2025-02-01,HEALTH CENTER,,23.0,30,BLISTER,23.0
ACT-GC,2024-11-01,HEALTH CENTER,,21.0,30,BLISTER,21.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,HEALTH CENTER,,199.0,30,BLISTER,199.0
ACT-GC,2025-08-01,HEALTH CENTER,,371.0,30,BLISTER,371.0
ACT-AD,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-05-01,HEALTH CENTER,730.0,0.0,30,BLISTER,-730.0
ACT-AD,2024-02-01,HEALTH CENTER,494.0,2086.0,30,BLISTER,1592.0
ACT-GC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-08-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-SC,2025-02-01,HEALTH CENTER,276.0,0.0,30,BLISTER,-276.0
ACT-AD,2024-02-01,HEALTH CENTER,,58.0,30,BLISTER,58.0
ACT-SC,2024-08-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-INF,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,REGIONAL HOSPITAL,,0.0,30,BLISTER,0.0
ACT-GC,2024-11-01,HEALTH CENTER,,7.0,30,BLISTER,7.0
ACT-SC,2024-08-01,HEALTH CENTER,405.0,13.0,30,BLISTER,-392.0
ACT-AD,2024-02-01,HEALTH CENTER,564.0,212.0,30,BLISTER,-352.0
ACT-AD,2024-08-01,DISTRICT HOSPITAL,716.0,0.0,30,BLISTER,-716.0
ACT-INF,2024-11-01,HEALTH CENTER,,4185.0,30,BLISTER,4185.0
ACT-AD,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-08-01,HEALTH CENTER,,530.0,30,BLISTER,530.0
ACT-INF,2025-08-01,HEALTH CENTER,,2109.0,30,BLISTER,2109.0
ACT-INF,2024-05-01,HEALTH CENTER,,2364.0,30,BLISTER,2364.0
ACT-INF,2025-05-01,HEALTH CENTER,,1554.0,30,BLISTER,1554.0
ACT-AD,2024-02-01,HEALTH CENTER,,231.0,30,BLISTER,231.0
ACT-INF,2025-02-01,HEALTH CENTER,,682.0,30,BLISTER,682.0
ACT-AD,2025-11-01,HEALTH CENTER,,20.0,30,BLISTER,20.0
ACT-GC,2025-02-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-GC,2025-08-01,HEALTH CENTER,,136.0,30,BLISTER,136.0
ACT-SC,2025-02-01,HEALTH CENTER,148.0,0.0,30,BLISTER,-148.0
ACT-AD,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-11-01,DISTRICT HOSPITAL,,591.0,30,BLISTER,591.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,750.0,0.0,30,BLISTER,-750.0
ACT-SC,2025-11-01,HEALTH CENTER,,5.0,30,BLISTER,5.0
ACT-AD,2025-11-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-INF,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-11-01,HEALTH CENTER,816.0,5.0,30,BLISTER,-811.0
ACT-SC,2024-02-01,HEALTH CENTER,,172.0,30,BLISTER,172.0
ACT-GC,2024-11-01,HEALTH CENTER,,15.0,30,BLISTER,15.0
ACT-INF,2025-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-INF,2024-08-01,HEALTH CENTER,,1304.0,30,BLISTER,1304.0
ACT-SC,2025-11-01,HEALTH CENTER,144.0,2668.0,30,BLISTER,2524.0
ACT-INF,2025-02-01,HEALTH CENTER,,2628.0,30,BLISTER,2628.0
ACT-AD,2024-05-01,HEALTH CENTER,,278.0,30,BLISTER,278.0
ACT-SC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,2321.0,30,BLISTER,2321.0
ACT-AD,2024-02-01,HEALTH CENTER,,2210.0,30,BLISTER,2210.0
ACT-AD,2024-08-01,HEALTH CENTER,,956.0,30,BLISTER,956.0
ACT-AD,2025-05-01,HEALTH CENTER,,105.0,30,BLISTER,105.0
ACT-SC,2025-08-01,DISTRICT HOSPITAL,378.0,0.0,30,BLISTER,-378.0
ACT-INF,2024-02-01,HEALTH CENTER,,25.0,30,BLISTER,25.0
ACT-GC,2024-11-01,HEALTH CENTER,570.0,612.0,30,BLISTER,42.0
ACT-GC,2024-11-01,HEALTH CENTER,,15.0,30,BLISTER,15.0
ACT-AD,2025-02-01,HEALTH CENTER,,3356.0,30,BLISTER,3356.0
ACT-SC,2025-02-01,HEALTH CENTER,,3852.0,30,BLISTER,3852.0
ACT-AD,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-02-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-INF,2024-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-AD,2025-02-01,HEALTH CENTER,,319.0,30,BLISTER,319.0
ACT-AD,2024-11-01,REGIONAL HOSPITAL,,597.0,30,BLISTER,597.0
ACT-AD,2024-08-01,HEALTH CENTER,261.0,1.0,30,BLISTER,-260.0
ACT-SC,2024-05-01,HEALTH CENTER,,2761.0,30,BLISTER,2761.0
ACT-INF,2025-02-01,HEALTH CENTER,,436.0,30,BLISTER,436.0
ACT-INF,2024-08-01,HEALTH CENTER,,2927.0,30,BLISTER,2927.0
ACT-INF,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,,58.0,30,BLISTER,58.0
ACT-INF,2024-05-01,HEALTH CENTER,,24.0,30,BLISTER,24.0
ACT-GC,2025-08-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-GC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,14.0,30,BLISTER,14.0
ACT-GC,2025-08-01,HEALTH CENTER,,8.0,30,BLISTER,8.0
ACT-INF,2024-02-01,HEALTH CENTER,1322.0,127.0,30,BLISTER,-1195.0
ACT-INF,2025-02-01,HEALTH CENTER,575.0,0.0,30,BLISTER,-575.0
ACT-INF,2024-05-01,HEALTH CENTER,1033.0,420.0,30,BLISTER,-613.0
ACT-SC,2024-02-01,HEALTH CENTER,2120.0,4506.0,30,BLISTER,2386.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-02-01,HEALTH CENTER,949.0,2850.0,30,BLISTER,1901.0
ACT-AD,2024-11-01,HEALTH CENTER,,379.0,30,BLISTER,379.0
ACT-SC,2025-08-01,HEALTH CENTER,,946.0,30,BLISTER,946.0
ACT-GC,2025-08-01,HEALTH CENTER,656.0,0.0,30,BLISTER,-656.0
ACT-SC,2025-08-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ACT-AD,2024-02-01,HEALTH CENTER,,87.0,30,BLISTER,87.0
ACT-SC,2024-05-01,HEALTH CENTER,1222.0,2793.0,30,BLISTER,1571.0
ACT-INF,2025-02-01,HEALTH CENTER,,4944.0,30,BLISTER,4944.0
ACT-AD,2024-05-01,HEALTH CENTER,186.0,165.0,30,BLISTER,-21.0
ACT-AD,2025-11-01,HEALTH CENTER,,1131.0,30,BLISTER,1131.0
ACT-SC,2025-11-01,HEALTH CENTER,456.0,16.0,30,BLISTER,-440.0
ACT-INF,2024-11-01,HEALTH CENTER,,1030.0,30,BLISTER,1030.0
ACT-AD,2025-05-01,HEALTH CENTER,,8344.0,30,BLISTER,8344.0
ACT-SC,2024-11-01,DISTRICT HOSPITAL,,29.0,30,BLISTER,29.0
ACT-GC,2024-11-01,HEALTH CENTER,1401.0,1.0,30,BLISTER,-1400.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-11-01,DISTRICT HOSPITAL,162.0,27.0,30,BLISTER,-135.0
ACT-INF,2024-02-01,HEALTH CENTER,,56.0,30,BLISTER,56.0
ACT-SC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-08-01,HEALTH CENTER,,988.0,30,BLISTER,988.0
ACT-INF,2025-05-01,HEALTH CENTER,,1302.0,30,BLISTER,1302.0
ACT-GC,2024-08-01,HEALTH CENTER,,4781.0,30,BLISTER,4781.0
ACT-AD,2025-11-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ACT-GC,2024-08-01,HEALTH CENTER,,93.0,30,BLISTER,93.0
ACT-AD,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-05-01,HEALTH CENTER,,38.0,30,BLISTER,38.0
ACT-INF,2025-11-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-INF,2025-11-01,HEALTH CENTER,,485.0,30,BLISTER,485.0
ACT-INF,2025-11-01,HEALTH CENTER,280.0,0.0,30,BLISTER,-280.0
ACT-INF,2024-02-01,HEALTH CENTER,,753.0,30,BLISTER,753.0
ACT-SC,2025-05-01,HEALTH CENTER,789.0,1.0,30,BLISTER,-788.0
ACT-SC,2024-08-01,HEALTH CENTER,148.0,0.0,30,BLISTER,-148.0
ACT-AD,2025-05-01,HEALTH CENTER,,443.0,30,BLISTER,443.0
ACT-SC,2024-05-01,HEALTH CENTER,922.0,1818.0,30,BLISTER,896.0
ACT-AD,2024-08-01,HEALTH CENTER,,22.0,30,BLISTER,22.0
ACT-INF,2025-05-01,HEALTH CENTER,,59.0,30,BLISTER,59.0
ACT-GC,2024-05-01,HEALTH CENTER,,4563.0,30,BLISTER,4563.0
ACT-SC,2024-08-01,HEALTH CENTER,334.0,19.0,30,BLISTER,-315.0
ACT-SC,2024-05-01,HEALTH CENTER,,10.0,30,BLISTER,10.0
ACT-INF,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-08-01,HEALTH CENTER,193.0,0.0,30,BLISTER,-193.0
ACT-AD,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,4581.0,30,BLISTER,4581.0
ACT-INF,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-08-01,DISTRICT HOSPITAL,,4.0,30,BLISTER,4.0
ACT-SC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-05-01,REGIONAL HOSPITAL,,0.0,30,BLISTER,0.0
ACT-INF,2025-11-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-SC,2024-11-01,HEALTH CENTER,91.0,0.0,30,BLISTER,-91.0
ACT-AD,2025-05-01,HEALTH CENTER,,127.0,30,BLISTER,127.0
ACT-SC,2024-11-01,HEALTH CENTER,569.0,0.0,30,BLISTER,-569.0
ACT-GC,2024-11-01,DISTRICT HOSPITAL,,184.0,30,BLISTER,184.0
ACT-SC,2025-02-01,HEALTH CENTER,844.0,0.0,30,BLISTER,-844.0
ACT-INF,2025-02-01,HEALTH CENTER,277.0,2.0,30,BLISTER,-275.0
ACT-INF,2024-02-01,HEALTH CENTER,,269.0,30,BLISTER,269.0
ACT-SC,2024-08-01,HEALTH CENTER,,7.0,30,BLISTER,7.0
ACT-AD,2024-05-01,HEALTH CENTER,1349.0,1363.0,30,BLISTER,14.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2024-02-01,HEALTH CENTER,1106.0,0.0,30,BLISTER,-1106.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-08-01,HEALTH CENTER,,113.0,30,BLISTER,113.0
ACT-AD,2025-08-01,HEALTH CENTER,,1968.0,30,BLISTER,1968.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-11-01,HEALTH CENTER,,2517.0,30,BLISTER,2517.0
ACT-AD,2024-08-01,HEALTH CENTER,553.0,37.0,30,BLISTER,-516.0
ACT-AD,2024-02-01,HEALTH CENTER,,3260.0,30,BLISTER,3260.0
ACT-SC,2024-11-01,HEALTH CENTER,1299.0,9.0,30,BLISTER,-1290.0
ACT-INF,2025-02-01,HEALTH CENTER,,3024.0,30,BLISTER,3024.0
ACT-SC,2025-05-01,HEALTH CENTER,,801.0,30,BLISTER,801.0
ACT-INF,2025-08-01,HEALTH CENTER,,4806.0,30,BLISTER,4806.0
ACT-INF,2025-11-01,HEALTH CENTER,,1763.0,30,BLISTER,1763.0
ACT-GC,2025-11-01,DISTRICT HOSPITAL,565.0,63.0,30,BLISTER,-502.0
ACT-INF,2024-08-01,HEALTH CENTER,,27.0,30,BLISTER,27.0
ACT-AD,2025-11-01,HEALTH CENTER,,125.0,30,BLISTER,125.0
ACT-INF,2024-11-01,HEALTH CENTER,1341.0,191.0,30,BLISTER,-1150.0
ACT-GC,2025-02-01,HEALTH CENTER,99.0,0.0,30,BLISTER,-99.0
ACT-SC,2024-02-01,HEALTH CENTER,,505.0,30,BLISTER,505.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,488.0,340.0,30,BLISTER,-148.0
ACT-INF,2024-05-01,HEALTH CENTER,,2759.0,30,BLISTER,2759.0
ACT-SC,2025-02-01,HEALTH CENTER,,79.0,30,BLISTER,79.0
ACT-GC,2025-02-01,HEALTH CENTER,941.0,0.0,30,BLISTER,-941.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-SC,2024-08-01,HEALTH CENTER,247.0,0.0,30,BLISTER,-247.0
ACT-SC,2024-11-01,HEALTH CENTER,1701.0,2131.0,30,BLISTER,430.0
ACT-INF,2024-11-01,HEALTH CENTER,,58.0,30,BLISTER,58.0
