product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
QUIN,Sep 2024,HEALTH CENTER,2707.0,,220.0,2230.0,,,73,619.0,1000,DISTRICT9,TABLET
SP,Sep 2025,HEALTH CENTER,,,,,,214.0,143,,1,DISTRICT24,TABLET
SP,Sep 2024,HEALTH CENTER,,6.0,,2222.0,,67.0,29,181.0,30,DISTRICT4,TABLET
ACT-GC,Oct 2024,HEALTH CENTER,127.0,,27.0,,,35.0,-790,18.0,30,DISTRICT33,BLISTER
ACT-AD,Apr 2025,HEALTH CENTER,7272.0,,754.0,,,371.0,406,420.0,1000,DISTRICT24,BLISTER
ACT-GC,Jul 2025,HEALTH CENTER,34.0,,,254.0,1078.0,51.0,357,23.0,1000,DISTRICT9,BLISTER
ACT-AD,May 2024,HEALTH CENTER,2270.0,32.0,46.0,553.0,369.0,26.0,-205,20.0,1,DISTRICT19,BLISTER
PYRA-SAC,Feb 2024,DISTRICT HOSPITAL,248.0,1979.0,227.0,,,0.0,60,112.0,30,DISTRICT29,SACHET
QUIN,Dec 2024,HEALTH CENTER,834.0,0.0,,319.0,928.0,1338.0,309,22.0,1000,DISTRICT4,TABLET
PYRA-SAC,Sep 2025,HEALTH CENTER,,12.0,10.0,,,0.0,454,,5,DISTRICT28,SACHET
PYRA-COMP,Feb 2024,HEALTH CENTER,228.0,21.0,119.0,366.0,,53.0,43,85.0,25,DISTRICT35,TABLET
PYRA-SAC,May 2024,HEALTH CENTER,155.0,,62.0,86.0,828.0,1.0,-87,31.0,100,DISTRICT3,SACHET
ACT-GC,Mar 2025,REGIONAL HOSPITAL,,0.0,281.0,1108.0,,577.0,-457,217.0,50,DISTRICT28,BLISTER
QUIN,Jun 2025,HEALTH CENTER,827.0,,851.0,595.0,278.0,6180.0,-339,599.0,1000,DISTRICT13,TABLET
ART-INJ,Mar 2025,HEALTH CENTER,,0.0,257.0,683.0,,,-57,,1,DISTRICT1,VIAL
PYRA-COMP,Aug 2024,HEALTH CENTER,836.0,3.0,,1232.0,181.0,0.0,-552,106.0,25,DISTRICT13,TABLET
PYRA-COMP,Jul 2025,HEALTH CENTER,,17.0,,,,5.0,74,10.0,2,DISTRICT13,TABLET
ACT-INF,Oct 2025,HEALTH CENTER,6056.0,123.0,581.0,,,800.0,110,,1000,DISTRICT36,BLISTER
PYRA-COMP,Jan 2024,HEALTH CENTER,744.0,0.0,,991.0,,829.0,-112,8.0,2,DISTRICT30,TABLET
ACT-INF,Apr 2024,HEALTH CENTER,,34.0,53.0,461.0,,0.0,-560,49.0,30,DISTRICT18,BLISTER
PYRA-SAC,Dec 2024,HEALTH CENTER,2165.0,5.0,114.0,788.0,560.0,1.0,-23,94.0,100,DISTRICT31,SACHET
ART-SUP,Oct 2025,HEALTH CENTER,,0.0,420.0,2883.0,210.0,48.0,502,35.0,1,DISTRICT19,CAPSULE
ACT-GC,Jan 2025,HEALTH CENTER,,1.0,,25.0,,0.0,-64,,30,DISTRICT13,BLISTER
ACT-AD,Jul 2024,HEALTH CENTER,1357.0,2.0,359.0,142.0,,6229.0,485,328.0,30,DISTRICT26,BLISTER
ACT-AD,Dec 2024,HEALTH CENTER,1033.0,4.0,,777.0,,,-263,,1000,DISTRICT35,BLISTER
ACT-INF,Oct 2025,HEALTH CENTER,757.0,,,638.0,,16268.0,585,,30,DISTRICT9,BLISTER
ITN,Feb 2024,HEALTH CENTER,760.0,0.0,687.0,,,29.0,-180,407.0,30,DISTRICT20,PIECE
ACT-SC,Jul 2024,HEALTH CENTER,,5.0,95.0,185.0,,0.0,-101,16.0,30,DISTRICT19,BLISTER
RDT,Jun 2024,HEALTH CENTER,495.0,,943.0,,,2.0,1104,1104.0,30,DISTRICT9,PIECE
ACT-AD,Jul 2025,HEALTH CENTER,,1.0,425.0,518.0,,25.0,33,,30,DISTRICT3,BLISTER
RDT,Jan 2024,HEALTH CENTER,158.0,,45.0,40.0,,,240,3.0,30,DISTRICT37,PIECE
QUIN,Aug 2025,HEALTH CENTER,75.0,0.0,9.0,67.0,213.0,,-962,7.0,30,DISTRICT27,TABLET
ART-SUP,Jul 2024,HEALTH CENTER,286.0,0.0,24.0,65.0,477.0,0.0,-190,6.0,1,DISTRICT17,CAPSULE
ACT-GC,Sep 2025,HEALTH CENTER,70.0,0.0,,,,89.0,-830,,1000,DISTRICT9,BLISTER
ACT-AD,Aug 2024,DISTRICT HOSPITAL,34.0,1.0,22.0,6.0,,22.0,-7,,30,DISTRICT10,BLISTER
ITN,Jan 2024,HEALTH CENTER,1.0,,1.0,,,2075.0,-1186,0.0,30,DISTRICT29,PIECE
ART-INJ,Sep 2025,HEALTH CENTER,612.0,104.0,463.0,899.0,,4731.0,-262,785.0,1,DISTRICT20,VIAL
ACT-AD,Jun 2024,HEALTH CENTER,1199.0,,113.0,1048.0,,45.0,-863,88.0,2,DISTRICT37,BLISTER
ART-SUP,Apr 2025,HEALTH CENTER,3208.0,14.0,,2389.0,1171.0,,8,,2,DISTRICT38,CAPSULE
ART-SUP,Apr 2024,HEALTH CENTER,482.0,9.0,280.0,475.0,,352.0,-788,238.0,2,DISTRICT16,CAPSULE
QUIN,Apr 2024,HEALTH CENTER,85.0,45.0,80.0,,,,-365,,1000,DISTRICT28,TABLET
ART-SUP,Aug 2025,HEALTH CENTER,34.0,0.0,2.0,,,1.0,-1,1.0,1,DISTRICT31,CAPSULE
PYRA-COMP,Dec 2024,HEALTH CENTER,,268.0,122.0,147.0,,1517.0,-209,100.0,1,DISTRICT17,TABLET
ITN,Aug 2024,HEALTH CENTER,1628.0,247.0,,868.0,756.0,0.0,-79,,30,DISTRICT37,PIECE
ACT-GC,Jan 2024,HEALTH CENTER,,,,312.0,,370.0,-61,0.0,30,DISTRICT20,BLISTER
RDT,Mar 2025,HEALTH CENTER,2318.0,333.0,486.0,1505.0,545.0,14.0,31,378.0,1000,DISTRICT28,PIECE
ACT-AD,Aug 2025,HEALTH CENTER,2186.0,297.0,639.0,2634.0,,0.0,-390,998.0,5,DISTRICT13,BLISTER
ACT-GC,Apr 2024,DISTRICT HOSPITAL,,,,1895.0,,8.0,68,361.0,1000,DISTRICT25,BLISTER
ART-SUP,Aug 2025,HEALTH CENTER,2873.0,0.0,112.0,,,0.0,-145,35.0,2,DISTRICT33,CAPSULE
ACT-AD,Nov 2025,HEALTH CENTER,1736.0,,1137.0,1300.0,,100.0,-316,998.0,1000,DISTRICT9,BLISTER
ACT-SC,May 2025,HEALTH CENTER,2989.0,0.0,,808.0,396.0,45.0,624,570.0,1000,DISTRICT10,BLISTER
ACT-GC,Jun 2024,HEALTH CENTER,,0.0,81.0,188.0,,8.0,31,13.0,100,DISTRICT30,BLISTER
ITN,Jul 2024,HEALTH CENTER,,0.0,119.0,,,15.0,-522,87.0,50,DISTRICT30,PIECE
PYRA-COMP,Nov 2025,HEALTH CENTER,665.0,1392.0,311.0,,,3.0,-264,,30,DISTRICT26,TABLET
PYRA-SAC,May 2025,HEALTH CENTER,153.0,,18.0,19.0,,2.0,642,11.0,5,DISTRICT26,SACHET
PYRA-COMP,Jan 2024,HEALTH CENTER,,,10.0,324.0,726.0,,92,1.0,50,DISTRICT37,TABLET
RDT,Apr 2024,HEALTH CENTER,2024.0,1.0,,,,938.0,-677,301.0,30,DISTRICT33,PIECE
ITN,Nov 2024,HEALTH CENTER,270.0,0.0,15.0,,,,258,25.0,30,DISTRICT24,PIECE
ART-INJ,Nov 2025,HEALTH CENTER,,0.0,3.0,228.0,92.0,0.0,530,,30,DISTRICT28,VIAL
QUIN,Dec 2024,HEALTH CENTER,186.0,6.0,,,,,676,1.0,1000,DISTRICT26,TABLET
ART-INJ,Mar 2024,HEALTH CENTER,,,268.0,,241.0,0.0,30,,30,DISTRICT6,VIAL
PYRA-SAC,May 2024,HEALTH CENTER,1176.0,230.0,481.0,,,,309,988.0,25,DISTRICT5,SACHET
ART-INJ,Jun 2025,HEALTH CENTER,4118.0,,1478.0,,178.0,144.0,-270,926.0,30,DISTRICT15,VIAL
SP,Oct 2024,HEALTH CENTER,894.0,226.0,156.0,679.0,,,597,218.0,1000,DISTRICT31,TABLET
ACT-INF,Nov 2025,HEALTH CENTER,583.0,0.0,262.0,,346.0,7.0,517,59.0,30,DISTRICT32,BLISTER
ACT-SC,Nov 2024,HEALTH CENTER,2412.0,391.0,,1906.0,,4404.0,290,,1000,DISTRICT8,BLISTER
RDT,Sep 2024,REGIONAL HOSPITAL,,1.0,591.0,1147.0,,,610,825.0,30,DISTRICT25,PIECE
ITN,Sep 2025,HEALTH CENTER,0.0,127.0,1.0,25.0,,22.0,78,2.0,2,DISTRICT28,PIECE
PYRA-SAC,Aug 2024,HEALTH CENTER,66.0,0.0,,,309.0,27.0,-620,4.0,2,DISTRICT30,SACHET
RDT,Jun 2024,HEALTH CENTER,,129.0,1088.0,1534.0,1174.0,,-226,966.0,30,DISTRICT1,PIECE
PYRA-SAC,May 2025,HEALTH CENTER,73.0,137.0,75.0,292.0,,,-387,64.0,25,DISTRICT37,SACHET
ITN,Jun 2024,HEALTH CENTER,3656.0,,914.0,1631.0,1447.0,14.0,-486,743.0,30,DISTRICT31,PIECE
PYRA-COMP,Oct 2025,HEALTH CENTER,281.0,8.0,,,,600.0,123,52.0,2,DISTRICT25,TABLET
ART-INJ,Sep 2025,HEALTH CENTER,804.0,13.0,,2038.0,,49.0,-286,,30,DISTRICT17,VIAL
PYRA-SAC,Apr 2025,HEALTH CENTER,426.0,398.0,576.0,,,,365,,2,DISTRICT36,SACHET
PYRA-COMP,Jul 2024,HEALTH CENTER,1.0,,17.0,16.0,,1613.0,216,3.0,5,DISTRICT36,TABLET
QUIN,Sep 2024,HEALTH CENTER,,0.0,3.0,3.0,395.0,,553,,1000,DISTRICT26,TABLET
ACT-AD,Mar 2024,HEALTH CENTER,469.0,,106.0,1407.0,,,142,,30,DISTRICT4,BLISTER
QUIN,Jun 2024,HEALTH CENTER,135.0,2.0,127.0,1482.0,,324.0,-708,63.0,30,DISTRICT20,TABLET
PYRA-SAC,Dec 2023,HEALTH CENTER,834.0,1.0,18.0,,,9.0,-1220,,5,DISTRICT2,SACHET
RDT,Mar 2024,HEALTH CENTER,1568.0,78.0,643.0,208.0,,223.0,239,329.0,50,DISTRICT36,PIECE
RDT,Mar 2025,HEALTH CENTER,1647.0,83.0,281.0,1503.0,,0.0,-283,119.0,30,DISTRICT31,PIECE
PYRA-COMP,Apr 2025,HEALTH CENTER,,,741.0,3531.0,791.0,88.0,-548,,5,DISTRICT23,TABLET
ACT-AD,Apr 2025,HEALTH CENTER,2020.0,0.0,,1936.0,,529.0,197,163.0,50,DISTRICT8,BLISTER
ITN,Mar 2024,HEALTH CENTER,,1.0,,162.0,,63.0,-129,,25,DISTRICT12,PIECE
PYRA-SAC,Aug 2024,HEALTH CENTER,419.0,4.0,,1167.0,454.0,0.0,-472,,5,DISTRICT25,SACHET
RDT,Mar 2024,DISTRICT HOSPITAL,1817.0,1636.0,,1040.0,,4291.0,-260,809.0,50,DISTRICT25,PIECE
ART-SUP,Oct 2024,HEALTH CENTER,24.0,,35.0,192.0,,338.0,237,14.0,2,DISTRICT8,CAPSULE
PYRA-COMP,Sep 2025,DISTRICT HOSPITAL,1194.0,,,1708.0,537.0,0.0,361,297.0,25,DISTRICT19,TABLET
PYRA-SAC,Nov 2025,HEALTH CENTER,4144.0,0.0,671.0,1989.0,,12339.0,117,911.0,5,DISTRICT30,SACHET
PYRA-COMP,Jul 2025,HEALTH CENTER,320.0,0.0,,268.0,232.0,0.0,-85,95.0,25,DISTRICT32,TABLET
ACT-SC,Oct 2025,HEALTH CENTER,1070.0,,885.0,1296.0,,4537.0,80,685.0,1000,DISTRICT27,BLISTER
RDT,Jul 2025,HEALTH CENTER,22.0,104.0,10.0,60.0,,0.0,346,8.0,2,DISTRICT2,PIECE
ART-SUP,Nov 2024,HEALTH CENTER,972.0,1324.0,,,,35.0,556,447.0,25,DISTRICT24,CAPSULE
PYRA-COMP,Aug 2024,HEALTH CENTER,811.0,128.0,494.0,479.0,,5869.0,729,459.0,30,DISTRICT29,TABLET
ART-INJ,Dec 2023,HEALTH CENTER,,188.0,65.0,27.0,,3306.0,-49,,2,DISTRICT32,VIAL
ACT-GC,Jun 2024,HEALTH CENTER,30.0,,14.0,15.0,1138.0,74.0,605,16.0,30,DISTRICT14,BLISTER
ACT-SC,May 2024,HEALTH CENTER,,0.0,88.0,,,,112,12.0,1,DISTRICT26,BLISTER
ITN,Dec 2023,HEALTH CENTER,,0.0,6.0,,,0.0,845,,25,DISTRICT38,PIECE
ART-SUP,Aug 2025,HEALTH CENTER,3542.0,,854.0,4018.0,206.0,0.0,232,,50,DISTRICT1,CAPSULE
ART-SUP,Nov 2024,HEALTH CENTER,359.0,381.0,259.0,926.0,,7.0,94,199.0,25,DISTRICT21,CAPSULE
ACT-INF,Dec 2023,HEALTH CENTER,,24.0,529.0,2683.0,484.0,52.0,139,317.0,30,DISTRICT32,BLISTER
ITN,Apr 2024,HEALTH CENTER,135.0,404.0,,,,328.0,63,67.0,30,DISTRICT25,PIECE
PYRA-SAC,May 2025,HEALTH CENTER,153.0,27.0,136.0,,1170.0,1167.0,-305,106.0,1,DISTRICT29,SACHET
RDT,Aug 2025,HEALTH CENTER,775.0,246.0,,,603.0,,120,176.0,1,DISTRICT15,PIECE
ART-INJ,Dec 2024,HEALTH CENTER,3538.0,770.0,1047.0,1999.0,,191.0,-311,695.0,30,DISTRICT14,VIAL
PYRA-SAC,Dec 2023,DISTRICT HOSPITAL,,556.0,349.0,1777.0,1249.0,15.0,-267,110.0,2,DISTRICT25,SACHET
PYRA-SAC,Jan 2024,HEALTH CENTER,3.0,,28.0,,,5.0,-277,4.0,5,DISTRICT4,SACHET
PYRA-COMP,Apr 2025,HEALTH CENTER,377.0,,6.0,135.0,,6.0,175,,1,DISTRICT5,TABLET
ACT-SC,Mar 2025,HEALTH CENTER,4400.0,83.0,822.0,3216.0,1332.0,,523,,1000,DISTRICT29,BLISTER
ACT-SC,May 2024,HEALTH CENTER,,,310.0,2561.0,,,-108,,1000,DISTRICT32,BLISTER
ACT-INF,Sep 2025,HEALTH CENTER,1976.0,342.0,319.0,671.0,,5.0,-479,50.0,1,DISTRICT33,BLISTER
ACT-INF,Apr 2025,HEALTH CENTER,295.0,62.0,341.0,761.0,,,-25,,30,DISTRICT9,BLISTER
ART-INJ,Aug 2025,DISTRICT HOSPITAL,,116.0,233.0,1602.0,,2.0,-573,,50,DISTRICT1,VIAL
PYRA-COMP,Jul 2024,HEALTH CENTER,979.0,,,1528.0,,11.0,89,,30,DISTRICT11,TABLET
PYRA-COMP,Jul 2024,HEALTH CENTER,310.0,28.0,,570.0,,0.0,-751,49.0,30,DISTRICT10,TABLET
PYRA-COMP,Dec 2024,HEALTH CENTER,477.0,1.0,86.0,241.0,,164.0,-109,43.0,2,DISTRICT15,TABLET
ITN,Dec 2024,HEALTH CENTER,2172.0,358.0,932.0,,1123.0,26.0,-77,,25,DISTRICT31,PIECE
ITN,Jun 2025,HEALTH CENTER,2012.0,114.0,,,633.0,0.0,-105,,1,DISTRICT21,PIECE
PYRA-SAC,Aug 2024,HEALTH CENTER,,261.0,104.0,134.0,,543.0,122,211.0,25,DISTRICT35,SACHET
PYRA-COMP,Feb 2025,HEALTH CENTER,1115.0,592.0,,424.0,,7.0,-826,518.0,1,DISTRICT10,TABLET
ACT-GC,Dec 2024,HEALTH CENTER,,34.0,1163.0,2040.0,,,-20,,30,DISTRICT3,BLISTER
QUIN,Feb 2024,HEALTH CENTER,282.0,,25.0,103.0,,160.0,404,19.0,1000,DISTRICT30,TABLET
ACT-SC,Feb 2025,HEALTH CENTER,,7.0,217.0,2497.0,,0.0,-336,113.0,1000,DISTRICT20,BLISTER
ACT-SC,Nov 2024,DISTRICT HOSPITAL,,232.0,16.0,1677.0,,0.0,-480,0.0,30,DISTRICT23,BLISTER
ACT-INF,Oct 2025,HEALTH CENTER,6090.0,5.0,1058.0,3321.0,,296.0,-152,431.0,50,DISTRICT9,BLISTER
ACT-AD,Jan 2025,HEALTH CENTER,799.0,105.0,160.0,990.0,,3935.0,956,263.0,30,DISTRICT11,BLISTER
RDT,Jun 2025,HEALTH CENTER,2.0,0.0,11.0,100.0,754.0,1617.0,90,14.0,5,DISTRICT29,PIECE
SP,Dec 2024,HEALTH CENTER,353.0,0.0,,2.0,824.0,625.0,-287,189.0,30,DISTRICT16,TABLET
PYRA-SAC,Jun 2025,HEALTH CENTER,,771.0,534.0,4395.0,,,209,,25,DISTRICT21,SACHET
PYRA-SAC,Jan 2024,HEALTH CENTER,,,,232.0,,2.0,-162,73.0,5,DISTRICT15,SACHET
ACT-INF,Feb 2025,HEALTH CENTER,1083.0,0.0,96.0,132.0,282.0,91.0,-381,24.0,1000,DISTRICT35,BLISTER
SP,Nov 2024,HEALTH CENTER,,2.0,861.0,4401.0,,12402.0,160,,1000,DISTRICT29,TABLET
ACT-SC,Jun 2025,HEALTH CENTER,,712.0,,462.0,,694.0,159,,30,DISTRICT25,BLISTER
RDT,Oct 2024,HEALTH CENTER,1885.0,70.0,947.0,728.0,,134.0,89,1187.0,5,DISTRICT23,PIECE
ACT-INF,Jan 2025,HEALTH CENTER,1055.0,,215.0,316.0,,221.0,-101,64.0,30,DISTRICT35,BLISTER
ITN,Mar 2024,HEALTH CENTER,835.0,22.0,181.0,,,1240.0,-487,46.0,2,DISTRICT26,PIECE
QUIN,Jun 2025,HEALTH CENTER,609.0,5.0,290.0,,,130.0,387,169.0,1000,DISTRICT25,TABLET
ACT-INF,Aug 2024,HEALTH CENTER,,1.0,,684.0,,,480,,30,DISTRICT22,BLISTER
SP,Apr 2024,HEALTH CENTER,587.0,13.0,,153.0,1209.0,4183.0,683,,1000,DISTRICT1,TABLET
RDT,May 2025,HEALTH CENTER,15.0,35.0,17.0,56.0,951.0,0.0,148,,2,DISTRICT13,PIECE
QUIN,Oct 2024,HEALTH CENTER,2145.0,68.0,411.0,514.0,,,499,,30,DISTRICT10,TABLET
ART-INJ,Jun 2024,HEALTH CENTER,695.0,,194.0,615.0,,465.0,-856,75.0,30,DISTRICT13,VIAL
RDT,Jun 2024,HEALTH CENTER,,2.0,218.0,,,,573,,2,DISTRICT12,PIECE
PYRA-COMP,Jan 2024,HEALTH CENTER,,829.0,298.0,842.0,,73.0,-210,,25,DISTRICT23,TABLET
PYRA-SAC,Feb 2024,HEALTH CENTER,,405.0,62.0,60.0,247.0,2.0,-495,29.0,50,DISTRICT15,SACHET
ACT-SC,Feb 2024,HEALTH CENTER,3782.0,3.0,841.0,2980.0,1536.0,18.0,-602,,50,DISTRICT27,BLISTER
RDT,Sep 2024,HEALTH CENTER,994.0,128.0,278.0,,,0.0,434,,30,DISTRICT16,PIECE
ACT-AD,Aug 2024,HEALTH CENTER,2771.0,704.0,,1489.0,,,-473,,25,DISTRICT25,BLISTER
ACT-AD,Sep 2025,HEALTH CENTER,22.0,0.0,1.0,9.0,1220.0,110.0,-458,0.0,25,DISTRICT23,BLISTER
ART-SUP,Jun 2025,HEALTH CENTER,,102.0,,1311.0,,0.0,351,782.0,30,DISTRICT23,CAPSULE
ACT-INF,Mar 2024,HEALTH CENTER,715.0,,123.0,,,337.0,361,28.0,1,DISTRICT35,BLISTER
ACT-SC,Apr 2025,HEALTH CENTER,0.0,0.0,1.0,3.0,,1.0,-602,0.0,50,DISTRICT18,BLISTER
QUIN,Jul 2025,HEALTH CENTER,665.0,2.0,139.0,,,3.0,100,117.0,1,DISTRICT9,TABLET
ACT-INF,Sep 2025,HEALTH CENTER,1.0,0.0,10.0,8.0,,2720.0,-572,17.0,1,DISTRICT12,BLISTER
ACT-AD,Sep 2024,NATIONAL HOSPITAL,,212.0,306.0,,,1112.0,144,109.0,100,DISTRICT31,BLISTER
ACT-AD,Jun 2025,DISTRICT HOSPITAL,,8.0,7.0,647.0,,0.0,762,4.0,1,DISTRICT23,BLISTER
ART-INJ,Apr 2024,HEALTH CENTER,2273.0,,,1813.0,,698.0,-251,546.0,30,DISTRICT28,VIAL
PYRA-COMP,Oct 2025,HEALTH CENTER,,2.0,,173.0,,,-564,70.0,1,DISTRICT36,TABLET
ACT-AD,May 2024,HEALTH CENTER,1262.0,1255.0,138.0,1697.0,,3464.0,-316,,25,DISTRICT19,BLISTER
SP,Jul 2024,HEALTH CENTER,1740.0,,205.0,998.0,,35.0,-708,260.0,1000,DISTRICT28,TABLET
ACT-SC,Sep 2025,HEALTH CENTER,882.0,14.0,702.0,759.0,708.0,,-89,276.0,30,DISTRICT15,BLISTER
ACT-GC,Dec 2023,HEALTH CENTER,9.0,,4.0,211.0,144.0,9.0,-226,0.0,30,DISTRICT33,BLISTER
PYRA-COMP,Jul 2024,HEALTH CENTER,331.0,,89.0,650.0,,3303.0,322,93.0,25,DISTRICT29,TABLET
QUIN,May 2025,DISTRICT HOSPITAL,8.0,,36.0,,170.0,1039.0,524,55.0,1000,DISTRICT8,TABLET
ACT-GC,Sep 2024,HEALTH CENTER,2566.0,6.0,,4888.0,,54.0,496,692.0,1000,DISTRICT8,BLISTER
ACT-INF,Mar 2024,HEALTH CENTER,111.0,,8.0,38.0,,0.0,-109,3.0,2,DISTRICT19,BLISTER
SP,Apr 2025,HEALTH CENTER,1174.0,,185.0,765.0,,3.0,-28,104.0,1000,DISTRICT33,TABLET
QUIN,Feb 2025,DISTRICT HOSPITAL,1722.0,0.0,,,,0.0,313,,1000,DISTRICT17,TABLET
ACT-GC,Jun 2024,HEALTH CENTER,,,,497.0,,661.0,496,682.0,30,DISTRICT31,BLISTER
ACT-SC,Mar 2024,HEALTH CENTER,2077.0,1.0,,1887.0,,615.0,-507,375.0,100,DISTRICT15,BLISTER
SP,Jun 2025,HEALTH CENTER,,,94.0,23.0,507.0,,-1001,109.0,30,DISTRICT26,TABLET
ACT-AD,Apr 2025,HEALTH CENTER,2475.0,0.0,421.0,1519.0,762.0,79.0,510,391.0,25,DISTRICT33,BLISTER
ART-SUP,Mar 2025,HEALTH CENTER,198.0,71.0,126.0,223.0,,118.0,-203,404.0,30,DISTRICT6,CAPSULE
ITN,Jun 2024,HEALTH CENTER,82.0,,4.0,5.0,337.0,1474.0,276,0.0,1000,DISTRICT14,PIECE
SP,Dec 2023,HEALTH CENTER,2928.0,0.0,647.0,466.0,,2661.0,118,893.0,100,DISTRICT23,TABLET
ACT-SC,Oct 2024,HEALTH CENTER,1065.0,,,524.0,,101.0,-59,,50,DISTRICT20,BLISTER
PYRA-SAC,Jun 2025,HEALTH CENTER,680.0,1259.0,,992.0,,,5,,5,DISTRICT16,SACHET
SP,Sep 2025,HEALTH CENTER,2556.0,0.0,,883.0,503.0,0.0,-259,50.0,1,DISTRICT5,TABLET
SP,Aug 2025,DISTRICT HOSPITAL,2647.0,550.0,,2955.0,510.0,20.0,161,205.0,30,DISTRICT38,TABLET
RDT,May 2025,HEALTH CENTER,,27.0,384.0,,733.0,120.0,-87,201.0,1000,DISTRICT14,PIECE
ART-INJ,Jun 2024,HEALTH CENTER,2743.0,0.0,284.0,2066.0,,70.0,219,134.0,50,DISTRICT18,VIAL
PYRA-COMP,Mar 2024,HEALTH CENTER,3987.0,349.0,,5334.0,,99.0,37,956.0,25,DISTRICT38,TABLET
RDT,May 2024,DISTRICT HOSPITAL,220.0,,31.0,,,4.0,45,19.0,25,DISTRICT1,PIECE
RDT,Jan 2025,HEALTH CENTER,4531.0,,,4401.0,,877.0,478,1344.0,30,DISTRICT16,PIECE
ITN,Jan 2025,HEALTH CENTER,,,,1067.0,,,606,83.0,1,DISTRICT10,PIECE
ART-INJ,Mar 2024,DISTRICT HOSPITAL,,0.0,7.0,10.0,1252.0,0.0,-710,,25,DISTRICT33,VIAL
ITN,Dec 2024,HEALTH CENTER,12.0,,37.0,24.0,,7.0,-129,,2,DISTRICT19,PIECE
ART-SUP,Mar 2025,DISTRICT HOSPITAL,377.0,0.0,151.0,44.0,,416.0,-70,,30,DISTRICT28,CAPSULE
ITN,Aug 2024,DISTRICT HOSPITAL,86.0,68.0,42.0,272.0,,827.0,261,14.0,1,DISTRICT33,PIECE
PYRA-COMP,Apr 2025,HEALTH CENTER,,742.0,,18.0,1455.0,675.0,-93,9.0,5,DISTRICT33,TABLET
ACT-INF,Apr 2024,HEALTH CENTER,260.0,0.0,52.0,472.0,1382.0,0.0,-345,,30,DISTRICT32,BLISTER
ITN,Jun 2024,HEALTH CENTER,,0.0,159.0,99.0,,,339,71.0,30,DISTRICT32,PIECE
RDT,Sep 2024,HEALTH CENTER,,,56.0,1699.0,197.0,,-294,16.0,30,DISTRICT19,PIECE
ACT-SC,Nov 2024,HEALTH CENTER,108.0,0.0,73.0,,,18.0,-100,23.0,1000,DISTRICT38,BLISTER
PYRA-COMP,Jul 2024,HEALTH CENTER,,1.0,57.0,157.0,275.0,251.0,271,1.0,1,DISTRICT31,TABLET
ACT-AD,Apr 2024,HEALTH CENTER,2934.0,11.0,688.0,1463.0,527.0,14.0,108,179.0,30,DISTRICT16,BLISTER
ACT-SC,Feb 2025,HEALTH CENTER,,0.0,,,,,-299,60.0,50,DISTRICT23,BLISTER
QUIN,Jun 2025,HEALTH CENTER,1535.0,,,1088.0,,,173,79.0,1000,DISTRICT14,TABLET
ITN,Sep 2025,HEALTH CENTER,,0.0,51.0,3.0,,0.0,-43,7.0,30,DISTRICT20,PIECE
ACT-GC,Dec 2023,DISTRICT HOSPITAL,377.0,0.0,9.0,193.0,604.0,658.0,-106,4.0,30,DISTRICT13,BLISTER
RDT,Jun 2025,DISTRICT HOSPITAL,1047.0,36.0,,,1114.0,183.0,59,,30,DISTRICT9,PIECE
QUIN,Jun 2025,HEALTH CENTER,,0.0,103.0,,,,13,149.0,1000,DISTRICT20,TABLET
ART-SUP,Jun 2024,HEALTH CENTER,3947.0,1545.0,1102.0,2439.0,,,234,967.0,2,DISTRICT14,CAPSULE
ITN,Dec 2023,HEALTH CENTER,1487.0,,92.0,1386.0,409.0,0.0,472,58.0,25,DISTRICT37,PIECE
RDT,Aug 2024,HEALTH CENTER,,,,129.0,,1623.0,-45,67.0,1,DISTRICT10,PIECE
ART-SUP,May 2024,HEALTH CENTER,1083.0,1.0,85.0,,,,-239,45.0,1,DISTRICT20,CAPSULE
ART-INJ,Sep 2024,DISTRICT HOSPITAL,2046.0,,409.0,,1301.0,20.0,391,495.0,1,DISTRICT3,VIAL
PYRA-COMP,Jan 2024,HEALTH CENTER,,,390.0,1874.0,443.0,526.0,-282,320.0,30,DISTRICT31,TABLET
RDT,Aug 2024,HEALTH CENTER,1163.0,1.0,605.0,,,9441.0,-315,,100,DISTRICT30,PIECE
ACT-GC,May 2025,HEALTH CENTER,,,,,960.0,965.0,-25,335.0,30,DISTRICT3,BLISTER
RDT,Mar 2024,HEALTH CENTER,,304.0,258.0,773.0,,236.0,302,,1,DISTRICT12,PIECE
ACT-SC,Jan 2024,HEALTH CENTER,790.0,24.0,134.0,709.0,,389.0,-16,,1000,DISTRICT15,BLISTER
RDT,Nov 2025,HEALTH CENTER,459.0,,181.0,,,81.0,-420,176.0,2,DISTRICT5,PIECE
ACT-AD,Dec 2024,HEALTH CENTER,191.0,,816.0,,,12841.0,86,1359.0,1000,DISTRICT36,BLISTER
SP,Mar 2024,DISTRICT HOSPITAL,134.0,413.0,,213.0,510.0,7.0,-263,73.0,30,DISTRICT7,TABLET
ACT-INF,Apr 2024,HEALTH CENTER,65.0,0.0,,34.0,,0.0,13,4.0,30,DISTRICT37,BLISTER
