,quantity_approved
3166,587.0
2714,0.0
6771,210.0
2917,6.0
8037,0.0
7873,1.0
4373,5557.0
1823,327.0
2767,0.0
4943,2784.0
2096,887.0
516,985.0
750,28.0
3698,8.0
6321,0.0
1757,6.0
5799,27.0
3384,3685.0
1155,2899.0
4422,639.0
2147,5.0
8166,7.0
1953,377.0
8357,0.0
6664,0.0
5680,0.0
3181,42.0
4294,2025.0
8083,233.0
5588,2179.0
5804,0.0
1926,5.0
523,4.0
3415,548.0
6941,0.0
4686,647.0
6582,46.0
2611,38.0
8515,1708.0
6831,6.0
8374,604.0
1053,41.0
7139,819.0
8369,8.0
5780,10108.0
8047,1229.0
7535,2568.0
7491,153.0
2801,581.0
8030,2064.0
4376,1447.0
8514,10.0
256,521.0
8226,1.0
4994,68.0
7019,4096.0
297,12.0
2571,56.0
1264,621.0
5425,1.0
8530,8.0
497,217.0
2797,0.0
3172,948.0
4658,3062.0
970,92.0
586,26.0
1243,30.0
504,0.0
110,985.0
4412,0.0
3878,1164.0
6299,769.0
6528,14.0
5858,175.0
1515,741.0
5882,80.0
3249,0.0
3898,0.0
1891,3260.0
620,0.0
7354,1116.0
5758,10.0
6397,1409.0
670,44.0
6030,0.0
7680,1438.0
1637,1.0
2037,1236.0
5996,0.0
7414,1.0
1326,0.0
7474,2811.0
8597,0.0
711,197.0
7333,517.0
3279,7193.0
6403,5076.0
7422,128.0
5037,3727.0
4018,2.0
556,1418.0
660,1154.0
4592,1.0
4264,332.0
1859,0.0
6566,6.0
399,7.0
564,119.0
5246,0.0
6986,2556.0
1404,17004.0
5446,3990.0
4347,1.0
1553,0.0
3414,137.0
4449,0.0
3851,0.0
1596,2321.0
2433,1298.0
7480,1732.0
3064,1631.0
4226,0.0
6776,835.0
2720,71.0
5086,660.0
4938,38.0
7894,293.0
4212,8707.0
1159,40.0
2852,1612.0
3606,728.0
6720,39.0
1334,0.0
3675,1970.0
5097,0.0
8131,9733.0
2402,1.0
8141,0.0
7375,441.0
4411,7903.0
4278,525.0
4668,0.0
4141,0.0
7731,3667.0
5762,0.0
8654,30.0
1179,5112.0
5011,1.0
2364,1441.0
283,0.0
837,5.0
6868,272.0
2871,371.0
3358,7279.0
7539,158.0
6217,1150.0
3441,0.0
7406,4.0
3586,6.0
4198,0.0
3551,191.0
7448,59.0
8513,0.0
1744,1441.0
59,1841.0
6048,0.0
7701,2610.0
7890,444.0
7115,30.0
8234,54.0
7117,2179.0
6368,2029.0
6288,52.0
8587,1.0
1761,11.0
2015,10.0
1467,65.0
1289,15.0
5231,1.0
2013,8770.0
271,55.0
7562,1.0
6830,2673.0
6719,6569.0
1774,443.0
5833,0.0
3142,259.0
2056,0.0
456,1203.0
1405,483.0
2186,625.0
2591,1100.0
640,5780.0
1329,3314.0
99,107.0
5303,248.0
165,3.0
4744,6.0
6467,0.0
2930,2324.0
1109,1276.0
8378,263.0
8046,1.0
4398,125.0
7961,113.0
4763,11302.0
2713,49.0
1203,40.0
3700,15.0
4263,0.0
5499,30.0
7339,3390.0
2876,417.0
3378,97.0
5589,0.0
181,100.0
5310,159.0
2511,503.0
3776,19.0
1825,3.0
2270,0.0
3550,1.0
3351,0.0
8434,3.0
2455,855.0
1570,433.0
7881,30.0
7179,19.0
2471,46.0
221,37.0
5424,0.0
4257,0.0
649,12.0
8118,40.0
5654,1783.0
426,2213.0
2485,0.0
2586,118.0
1533,1.0
908,0.0
3973,0.0
8123,1276.0
1665,3.0
3221,0.0
6898,0.0
6223,1333.0
5251,0.0
933,0.0
1119,10745.0
7850,6.0
4870,0.0
1145,74.0
1613,12.0
7146,20.0
747,186.0
6683,2.0
4268,1.0
7655,3071.0
4967,5239.0
359,528.0
2918,160.0
1394,30.0
941,2432.0
7538,8.0
7469,0.0
2355,24.0
8017,73.0
2227,0.0
6836,0.0
6754,41.0
6946,13196.0
816,351.0
4904,7279.0
4746,4030.0
6552,1497.0
7303,3574.0
47,154.0
6405,19.0
8556,1018.0
4051,0.0
92,36.0
1815,0.0
2289,3387.0
4642,2.0
3987,0.0
2620,539.0
2557,0.0
7529,4214.0
2446,25.0
7612,180.0
3188,3.0
3951,1192.0
7679,68.0
6145,73.0
6083,345.0
1116,0.0
1606,109.0
5268,1013.0
1559,5.0
5631,0.0
7607,50.0
2959,34.0
4577,1546.0
6073,2.0
6259,0.0
2078,3062.0
6117,273.0
3451,5.0
2296,2538.0
7322,0.0
7585,27.0
4288,394.0
1015,109.0
1102,18.0
7346,1456.0
1826,470.0
2239,2.0
5355,1465.0
5447,130.0
2626,65.0
6434,4.0
2532,131.0
7901,291.0
8003,3870.0
3268,400.0
4619,3234.0
4496,0.0
8022,172.0
4006,1274.0
8537,1.0
2113,35.0
6093,902.0
3081,1934.0
1027,14.0
5185,285.0
6477,1.0
1831,773.0
8671,944.0
1764,0.0
8448,0.0
8493,231.0
4565,0.0
7609,32.0
917,14.0
5240,2954.0
7770,315.0
5198,0.0
4837,0.0
6895,1.0
3765,518.0
142,1702.0
3756,0.0
6252,421.0
400,0.0
5212,979.0
5702,94.0
6508,486.0
406,0.0
3647,24.0
2802,1017.0
4351,665.0
4955,66.0
4549,0.0
114,846.0
1361,2.0
3842,41.0
597,0.0
5550,50.0
2961,87.0
1339,588.0
4888,780.0
5872,519.0
5552,4.0
5810,271.0
2048,26.0
4518,0.0
4857,272.0
334,1.0
174,0.0
8016,5.0
6456,535.0
2302,1.0
3977,2076.0
4302,5450.0
4286,1.0
3939,4452.0
2207,25.0
6520,507.0
1094,193.0
8612,5.0
4152,347.0
4183,1.0
5360,1449.0
8408,0.0
4806,1.0
5954,4063.0
4423,1009.0
6260,1769.0
5663,0.0
6903,0.0
7198,521.0
7456,3.0
1622,810.0
4729,858.0
667,135.0
3635,0.0
4618,9.0
5342,246.0
1737,1302.0
3671,40.0
2731,0.0
4520,99.0
7534,8.0
2861,9.0
2468,742.0
6633,444.0
5477,236.0
2066,4917.0
4215,931.0
6413,1830.0
3989,391.0
6759,0.0
7044,2816.0
8636,2743.0
690,39.0
6934,418.0
2686,0.0
8116,195.0
4989,1.0
3023,0.0
1526,27.0
5927,104.0
6728,3078.0
4929,619.0
2657,0.0
5034,7258.0
840,8184.0
2667,5.0
6213,91.0
8331,5681.0
8463,1.0
2706,42.0
4637,1.0
2188,1080.0
2784,547.0
2827,56.0
6102,0.0
3247,970.0
1537,0.0
3472,336.0
6916,0.0
7549,54.0
3697,587.0
2462,1016.0
1151,1.0
1081,14.0
2889,0.0
1321,206.0
4648,758.0
540,183.0
5084,610.0
1548,0.0
5217,1449.0
2187,13.0
6880,0.0
8500,246.0
7573,0.0
4663,1013.0
7481,365.0
1336,108.0
5179,5089.0
5213,1333.0
7648,2192.0
8713,0.0
7613,16.0
1043,105.0
2374,1.0
8167,10.0
2162,2.0
7263,1671.0
1956,1000.0
1222,2.0
3141,6541.0
5028,0.0
7197,33.0
651,2944.0
7659,8863.0
5725,3394.0
7906,5101.0
1509,830.0
2022,343.0
4562,225.0
6086,1723.0
949,0.0
39,16.0
8251,227.0
1347,219.0
8727,0.0
5210,3599.0
3393,0.0
7046,4.0
6667,5.0
7500,31.0
4800,3.0
744,274.0
3091,14.0
3205,36.0
7632,2259.0
1929,267.0
7101,768.0
5038,0.0
8664,34.0
7112,3343.0
5880,2407.0
8450,0.0
5605,15.0
1079,2.0
1980,1206.0
5489,1.0
915,4717.0
4069,17.0
188,0.0
1777,1818.0
125,89.0
2996,2421.0
1776,497.0
1468,2.0
8058,28.0
8745,315.0
3834,490.0
487,321.0
5784,413.0
7795,4292.0
8397,193.0
1457,1.0
1317,709.0
7975,3121.0
1356,18.0
6199,0.0
1352,68.0
4168,48.0
799,123.0
3406,0.0
5053,575.0
8206,0.0
2362,12.0
4840,74.0
2290,2651.0
7034,16.0
3239,1104.0
7182,2041.0
3881,17.0
590,78.0
4965,0.0
4271,57.0
8631,2400.0
4946,287.0
1452,0.0
6959,292.0
1543,5.0
4931,4443.0
4170,7.0
6303,1.0
7045,128.0
6769,3.0
5021,0.0
7511,21.0
1065,0.0
5145,1.0
3636,347.0
8753,6.0
2387,71.0
602,0.0
2583,5854.0
8324,0.0
7849,163.0
2948,67.0
4332,802.0
1078,0.0
3664,399.0
484,2.0
3371,38.0
5776,404.0
6483,3957.0
1494,0.0
2194,2948.0
4889,10.0
380,7.0
3919,3060.0
8386,95.0
3150,25.0
7967,46.0
6122,0.0
5219,447.0
2724,122.0
874,453.0
457,2439.0
1320,43.0
2326,23.0
2088,4737.0
3295,2.0
3827,335.0
637,5433.0
8717,78.0
2093,17.0
6312,0.0
8624,2469.0
1736,988.0
5707,4.0
8446,0.0
4887,136.0
1313,2102.0
2030,156.0
5044,0.0
1824,25.0
7840,0.0
7352,99.0
6393,6482.0
3440,1.0
5779,0.0
4071,6.0
5859,1307.0
1527,1020.0
6430,3.0
1711,4.0
6605,121.0
570,357.0
1304,24.0
3605,0.0
7893,84.0
1140,0.0
3648,3.0
2810,14.0
8572,203.0
4525,1682.0
7582,40.0
5189,0.0
3631,4854.0
1435,0.0
6786,1927.0
3824,107.0
6273,0.0
1521,0.0
8422,21.0
8558,0.0
3722,267.0
1728,9643.0
4858,403.0
3212,0.0
4461,2427.0
4671,0.0
214,2363.0
5524,1171.0
8040,1362.0
7012,1.0
1414,460.0
983,0.0
1541,0.0
8292,33.0
7769,124.0
3269,0.0
1026,206.0
381,91.0
6951,1564.0
3047,2849.0
1481,69.0
2816,37.0
7415,0.0
5571,10.0
424,665.0
6814,297.0
5009,0.0
1877,18.0
8499,15.0
2932,76.0
6668,1.0
5259,3524.0
3111,556.0
8156,0.0
6099,0.0
2958,1012.0
2576,0.0
1615,0.0
7804,2271.0
6865,5.0
5791,192.0
5063,1195.0
4047,27.0
4187,0.0
7909,5227.0
5321,0.0
368,0.0
5239,16.0
6908,0.0
3430,0.0
6699,3727.0
4272,1042.0
6296,169.0
7741,3244.0
731,2.0
3703,7.0
6661,1288.0
1549,677.0
4540,3810.0
5943,0.0
7285,272.0
8609,56.0
1451,0.0
4150,0.0
5281,3036.0
7634,270.0
6957,1291.0
5866,31.0
6144,1.0
3317,0.0
7819,0.0
219,0.0
1091,1.0
6891,431.0
8714,27.0
1795,272.0
8196,840.0
8363,844.0
3260,1.0
7641,4129.0
6947,4770.0
4400,4.0
892,1189.0
3873,2.0
6778,308.0
8626,6833.0
3575,0.0
1278,11.0
2940,633.0
4200,0.0
2629,217.0
7486,29.0
1525,3072.0
7730,213.0
5434,403.0
4113,112.0
4479,717.0
2435,6.0
659,0.0
5392,0.0
4438,5.0
2049,1.0
5903,2.0
7962,22.0
2006,4859.0
702,52.0
4761,856.0
7230,187.0
8277,5485.0
3058,4.0
2317,730.0
501,10.0
6755,87.0
6706,837.0
8126,250.0
2176,62.0
931,16.0
2513,3.0
2603,27.0
7832,492.0
1136,0.0
55,9039.0
1305,55.0
2342,248.0
6733,171.0
2957,0.0
1997,4750.0
6888,1.0
7895,486.0
6704,0.0
574,0.0
3265,52.0
369,0.0
6306,4330.0
3540,1092.0
2305,8.0
2167,0.0
1141,434.0
7767,1152.0
1976,0.0
7306,2869.0
8189,52.0
643,0.0
7801,60.0
5177,1180.0
1830,0.0
1018,0.0
2850,1.0
5611,6012.0
7720,8.0
4973,980.0
7423,6135.0
5363,1036.0
7190,4415.0
3539,8.0
3548,0.0
6677,0.0
773,2821.0
980,8.0
4229,21.0
728,933.0
6380,0.0
1111,0.0
5118,0.0
6810,4753.0
5265,2161.0
5276,1020.0
5767,521.0
1295,239.0
2570,1.0
8602,0.0
4704,131.0
2079,110.0
5786,1948.0
7947,221.0
5088,0.0
7023,2.0
8358,649.0
2908,0.0
4778,2385.0
8634,64.0
2616,576.0
3967,16.0
7833,1.0
7973,0.0
6377,609.0
7870,466.0
2500,41.0
1412,0.0
5851,1624.0
3712,0.0
3897,2197.0
8403,6.0
5744,0.0
4334,51.0
4566,362.0
258,2.0
5334,271.0
6095,101.0
1853,7.0
6843,1.0
735,64.0
3443,0.0
2862,383.0
6999,2.0
833,0.0
3727,0.0
748,39.0
5377,21.0
517,2353.0
4563,151.0
3400,2902.0
5000,891.0
5660,1332.0
1101,0.0
5925,0.0
8225,427.0
8688,1.0
6454,0.0
7963,0.0
7588,3109.0
7709,284.0
5592,24.0
8451,734.0
3980,331.0
442,105.0
7076,2784.0
3491,6.0
3888,25.0
1237,0.0
923,67.0
7085,1829.0
1910,125.0
2600,2.0
4444,5.0
8564,17.0
1040,0.0
1860,1.0
1459,348.0
2166,174.0
7704,10948.0
5102,3189.0
1431,7429.0
6407,63.0
4378,0.0
1310,32.0
6337,5.0
7545,1189.0
3623,0.0
3711,0.0
4118,1.0
6205,326.0
7229,736.0
4133,11.0
2719,2477.0
7498,28.0
8670,365.0
1489,256.0
1920,1867.0
190,129.0
7823,1389.0
2944,0.0
4290,0.0
8519,16.0
6637,138.0
1472,3305.0
8082,171.0
3699,132.0
3254,0.0
5838,23.0
3074,0.0
3097,98.0
6460,80.0
1828,0.0
6726,11.0
4715,0.0
373,62.0
6534,157.0
2153,748.0
5616,2.0
957,579.0
3084,1600.0
685,2.0
8616,832.0
498,168.0
8088,5.0
1791,119.0
8188,5.0
1957,0.0
2915,8788.0
6382,1443.0
3717,11297.0
7797,0.0
3687,9.0
3624,1718.0
437,64.0
8069,970.0
3618,6383.0
7898,1233.0
791,0.0
8740,1.0
4823,1358.0
5047,7.0
5756,33.0
4208,113.0
4812,61.0
4060,4.0
2979,229.0
1450,43.0
2997,691.0
5365,1476.0
7879,175.0
881,0.0
5395,1.0
8359,8543.0
4062,257.0
3219,8149.0
6071,0.0
5797,331.0
1556,81.0
8303,408.0
8464,0.0
2746,15.0
6717,6.0
3439,1018.0
7774,196.0
8243,98.0
3833,0.0
8550,0.0
3079,1.0
6547,0.0
1576,4.0
3289,69.0
5997,0.0
8390,28.0
6028,1.0
694,0.0
6052,733.0
2668,7581.0
8370,0.0
1269,6.0
6672,1.0
3344,0.0
5800,5.0
7876,1262.0
3291,0.0
4037,0.0
2942,1863.0
5130,3.0
6202,1088.0
6258,14.0
3679,566.0
7307,180.0
7597,3.0
1584,1516.0
1867,4.0
877,5766.0
4158,238.0
5938,833.0
6468,0.0
2273,3.0
2072,728.0
639,426.0
1368,10777.0
2688,1586.0
636,28.0
4625,0.0
3324,0.0
2893,0.0
932,1194.0
3528,220.0
903,1.0
3113,957.0
3563,0.0
8064,1.0
2412,3.0
5540,2978.0
4219,1.0
345,1.0
3170,0.0
3694,2129.0
6822,0.0
5992,14.0
8648,0.0
8364,0.0
611,13339.0
1540,991.0
156,1.0
6853,2.0
8516,0.0
5444,240.0
7201,116.0
3203,9013.0
4341,15.0
6037,0.0
3146,270.0
3928,0.0
6818,1007.0
7835,31.0
533,0.0
4647,36.0
3139,0.0
8107,269.0
8308,0.0
7348,3403.0
5873,0.0
8317,7.0
974,19.0
2559,2.0
7624,13.0
4543,1.0
5402,688.0
4214,1369.0
8553,85.0
489,2026.0
6900,0.0
63,0.0
7309,29.0
3250,594.0
6169,1364.0
337,2351.0
1985,0.0
6049,136.0
962,733.0
7547,2100.0
3183,0.0
2506,0.0
8214,9.0
6694,1.0
5433,858.0
4833,426.0
610,321.0
3640,0.0
4856,6.0
7970,10643.0
3567,24.0
1182,109.0
6653,1.0
4386,415.0
7561,36.0
6614,145.0
5248,936.0
8706,154.0
2071,315.0
8608,1144.0
519,15.0
5845,1274.0
4873,0.0
8658,47.0
4853,0.0
587,0.0
5834,23.0
13,25.0
5985,1313.0
2906,2.0
6993,1905.0
7593,0.0
2115,23.0
6906,251.0
5094,0.0
4450,15.0
8615,1294.0
4383,77.0
6487,6.0
8235,7513.0
7144,885.0
8710,1.0
1701,2793.0
1290,23.0
1763,753.0
4483,265.0
1089,4816.0
6848,0.0
3948,138.0
2458,35.0
3506,2443.0
7997,2888.0
2150,0.0
4844,0.0
7477,283.0
1936,20.0
6109,3.0
7361,3017.0
2909,674.0
5260,1.0
4048,0.0
1228,438.0
971,552.0
7681,18.0
4480,1.0
1611,417.0
4016,8.0
4266,0.0
5835,7.0
4159,1.0
2426,2260.0
152,2.0
3028,0.0
3370,12217.0
1798,0.0
6471,4.0
4675,376.0
710,55.0
6590,165.0
1095,583.0
978,187.0
8518,1308.0
5613,153.0
91,114.0
3741,3052.0
3158,0.0
3600,274.0
2580,0.0
300,3388.0
493,1091.0
7062,0.0
1341,4451.0
6497,0.0
5828,5718.0
4679,712.0
2368,0.0
1029,50.0
7232,2346.0
7124,1999.0
963,0.0
1442,590.0
7811,2.0
7610,0.0
7865,216.0
862,62.0
2842,76.0
7713,0.0
3309,0.0
2423,419.0
3008,19.0
5471,3991.0
8726,196.0
4503,1.0
3154,1.0
3106,29.0
1149,2.0
318,0.0
7137,56.0
6262,0.0
6878,2.0
7387,25.0
4307,43.0
6181,3466.0
3693,0.0
1771,2507.0
4358,2.0
6437,458.0
7194,5550.0
1495,212.0
97,24.0
6603,2516.0
7765,68.0
6559,883.0
7289,239.0
2579,81.0
5967,0.0
1621,2841.0
4488,5924.0
7458,0.0
8252,0.0
3482,4160.0
989,11939.0
482,260.0
3137,7355.0
8219,2596.0
5544,0.0
6333,0.0
1308,8.0
8732,0.0
4801,0.0
7248,6259.0
3769,0.0
5646,4.0
8662,774.0
6414,0.0
352,0.0
7378,1355.0
4915,1963.0
8681,5.0
5863,0.0
405,2.0
3649,196.0
452,1.0
6,12.0
2245,1.0
2242,69.0
3190,0.0
604,1263.0
2983,4987.0
3164,105.0
5354,360.0
4932,395.0
3151,93.0
7129,4.0
4911,1.0
4835,1223.0
8200,0.0
7493,814.0
1679,0.0
4,319.0
2950,609.0
2870,1569.0
319,20.0
12,241.0
2143,510.0
8233,0.0
1475,13833.0
2133,169.0
4951,209.0
5172,0.0
2566,16.0
1123,0.0
8404,0.0
346,0.0
4814,0.0
4733,8.0
1972,681.0
168,7871.0
475,188.0
5154,3559.0
6156,678.0
8018,2253.0
7488,0.0
522,0.0
3066,0.0
4516,76.0
6909,0.0
2073,637.0
4544,0.0
8113,33.0
4095,3.0
1080,5.0
8065,1992.0
3785,439.0
4178,3.0
7620,76.0
2650,1.0
2196,0.0
7834,0.0
1868,1702.0
4473,2290.0
3577,17.0
1281,1459.0
1912,0.0
6067,626.0
859,0.0
1554,3445.0
8470,0.0
3442,622.0
3929,0.0
5937,54.0
4862,80.0
5027,174.0
676,3737.0
8630,1483.0
5012,51.0
5170,281.0
5152,5609.0
8571,3173.0
3373,20.0
5558,583.0
8730,3071.0
2545,0.0
7200,69.0
3667,346.0
3216,8.0
6246,42.0
4829,0.0
1955,22.0
7157,0.0
806,660.0
1212,0.0
4755,11.0
2834,4.0
2453,540.0
6618,0.0
2104,0.0
2531,1.0
5729,56.0
3968,1.0
5892,169.0
8311,3.0
1050,3896.0
1486,1025.0
185,14.0
4299,0.0
7362,7298.0
5773,5.0
7563,10.0
4871,0.0
7552,5309.0
5827,0.0
2060,0.0
415,248.0
3961,372.0
2787,963.0
7311,0.0
3974,64.0
8217,91.0
5933,10.0
1253,50.0
7616,3655.0
6501,0.0
6143,54.0
4015,0.0
3052,1166.0
6346,528.0
402,3351.0
5542,227.0
6450,360.0
8119,14.0
1501,22.0
4445,12.0
6002,68.0
4617,587.0
4454,64.0
350,222.0
7109,10.0
7028,108.0
5466,12.0
3315,2.0
5351,0.0
4683,12.0
3025,0.0
8159,161.0
5807,320.0
8627,107.0
6111,2.0
8391,1686.0
3405,0.0
7601,484.0
7225,91.0
1328,0.0
6158,70.0
1629,3852.0
4188,2.0
790,2876.0
987,161.0
3960,0.0
74,8.0
2530,0.0
4097,40.0
6045,1579.0
177,10.0
7278,213.0
5229,429.0
6972,3232.0
1387,2630.0
1973,5.0
5970,0.0
5651,1503.0
102,2044.0
2128,1.0
5717,0.0
1221,0.0
6745,0.0
7403,53.0
8342,32.0
5195,0.0
5548,37.0
6372,0.0
6204,984.0
7003,25.0
1640,597.0
1128,1.0
3144,0.0
5458,2116.0
330,29.0
1759,26.0
139,1670.0
1842,0.0
2761,0.0
1546,0.0
4127,0.0
4356,0.0
1730,2322.0
312,2236.0
2271,1413.0
3815,1.0
3343,4591.0
4884,0.0
5150,0.0
1092,3.0
2134,56.0
3672,722.0
8213,535.0
3514,6.0
2318,80.0
725,3834.0
1165,86.0
6636,2559.0
4148,1.0
8417,18.0
7290,7758.0
3413,596.0
4670,4.0
6881,17.0
4465,14.0
8057,4.0
8125,13378.0
5731,0.0
6320,0.0
4941,890.0
2820,0.0
3900,58.0
1708,1030.0
968,6.0
3627,176.0
4088,0.0
7214,939.0
2543,5.0
4982,0.0
1112,5888.0
1173,1982.0
48,153.0
6081,0.0
8092,2.0
5048,0.0
3002,3532.0
820,13.0
8044,196.0
8153,167.0
3096,6.0
5627,3367.0
2660,4.0
6235,0.0
964,0.0
366,715.0
982,4.0
8395,1134.0
5511,207.0
7287,50.0
4974,607.0
1047,5070.0
3244,12.0
7911,361.0
5787,0.0
768,2382.0
708,192.0
5242,0.0
699,0.0
7783,3.0
6894,115.0
5676,1564.0
1787,3.0
8236,8.0
355,0.0
6811,0.0
6278,0.0
8388,5105.0
5678,754.0
3516,496.0
3905,130.0
5320,3315.0
1499,2212.0
7520,558.0
7856,615.0
5958,187.0
6781,114.0
8009,0.0
474,14.0
5234,17.0
952,93.0
7189,0.0
8327,0.0
8401,439.0
3512,1.0
3981,0.0
4839,1057.0
3286,38.0
6838,0.0
4988,159.0
1233,0.0
1108,6130.0
2205,0.0
4554,347.0
7134,0.0
5507,0.0
49,0.0
6907,10.0
3988,13.0
1607,0.0
8181,0.0
8203,454.0
7000,7.0
8270,74.0
3175,0.0
3285,1.0
7716,0.0
3116,3146.0
1064,5.0
7336,747.0
7185,0.0
567,3333.0
5062,2.0
1627,257.0
894,45.0
6820,0.0
344,9.0
7489,0.0
5564,0.0
6248,24.0
7177,910.0
2537,210.0
3955,1.0
1781,59.0
8341,2944.0
5204,0.0
6384,0.0
8097,2.0
5785,2790.0
4979,0.0
5572,825.0
5385,161.0
5655,1.0
914,256.0
2847,99.0
7780,70.0
3167,2079.0
509,429.0
6375,0.0
7429,0.0
4318,1.0
2449,797.0
7508,0.0
7543,0.0
6513,468.0
3906,30.0
1589,7.0
183,0.0
1011,95.0
5512,301.0
5096,0.0
3859,0.0
8436,0.0
1293,72.0
4381,0.0
2090,2108.0
7908,2078.0
8559,0.0
3253,1.0
788,501.0
5167,1865.0
1660,1.0
3460,246.0
2,13.0
5069,1056.0
810,0.0
696,2564.0
5955,12806.0
5769,2408.0
6209,0.0
5854,2.0
2902,3193.0
3863,55.0
4492,3.0
7651,66.0
443,1117.0
5715,18.0
4458,6.0
5199,4773.0
4494,2.0
674,231.0
6856,11375.0
692,20.0
3228,109.0
5461,2916.0
6656,355.0
8455,378.0
5010,955.0
716,496.0
3266,0.0
1055,0.0
6370,3139.0
5327,1359.0
4622,2643.0
172,0.0
5426,12.0
1424,24.0
269,217.0
2394,342.0
6449,90.0
3854,145.0
6345,0.0
3101,7.0
171,236.0
8133,64.0
3009,8.0
275,47.0
4074,1876.0
3484,1.0
401,0.0
3915,225.0
241,37.0
2424,1251.0
6642,3163.0
723,658.0
7057,22.0
4526,0.0
1162,418.0
4109,1.0
8757,309.0
5437,0.0
2472,149.0
7697,65.0
1964,303.0
8036,3606.0
1496,8080.0
8060,2960.0
5723,5.0
3432,0.0
4770,51.0
8665,0.0
2228,101.0
2907,88.0
1129,0.0
5921,0.0
6062,1.0
8528,0.0
994,2.0
7513,244.0
187,80.0
6419,1.0
6267,24.0
7453,7.0
4633,32.0
111,3562.0
2564,95.0
1030,8672.0
5956,5187.0
4749,4.0
7108,11.0
2158,0.0
2843,1760.0
7211,0.0
738,1204.0
1662,0.0
1195,64.0
5706,6.0
2768,119.0
4538,340.0
1085,18.0
8160,24.0
1834,0.0
1337,1115.0
6556,467.0
2877,3757.0
7036,2.0
5513,6753.0
71,0.0
7273,3.0
2123,0.0
2963,0.0
2415,0.0
1723,324.0
5770,1.0
3031,203.0
1602,0.0
3469,936.0
8337,14.0
1005,1.0
7118,0.0
3376,2719.0
80,42.0
5841,30.0
3990,2.0
1614,0.0
4404,0.0
1977,65.0
7245,8.0
2776,134.0
3107,596.0
5127,768.0
7275,0.0
7154,0.0
2027,2866.0
5543,0.0
1796,1641.0
1135,1313.0
7830,0.0
2138,34.0
8712,1.0
7172,3.0
1989,202.0
18,275.0
4886,230.0
2934,353.0
1353,1547.0
4966,5358.0
2199,0.0
1986,15866.0
3447,4.0
8666,3.0
870,0.0
2880,0.0
6890,292.0
313,60.0
2633,1.0
2825,2162.0
8220,6124.0
7711,1366.0
5147,0.0
7646,1560.0
2386,646.0
8315,39.0
2192,3.0
6884,697.0
5083,0.0
6593,0.0
5904,272.0
370,2.0
2689,15383.0
1113,167.0
5121,269.0
238,0.0
884,3.0
5071,36.0
4808,863.0
3630,2793.0
3807,1014.0
8412,4127.0
4489,3251.0
8100,0.0
3313,1.0
1392,5229.0
310,155.0
8355,506.0
6392,0.0
2869,156.0
7753,4.0
4608,0.0
2587,0.0
6421,2.0
7677,1698.0
3069,3.0
4210,1663.0
2981,18.0
5128,2098.0
8720,15.0
2014,0.0
5249,226.0
6851,30.0
3435,958.0
8687,1276.0
7098,0.0
5777,593.0
2913,1834.0
6220,2367.0
4065,217.0
6568,2173.0
1002,0.0
6003,0.0
435,0.0
3353,2.0
427,991.0
3587,140.0
3998,117.0
2345,659.0
8580,0.0
5184,14.0
815,0.0
1360,1668.0
2590,9.0
1709,0.0
679,0.0
542,0.0
4096,0.0
2283,254.0
7564,8.0
5220,0.0
4626,0.0
3661,0.0
3001,1.0
5319,0.0
1769,11.0
4765,391.0
4575,635.0
4643,0.0
2259,1364.0
2964,943.0
1354,7762.0
5232,1.0
8237,7.0
5790,0.0
2744,120.0
4836,1.0
2231,1585.0
4243,0.0
4343,1174.0
42,65.0
1908,0.0
4615,5.0
3983,822.0
7089,9.0
3087,0.0
4712,98.0
8218,5067.0
4991,0.0
2240,0.0
4452,229.0
7277,2.0
4050,24.0
6943,81.0
8247,557.0
6904,2088.0
7948,2.0
703,0.0
5384,0.0
4905,0.0
2986,2.0
724,73.0
1901,1.0
2699,2448.0
7286,2236.0
1443,0.0
7110,0.0
8588,9795.0
4920,5.0
7555,15.0
7757,0.0
5842,448.0
1146,0.0
6101,0.0
7825,40.0
7980,0.0
3735,29.0
6242,65.0
6816,106.0
547,1134.0
2295,9.0
3057,6.0
4303,545.0
2793,12.0
5682,4.0
4234,0.0
4669,0.0
3399,2.0
965,2255.0
5470,0.0
6923,16.0
778,834.0
7161,67.0
8620,66.0
4509,427.0
734,820.0
7703,4161.0
7296,172.0
8703,1857.0
2024,702.0
585,5.0
354,2.0
8692,72.0
770,3.0
4923,0.0
4179,2.0
6271,0.0
8574,29.0
6638,0.0
6398,159.0
2541,42.0
1175,7.0
5050,131.0
441,0.0
5901,4.0
4894,22.0
2026,0.0
7802,12.0
1393,5.0
5972,2910.0
6681,0.0
621,0.0
1872,35.0
7175,333.0
6342,2.0
8033,0.0
2610,20.0
1070,223.0
5052,1382.0
1307,856.0
4421,615.0
7237,491.0
3825,0.0
7518,1007.0
4370,0.0
802,2436.0
5263,1570.0
4694,4852.0
6190,3579.0
5014,5.0
6919,36.0
959,2342.0
1836,299.0
7113,2.0
6254,4.0
6538,4.0
5457,74.0
264,0.0
8328,40.0
4429,737.0
3659,105.0
7379,97.0
8339,201.0
4780,2602.0
4206,0.0
87,1742.0
8180,0.0
8481,483.0
4079,1014.0
829,1650.0
6281,0.0
148,9022.0
8721,0.0
7238,107.0
2341,0.0
5607,1404.0
3682,310.0
5341,269.0
8074,3.0
4372,48.0
1465,58.0
