product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
SP,Jul 2024,DISTRICT HOSPITAL,794.0,818.0,105.0,174.0,,139.0,-1117,,1000,DISTRICT25,TABLET
ART-SUP,Aug 2025,HEALTH CENTER,,,,871.0,,744.0,-557,198.0,2,DISTRICT17,CAPSULE
QUIN,Mar 2025,HEALTH CENTER,434.0,0.0,35.0,1208.0,,65.0,472,163.0,1000,DISTRICT1,TABLET
ACT-INF,Sep 2025,HEALTH CENTER,,1.0,,494.0,281.0,0.0,-224,4.0,30,DISTRICT1,BLISTER
ACT-AD,Apr 2024,HEALTH CENTER,1056.0,0.0,188.0,997.0,166.0,108.0,-65,,30,DISTRICT19,BLISTER
ART-INJ,Jan 2025,HEALTH CENTER,1673.0,1199.0,558.0,1810.0,,127.0,-408,268.0,5,DISTRICT13,VIAL
QUIN,Sep 2025,HEALTH CENTER,384.0,,492.0,,839.0,2026.0,-798,,1000,DISTRICT8,TABLET
PYRA-COMP,Apr 2025,HEALTH CENTER,2114.0,58.0,453.0,927.0,,243.0,-247,579.0,1,DISTRICT14,TABLET
ACT-SC,Aug 2025,HEALTH CENTER,,0.0,272.0,1037.0,1090.0,455.0,-251,212.0,30,DISTRICT38,BLISTER
RDT,Feb 2025,HEALTH CENTER,4165.0,,917.0,7746.0,,14.0,-772,700.0,25,DISTRICT23,PIECE
SP,Jan 2024,HEALTH CENTER,126.0,,40.0,165.0,,113.0,169,24.0,1000,DISTRICT14,TABLET
ART-INJ,Feb 2025,HEALTH CENTER,1346.0,,222.0,,,0.0,-184,31.0,5,DISTRICT3,VIAL
ART-INJ,Jan 2024,HEALTH CENTER,3885.0,0.0,275.0,,,0.0,-190,32.0,5,DISTRICT35,VIAL
ITN,Oct 2025,HEALTH CENTER,2649.0,111.0,1359.0,2053.0,,1925.0,-219,951.0,50,DISTRICT1,PIECE
QUIN,Sep 2024,DISTRICT HOSPITAL,,,133.0,390.0,1394.0,144.0,-214,326.0,1000,DISTRICT35,TABLET
RDT,Apr 2025,HEALTH CENTER,3455.0,7.0,675.0,2444.0,,3228.0,-386,419.0,25,DISTRICT1,PIECE
ACT-GC,Apr 2025,HEALTH CENTER,,80.0,,2902.0,,251.0,488,407.0,30,DISTRICT21,BLISTER
PYRA-COMP,Sep 2024,HEALTH CENTER,244.0,,,195.0,,19.0,-585,15.0,1,DISTRICT3,TABLET
ACT-INF,May 2024,HEALTH CENTER,53.0,0.0,,419.0,495.0,0.0,418,39.0,30,DISTRICT5,BLISTER
ART-INJ,Dec 2024,HEALTH CENTER,,62.0,,614.0,,,437,607.0,5,DISTRICT36,VIAL
ACT-AD,Sep 2024,HEALTH CENTER,1563.0,,175.0,727.0,,556.0,-802,42.0,30,DISTRICT31,BLISTER
ART-INJ,Apr 2024,HEALTH CENTER,236.0,278.0,,886.0,1733.0,7454.0,-25,283.0,5,DISTRICT22,VIAL
ART-INJ,Jan 2025,HEALTH CENTER,744.0,41.0,402.0,693.0,,,-99,88.0,5,DISTRICT25,VIAL
QUIN,May 2025,HEALTH CENTER,82.0,0.0,3.0,224.0,203.0,0.0,-600,5.0,1000,DISTRICT9,TABLET
QUIN,Sep 2025,HEALTH CENTER,847.0,0.0,,925.0,1382.0,329.0,-1045,78.0,1000,DISTRICT10,TABLET
PYRA-SAC,Aug 2025,DISTRICT HOSPITAL,665.0,57.0,,,,1088.0,-315,172.0,1,DISTRICT32,SACHET
SP,Mar 2025,HEALTH CENTER,2052.0,249.0,,3538.0,,544.0,290,362.0,1000,DISTRICT7,TABLET
ART-SUP,Dec 2023,HEALTH CENTER,886.0,,,354.0,,23.0,17,61.0,2,DISTRICT15,CAPSULE
ART-SUP,Jan 2024,HEALTH CENTER,,255.0,1.0,21.0,,0.0,-955,,2,DISTRICT3,CAPSULE
ACT-GC,Dec 2024,HEALTH CENTER,,,884.0,1620.0,992.0,4228.0,374,741.0,30,DISTRICT15,BLISTER
ACT-GC,Oct 2024,HEALTH CENTER,147.0,,,,,1.0,-251,12.0,30,DISTRICT26,BLISTER
QUIN,Jan 2024,HEALTH CENTER,1071.0,7.0,,2187.0,,1257.0,179,,1000,DISTRICT1,TABLET
ACT-AD,Apr 2025,HEALTH CENTER,1885.0,,,780.0,,1.0,-118,193.0,30,DISTRICT33,BLISTER
ART-SUP,Jun 2025,HEALTH CENTER,1539.0,,693.0,2282.0,,360.0,-628,298.0,2,DISTRICT20,CAPSULE
ACT-AD,Mar 2025,HEALTH CENTER,871.0,223.0,494.0,1006.0,,3094.0,-5,241.0,30,DISTRICT13,BLISTER
ART-INJ,May 2024,HEALTH CENTER,199.0,0.0,0.0,,,0.0,-656,1.0,5,DISTRICT15,VIAL
PYRA-SAC,Feb 2024,HEALTH CENTER,696.0,1.0,54.0,12.0,,0.0,-119,7.0,1,DISTRICT18,SACHET
SP,Oct 2025,HEALTH CENTER,384.0,57.0,131.0,970.0,,3.0,10,370.0,1000,DISTRICT19,TABLET
ITN,Apr 2024,HEALTH CENTER,835.0,0.0,,,,3389.0,726,159.0,50,DISTRICT9,PIECE
ART-INJ,Jan 2025,HEALTH CENTER,1396.0,,,1255.0,,422.0,-332,424.0,5,DISTRICT29,VIAL
ART-INJ,Mar 2025,HEALTH CENTER,,,,,,127.0,347,,5,DISTRICT20,VIAL
QUIN,Jun 2025,HEALTH CENTER,,0.0,316.0,117.0,466.0,7365.0,218,,1000,DISTRICT13,TABLET
PYRA-SAC,Jan 2025,HEALTH CENTER,4227.0,25.0,579.0,,,3205.0,-520,832.0,1,DISTRICT20,SACHET
RDT,Mar 2024,HEALTH CENTER,2332.0,0.0,267.0,3557.0,,7.0,126,138.0,25,DISTRICT13,PIECE
ACT-AD,Jul 2024,HEALTH CENTER,,17.0,,3245.0,694.0,24.0,-371,194.0,30,DISTRICT9,BLISTER
ACT-SC,Jul 2025,DISTRICT HOSPITAL,,,66.0,,,2.0,-585,26.0,30,DISTRICT20,BLISTER
ITN,Apr 2025,HEALTH CENTER,291.0,73.0,41.0,,581.0,20.0,-36,75.0,50,DISTRICT13,PIECE
ACT-SC,Jan 2024,HEALTH CENTER,888.0,37.0,155.0,2665.0,,2098.0,-159,224.0,30,DISTRICT20,BLISTER
ACT-GC,Aug 2025,HEALTH CENTER,2570.0,,277.0,,,0.0,-638,,30,DISTRICT10,BLISTER
ACT-GC,Dec 2024,HEALTH CENTER,901.0,4.0,,599.0,,417.0,-309,347.0,30,DISTRICT16,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,,251.0,83.0,893.0,,,382,43.0,30,DISTRICT20,BLISTER
ART-SUP,Sep 2025,HEALTH CENTER,,323.0,367.0,,,2900.0,-288,206.0,2,DISTRICT12,CAPSULE
ACT-GC,Aug 2024,HEALTH CENTER,45.0,0.0,96.0,158.0,,,519,,30,DISTRICT12,BLISTER
ART-INJ,Apr 2024,HEALTH CENTER,256.0,,14.0,,244.0,0.0,475,0.0,5,DISTRICT36,VIAL
PYRA-COMP,Mar 2024,HEALTH CENTER,864.0,1.0,,800.0,,,-464,47.0,1,DISTRICT31,TABLET
PYRA-COMP,Dec 2023,HEALTH CENTER,1597.0,718.0,771.0,,549.0,0.0,1191,,1,DISTRICT37,TABLET
ART-INJ,Feb 2025,DISTRICT HOSPITAL,2828.0,,432.0,546.0,,87.0,-385,653.0,5,DISTRICT29,VIAL
ITN,Feb 2025,HEALTH CENTER,,74.0,,1510.0,,65.0,372,217.0,50,DISTRICT26,PIECE
PYRA-SAC,Mar 2024,HEALTH CENTER,203.0,1213.0,413.0,385.0,,1022.0,-153,290.0,1,DISTRICT21,SACHET
ACT-SC,Aug 2024,DISTRICT HOSPITAL,1388.0,,519.0,,,1377.0,340,,30,DISTRICT28,BLISTER
QUIN,Oct 2024,DISTRICT HOSPITAL,888.0,1.0,146.0,408.0,,,-691,5.0,1000,DISTRICT36,TABLET
PYRA-SAC,Jun 2024,HEALTH CENTER,3260.0,435.0,915.0,2364.0,,13249.0,15,,1,DISTRICT28,SACHET
ART-SUP,Jul 2025,HEALTH CENTER,1383.0,39.0,,149.0,,1372.0,-190,80.0,2,DISTRICT20,CAPSULE
ACT-GC,Sep 2024,HEALTH CENTER,8.0,271.0,22.0,31.0,,3687.0,240,,30,DISTRICT3,BLISTER
ACT-SC,Dec 2023,HEALTH CENTER,6.0,0.0,2.0,2.0,662.0,0.0,-469,4.0,30,DISTRICT32,BLISTER
RDT,Aug 2025,HEALTH CENTER,497.0,1.0,100.0,183.0,,0.0,-11,57.0,25,DISTRICT31,PIECE
PYRA-SAC,Jun 2024,HEALTH CENTER,,0.0,88.0,1204.0,,14.0,-347,9.0,1,DISTRICT29,SACHET
PYRA-SAC,Nov 2024,HEALTH CENTER,,7.0,427.0,1025.0,128.0,6.0,-308,,1,DISTRICT20,SACHET
PYRA-SAC,Jun 2024,DISTRICT HOSPITAL,2308.0,394.0,855.0,2302.0,,0.0,327,447.0,1,DISTRICT36,SACHET
QUIN,Mar 2025,HEALTH CENTER,528.0,742.0,,,,3.0,36,44.0,1000,DISTRICT20,TABLET
ITN,Nov 2025,HEALTH CENTER,61.0,,13.0,,,0.0,495,2.0,50,DISTRICT13,PIECE
PYRA-COMP,Jun 2024,HEALTH CENTER,14.0,472.0,,1913.0,,,-196,,1,DISTRICT8,TABLET
ACT-SC,Jun 2024,HEALTH CENTER,,0.0,16.0,,,1037.0,193,,30,DISTRICT4,BLISTER
SP,May 2025,HEALTH CENTER,1763.0,0.0,325.0,12.0,,853.0,-60,105.0,1000,DISTRICT32,TABLET
SP,Feb 2025,HEALTH CENTER,262.0,0.0,80.0,,,,-781,,1000,DISTRICT21,TABLET
ACT-AD,May 2024,REGIONAL HOSPITAL,569.0,8.0,99.0,944.0,,,-982,88.0,30,DISTRICT12,BLISTER
ACT-GC,Oct 2024,DISTRICT HOSPITAL,845.0,0.0,727.0,426.0,,,266,384.0,30,DISTRICT18,BLISTER
ACT-GC,May 2025,HEALTH CENTER,221.0,52.0,53.0,,,,893,27.0,30,DISTRICT1,BLISTER
ITN,Jan 2024,HEALTH CENTER,89.0,317.0,6.0,17.0,,860.0,95,2.0,50,DISTRICT28,PIECE
ACT-SC,Jan 2024,DISTRICT HOSPITAL,,9.0,,1336.0,,854.0,-204,644.0,30,DISTRICT29,BLISTER
PYRA-COMP,Oct 2024,HEALTH CENTER,,134.0,16.0,,,1.0,433,,1,DISTRICT29,TABLET
PYRA-COMP,Dec 2023,HEALTH CENTER,12.0,2.0,3.0,22.0,,718.0,-135,0.0,1,DISTRICT36,TABLET
SP,Jun 2025,HEALTH CENTER,208.0,0.0,50.0,132.0,,0.0,-841,17.0,1000,DISTRICT29,TABLET
ART-SUP,Jun 2025,HEALTH CENTER,,5.0,750.0,2445.0,,0.0,-567,304.0,2,DISTRICT15,CAPSULE
ART-INJ,Nov 2025,HEALTH CENTER,474.0,0.0,,,,0.0,-380,,5,DISTRICT16,VIAL
ACT-SC,Feb 2024,HEALTH CENTER,804.0,3.0,317.0,1237.0,,857.0,-406,,30,DISTRICT22,BLISTER
PYRA-SAC,May 2025,HEALTH CENTER,743.0,,62.0,172.0,,751.0,-290,,1,DISTRICT2,SACHET
ITN,Jan 2024,HEALTH CENTER,30.0,0.0,6.0,39.0,,0.0,148,3.0,50,DISTRICT33,PIECE
ACT-GC,Feb 2025,HEALTH CENTER,993.0,301.0,,2603.0,,173.0,128,1024.0,30,DISTRICT27,BLISTER
PYRA-COMP,Oct 2025,HEALTH CENTER,52.0,1.0,,94.0,275.0,0.0,-412,,1,DISTRICT24,TABLET
ITN,Jun 2025,HEALTH CENTER,8.0,,1.0,15.0,,0.0,-457,3.0,50,DISTRICT38,PIECE
ITN,Jun 2025,HEALTH CENTER,,,,350.0,,1034.0,-540,366.0,50,DISTRICT38,PIECE
ART-INJ,Dec 2024,HEALTH CENTER,,105.0,77.0,792.0,,99.0,636,27.0,5,DISTRICT32,VIAL
ART-SUP,Apr 2025,HEALTH CENTER,720.0,,200.0,362.0,,33.0,58,81.0,2,DISTRICT14,CAPSULE
ACT-AD,Sep 2024,HEALTH CENTER,4706.0,3.0,995.0,2027.0,890.0,1074.0,-76,572.0,30,DISTRICT26,BLISTER
ACT-INF,Sep 2024,HEALTH CENTER,,62.0,,,,0.0,259,205.0,30,DISTRICT28,BLISTER
SP,Dec 2024,HEALTH CENTER,204.0,0.0,3.0,51.0,481.0,947.0,488,0.0,1000,DISTRICT16,TABLET
PYRA-SAC,Nov 2025,HEALTH CENTER,3104.0,197.0,378.0,5197.0,,1.0,972,,1,DISTRICT21,SACHET
PYRA-SAC,Apr 2024,HEALTH CENTER,11.0,1773.0,69.0,301.0,,,-727,56.0,1,DISTRICT3,SACHET
ART-INJ,Jun 2024,HEALTH CENTER,750.0,72.0,348.0,948.0,1251.0,168.0,-355,359.0,5,DISTRICT16,VIAL
PYRA-COMP,Dec 2024,HEALTH CENTER,1659.0,,153.0,909.0,1052.0,390.0,427,244.0,1,DISTRICT31,TABLET
PYRA-COMP,Apr 2025,HEALTH CENTER,435.0,,22.0,12.0,,33.0,-1084,0.0,1,DISTRICT36,TABLET
RDT,Sep 2025,HEALTH CENTER,157.0,0.0,4.0,100.0,,0.0,-354,2.0,25,DISTRICT10,PIECE
PYRA-SAC,Mar 2025,DISTRICT HOSPITAL,339.0,,7.0,265.0,505.0,0.0,30,,1,DISTRICT9,SACHET
SP,Mar 2024,HEALTH CENTER,220.0,89.0,79.0,1265.0,394.0,0.0,42,84.0,1000,DISTRICT30,TABLET
QUIN,May 2024,HEALTH CENTER,766.0,,,63.0,,,264,12.0,1000,DISTRICT9,TABLET
QUIN,Aug 2025,HEALTH CENTER,521.0,322.0,177.0,304.0,,0.0,-531,,1000,DISTRICT9,TABLET
ART-INJ,Jun 2025,HEALTH CENTER,2816.0,21.0,,2260.0,619.0,0.0,367,,5,DISTRICT18,VIAL
ACT-GC,Mar 2024,HEALTH CENTER,886.0,0.0,129.0,,,3.0,-125,87.0,30,DISTRICT33,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,19.0,5.0,7.0,,,,-420,15.0,30,DISTRICT13,BLISTER
ACT-SC,Mar 2025,HEALTH CENTER,3398.0,0.0,,1270.0,,7354.0,-162,,30,DISTRICT20,BLISTER
PYRA-SAC,Oct 2025,HEALTH CENTER,1654.0,261.0,,1841.0,856.0,289.0,602,,1,DISTRICT1,SACHET
ART-SUP,Mar 2024,HEALTH CENTER,1564.0,0.0,62.0,1365.0,,,53,,2,DISTRICT30,CAPSULE
RDT,Apr 2025,HEALTH CENTER,,,487.0,61.0,,11676.0,430,503.0,25,DISTRICT25,PIECE
PYRA-SAC,Oct 2025,HEALTH CENTER,,19.0,205.0,821.0,421.0,,-430,,1,DISTRICT38,SACHET
ITN,Mar 2024,HEALTH CENTER,,7.0,,2135.0,433.0,0.0,144,,50,DISTRICT31,PIECE
PYRA-SAC,Dec 2024,DISTRICT HOSPITAL,3.0,323.0,15.0,1.0,,5.0,-260,,1,DISTRICT6,SACHET
ACT-INF,Jan 2024,HEALTH CENTER,658.0,2.0,,,2169.0,597.0,210,479.0,30,DISTRICT13,BLISTER
ART-SUP,Apr 2024,HEALTH CENTER,,0.0,,,,234.0,398,,2,DISTRICT36,CAPSULE
ACT-AD,Apr 2024,HEALTH CENTER,1483.0,0.0,69.0,1568.0,,5.0,-103,15.0,30,DISTRICT7,BLISTER
ACT-INF,Jan 2024,DISTRICT HOSPITAL,1943.0,0.0,176.0,497.0,,501.0,571,,30,DISTRICT24,BLISTER
PYRA-COMP,Jan 2024,HEALTH CENTER,1274.0,307.0,735.0,1388.0,,347.0,-179,1057.0,1,DISTRICT27,TABLET
ACT-INF,Apr 2024,HEALTH CENTER,,119.0,1071.0,,,1622.0,602,574.0,30,DISTRICT35,BLISTER
RDT,Jul 2025,HEALTH CENTER,621.0,798.0,,380.0,,88.0,7,154.0,25,DISTRICT15,PIECE
ACT-AD,Feb 2024,HEALTH CENTER,1095.0,175.0,94.0,1886.0,,3260.0,9,76.0,30,DISTRICT19,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,1146.0,,554.0,1746.0,1134.0,210.0,285,319.0,5,DISTRICT32,VIAL
SP,Jan 2025,HEALTH CENTER,344.0,,352.0,754.0,,2186.0,326,253.0,1000,DISTRICT14,TABLET
ACT-INF,Sep 2024,HEALTH CENTER,,156.0,,,,258.0,390,,30,DISTRICT32,BLISTER
PYRA-COMP,Jun 2024,HEALTH CENTER,306.0,1.0,331.0,538.0,,,492,334.0,1,DISTRICT29,TABLET
ACT-SC,Feb 2025,HEALTH CENTER,1359.0,,270.0,,,518.0,180,336.0,30,DISTRICT36,BLISTER
ACT-AD,Aug 2025,HEALTH CENTER,2303.0,0.0,,452.0,,7215.0,772,67.0,30,DISTRICT22,BLISTER
ITN,Sep 2024,HEALTH CENTER,,,702.0,3448.0,815.0,,162,,50,DISTRICT21,PIECE
QUIN,Jan 2024,HEALTH CENTER,12.0,454.0,,77.0,,0.0,512,36.0,1000,DISTRICT28,TABLET
PYRA-COMP,Sep 2025,HEALTH CENTER,794.0,2.0,92.0,478.0,,0.0,73,1.0,1,DISTRICT13,TABLET
ART-INJ,Oct 2025,HEALTH CENTER,2.0,75.0,0.0,4.0,,0.0,-250,0.0,5,DISTRICT9,VIAL
ART-SUP,Jun 2024,HEALTH CENTER,,,,119.0,,2.0,254,29.0,2,DISTRICT38,CAPSULE
RDT,Jan 2024,HEALTH CENTER,,,57.0,,,86.0,109,,25,DISTRICT28,PIECE
SP,Jun 2024,HEALTH CENTER,1206.0,549.0,229.0,,775.0,106.0,-848,88.0,1000,DISTRICT7,TABLET
RDT,Apr 2025,HEALTH CENTER,307.0,,39.0,279.0,,3.0,367,,25,DISTRICT24,PIECE
ACT-INF,Dec 2024,HEALTH CENTER,,0.0,0.0,19.0,,0.0,213,0.0,30,DISTRICT8,BLISTER
ACT-SC,Apr 2024,HEALTH CENTER,,,,351.0,,230.0,-779,25.0,30,DISTRICT8,BLISTER
ART-INJ,May 2025,HEALTH CENTER,540.0,1.0,161.0,,,890.0,11,,5,DISTRICT3,VIAL
PYRA-COMP,Oct 2024,HEALTH CENTER,2122.0,,,337.0,284.0,106.0,-242,3.0,1,DISTRICT26,TABLET
ART-SUP,Aug 2024,HEALTH CENTER,2026.0,6.0,360.0,,,114.0,130,179.0,2,DISTRICT36,CAPSULE
ACT-SC,Sep 2025,DISTRICT HOSPITAL,,173.0,54.0,46.0,,,-351,,30,DISTRICT9,BLISTER
RDT,May 2024,HEALTH CENTER,947.0,216.0,48.0,564.0,,25.0,-550,14.0,25,DISTRICT15,PIECE
RDT,Jun 2025,HEALTH CENTER,420.0,5.0,,136.0,,1.0,44,,25,DISTRICT36,PIECE
ACT-INF,Jan 2025,HEALTH CENTER,2290.0,0.0,79.0,377.0,,6.0,226,32.0,30,DISTRICT31,BLISTER
ART-SUP,Feb 2024,HEALTH CENTER,,42.0,136.0,383.0,405.0,,424,,2,DISTRICT4,CAPSULE
PYRA-COMP,Dec 2024,HEALTH CENTER,252.0,,274.0,,,3062.0,-197,145.0,1,DISTRICT16,TABLET
ACT-GC,Jul 2024,HEALTH CENTER,,954.0,1073.0,3221.0,1018.0,281.0,-988,,30,DISTRICT19,BLISTER
ACT-SC,Aug 2024,HEALTH CENTER,,22.0,,2927.0,,2475.0,-657,1296.0,30,DISTRICT31,BLISTER
QUIN,Nov 2025,HEALTH CENTER,1374.0,1.0,,,,3790.0,550,249.0,1000,DISTRICT31,TABLET
PYRA-COMP,Sep 2025,HEALTH CENTER,,836.0,,2353.0,,,-417,313.0,1,DISTRICT3,TABLET
ART-SUP,Feb 2024,HEALTH CENTER,144.0,0.0,,13.0,780.0,178.0,-1042,24.0,2,DISTRICT16,CAPSULE
ACT-SC,May 2025,HEALTH CENTER,,3.0,272.0,2755.0,233.0,0.0,-38,75.0,30,DISTRICT7,BLISTER
PYRA-SAC,Jun 2025,HEALTH CENTER,,167.0,240.0,554.0,,7265.0,-550,101.0,1,DISTRICT37,SACHET
PYRA-COMP,Feb 2025,HEALTH CENTER,435.0,,133.0,129.0,,0.0,-233,9.0,1,DISTRICT13,TABLET
SP,Jul 2025,HEALTH CENTER,57.0,,21.0,240.0,306.0,1.0,-302,9.0,1000,DISTRICT32,TABLET
ART-SUP,Mar 2025,HEALTH CENTER,651.0,388.0,,1045.0,,7944.0,37,412.0,2,DISTRICT25,CAPSULE
ART-SUP,May 2025,HEALTH CENTER,,172.0,148.0,226.0,,2765.0,-118,30.0,2,DISTRICT15,CAPSULE
ACT-AD,Mar 2025,HEALTH CENTER,17.0,15.0,,,209.0,526.0,-25,87.0,30,DISTRICT28,BLISTER
ACT-INF,Aug 2025,HEALTH CENTER,1490.0,,263.0,,1352.0,156.0,-760,,30,DISTRICT7,BLISTER
QUIN,Nov 2024,DISTRICT HOSPITAL,1842.0,5.0,307.0,,,997.0,-434,,1000,DISTRICT29,TABLET
SP,Sep 2024,HEALTH CENTER,1395.0,,213.0,,,10.0,71,183.0,1000,DISTRICT20,TABLET
PYRA-SAC,Sep 2025,HEALTH CENTER,,,11.0,,,,-775,8.0,1,DISTRICT1,SACHET
ART-SUP,Dec 2023,HEALTH CENTER,,211.0,,465.0,536.0,,-339,21.0,2,DISTRICT19,CAPSULE
ACT-INF,Apr 2024,HEALTH CENTER,2717.0,0.0,948.0,,,353.0,546,,30,DISTRICT19,BLISTER
QUIN,Mar 2024,HEALTH CENTER,377.0,1.0,,,,337.0,-87,226.0,1000,DISTRICT12,TABLET
SP,Feb 2025,HEALTH CENTER,1002.0,,334.0,268.0,399.0,,-121,68.0,1000,DISTRICT1,TABLET
RDT,Oct 2025,HEALTH CENTER,439.0,0.0,,90.0,686.0,4544.0,65,,25,DISTRICT11,PIECE
ACT-GC,Mar 2025,HEALTH CENTER,2892.0,1.0,666.0,,560.0,,-259,1269.0,30,DISTRICT27,BLISTER
PYRA-COMP,May 2025,HEALTH CENTER,2448.0,,437.0,,,1.0,-26,127.0,1,DISTRICT33,TABLET
RDT,Nov 2024,HEALTH CENTER,,54.0,,,783.0,4.0,91,23.0,25,DISTRICT6,PIECE
PYRA-COMP,Oct 2024,HEALTH CENTER,1169.0,215.0,,,1347.0,394.0,-640,5.0,1,DISTRICT17,TABLET
SP,Apr 2025,HEALTH CENTER,2759.0,140.0,263.0,3255.0,,16.0,-772,,1000,DISTRICT8,TABLET
ACT-SC,May 2025,HEALTH CENTER,543.0,59.0,,,,0.0,-77,56.0,30,DISTRICT12,BLISTER
ACT-SC,Jan 2024,HEALTH CENTER,441.0,23.0,,242.0,,,205,,30,DISTRICT13,BLISTER
RDT,Mar 2025,HEALTH CENTER,129.0,70.0,77.0,,,0.0,-562,70.0,25,DISTRICT31,PIECE
PYRA-COMP,Apr 2024,HEALTH CENTER,250.0,,120.0,53.0,,,430,116.0,1,DISTRICT7,TABLET
PYRA-SAC,Jan 2024,HEALTH CENTER,1870.0,72.0,823.0,1630.0,,209.0,-242,,1,DISTRICT15,SACHET
ART-SUP,Oct 2025,HEALTH CENTER,,106.0,160.0,1556.0,362.0,0.0,414,97.0,2,DISTRICT13,CAPSULE
RDT,Mar 2024,HEALTH CENTER,1869.0,148.0,220.0,,,,-483,,25,DISTRICT24,PIECE
QUIN,Oct 2024,HEALTH CENTER,,16.0,389.0,1017.0,,11336.0,-553,575.0,1000,DISTRICT16,TABLET
ACT-INF,Mar 2025,REGIONAL HOSPITAL,859.0,,,212.0,656.0,495.0,260,,30,DISTRICT23,BLISTER
RDT,Feb 2025,HEALTH CENTER,4580.0,,1133.0,,243.0,434.0,551,423.0,25,DISTRICT13,PIECE
SP,Jul 2024,HEALTH CENTER,700.0,1.0,261.0,,930.0,9314.0,494,,1000,DISTRICT13,TABLET
PYRA-SAC,Jun 2024,HEALTH CENTER,355.0,1.0,,58.0,384.0,,-671,16.0,1,DISTRICT15,SACHET
SP,Sep 2024,HEALTH CENTER,1909.0,0.0,381.0,793.0,,3539.0,576,263.0,1000,DISTRICT16,TABLET
ITN,Oct 2024,HEALTH CENTER,,131.0,113.0,84.0,,,-74,143.0,50,DISTRICT8,PIECE
ITN,Feb 2025,HEALTH CENTER,421.0,213.0,105.0,,,0.0,-23,44.0,50,DISTRICT13,PIECE
ACT-AD,Jun 2024,HEALTH CENTER,867.0,,571.0,2262.0,,3398.0,790,120.0,30,DISTRICT15,BLISTER
ACT-GC,Mar 2024,HEALTH CENTER,8.0,0.0,,2.0,220.0,,-62,0.0,30,DISTRICT13,BLISTER
PYRA-SAC,Jan 2024,DISTRICT HOSPITAL,,0.0,678.0,5364.0,,2879.0,-545,482.0,1,DISTRICT23,SACHET
QUIN,Jan 2025,HEALTH CENTER,2072.0,0.0,484.0,2059.0,,,-49,242.0,1000,DISTRICT9,TABLET
SP,Oct 2024,HEALTH CENTER,10326.0,644.0,,4619.0,,13.0,-167,1121.0,1000,DISTRICT20,TABLET
ART-INJ,Aug 2024,HEALTH CENTER,,3.0,995.0,,1197.0,4677.0,-88,1105.0,5,DISTRICT31,VIAL
ACT-GC,Mar 2024,HEALTH CENTER,113.0,1.0,32.0,4.0,,2.0,-417,,30,DISTRICT33,BLISTER
ACT-INF,Dec 2024,HEALTH CENTER,4115.0,583.0,1042.0,1776.0,2112.0,11589.0,-332,577.0,30,DISTRICT19,BLISTER
ACT-SC,Aug 2025,DISTRICT HOSPITAL,750.0,,246.0,661.0,,0.0,82,298.0,30,DISTRICT11,BLISTER
SP,Jul 2024,HEALTH CENTER,970.0,0.0,279.0,,174.0,29.0,-174,352.0,1000,DISTRICT15,TABLET
PYRA-SAC,Apr 2025,HEALTH CENTER,57.0,,,,556.0,,-722,1.0,1,DISTRICT36,SACHET
ART-INJ,Oct 2025,HEALTH CENTER,1414.0,23.0,460.0,1415.0,,0.0,128,52.0,5,DISTRICT32,VIAL
QUIN,Dec 2023,HEALTH CENTER,,123.0,51.0,,1052.0,11.0,-363,,1000,DISTRICT15,TABLET
ART-INJ,Feb 2025,HEALTH CENTER,1843.0,1.0,186.0,,,0.0,-695,183.0,5,DISTRICT16,VIAL
ITN,Apr 2024,HEALTH CENTER,1263.0,371.0,,2241.0,,818.0,-85,71.0,50,DISTRICT28,PIECE
PYRA-COMP,Aug 2024,HEALTH CENTER,305.0,6.0,,370.0,,742.0,120,,1,DISTRICT35,TABLET
PYRA-SAC,Jun 2025,HEALTH CENTER,894.0,4.0,253.0,38.0,,8518.0,-672,216.0,1,DISTRICT11,SACHET
ACT-INF,Jun 2025,HEALTH CENTER,737.0,63.0,,560.0,832.0,8808.0,697,831.0,30,DISTRICT9,BLISTER
ITN,Apr 2024,HEALTH CENTER,1556.0,3141.0,538.0,1106.0,,1.0,-196,450.0,50,DISTRICT32,PIECE
SP,Jan 2025,HEALTH CENTER,959.0,128.0,,1308.0,,0.0,-522,255.0,1000,DISTRICT3,TABLET
QUIN,Jun 2024,HEALTH CENTER,16.0,0.0,4.0,,,0.0,-525,1.0,1000,DISTRICT31,TABLET
ITN,May 2024,HEALTH CENTER,,1.0,,468.0,,124.0,-442,76.0,50,DISTRICT27,PIECE
PYRA-SAC,Aug 2025,DISTRICT HOSPITAL,0.0,5.0,,4.0,312.0,10.0,212,0.0,1,DISTRICT20,SACHET
RDT,Sep 2024,HEALTH CENTER,421.0,0.0,,44.0,,8343.0,353,563.0,25,DISTRICT14,PIECE
ART-SUP,Aug 2025,HEALTH CENTER,1223.0,468.0,463.0,,,,204,335.0,2,DISTRICT15,CAPSULE
ACT-SC,Mar 2024,HEALTH CENTER,902.0,113.0,424.0,,,,188,502.0,30,DISTRICT16,BLISTER
